	COD	UF	Renda(Total)	Renda(Beneficios)	Total(%)	Beneficio(>Sal)	Beneficio(>Sal)(%)	Beneficio(<=Sal)	Beneficio(<=Sal)(%)
2259	ms	5006259	729396.14738131	79330.10095738	0.10876133804955267	8042.74555989	0.011026580807651913	71287.35539749	0.09773475724190075
2260	ms	5000203	2838995.58717857	79767.02434614	0.02809691734160583	50911.72456471	0.017933005882304565	28855.29978143	0.010163911459301267
2261	ms	5006200	9127235.22337978	684327.00027158	0.07497637384414602	288355.28358544	0.03159284016772203	395971.71668614	0.043383533676424
2262	ms	5004908	982926.25116355	92476.09531507	0.09408243518331144	42912.10842382	0.043657505711158194	49563.98689125	0.050424929472153254
2263	ms	5007695	7166349.15054345	177359.07743873	0.02474887473564977	62828.81812719	0.008767200258785251	114530.25931154	0.01598167447686452
2264	ms	5000609	6806604.89544379	549480.77177348	0.08072758448801573	273540.6645925	0.04018753384313564	275940.10718098	0.04054005064488009
2265	ms	5005806	2186292.4560738	242795.10248091	0.1110533505279196	101233.42795575	0.04630369906574511	141561.67452516	0.0647496514621745
2266	ms	5000708	3683298.47956699	449082.14198367	0.12192390719213836	205143.49469917	0.05569559345711422	243938.6472845	0.06622831373502414
2267	mt	5107354	1045687.58807342	15755.54055308	0.015067158425498849	1047.903255	0.0010021188612658798	14707.63729808	0.01406503956423297
2268	mt	5102850	1338459.32569011	70831.53784929	0.05292020197383977	9707.7923825	0.0072529603224921755	61123.74546679	0.04566724165134759
2269	mt	5100805	1357210.40078368	33992.30057789	0.025045711820556472	7313.08333027	0.005388319545773656	26679.21724762	0.019657392274782817
2270	mt	5101258	3449480.33675284	173892.6159595	0.05041125009664308	56669.80424396	0.016428504792494626	117222.81171554	0.03398274530414845
2271	mt	5104500	262692.95191518	23571.26814025	0.08972935120033536	2819.64344106	0.010733609031012087	20751.62469919	0.07899574216932329
2272	mt	5105259	7421494.17049393	182255.69049522	0.024557816297939662	112203.41991228	0.015118710240098783	70052.27058294	0.009439106057840875
2273	mt	5103056	4902469.831599	79497.38356135	0.01621578230812304	25206.8479082	0.005141663033952517	54290.53565315	0.011074119274170522
2274	mt	5103957	930332.60578632	51624.58336003	0.055490459045447235	4338.7564951	0.004663661649731033	47285.82686493	0.0508267973957162
2275	mt	5107404	648407.90222358	67899.60658976	0.10471742610926305	28878.11928779	0.04453696382903184	39021.48730197	0.0601804622802312
2276	mt	5107297	436002.64563945	66996.8499269	0.1536615674169617	10964.67728594	0.025148189800222407	56032.17264096	0.12851337761673928
2277	mt	5108402	53207327.8048772	4203247.20233444	0.07899752488508084	2852360.33772073	0.05360841176202183	1350886.86461371	0.025389113123059005
2278	mt	5106752	9973033.33609659	492515.27047541	0.04938470111122467	133852.87734377	0.01342148099107423	358662.39313164	0.03596322012015044
2279	mt	5103007	3009110.55626944	486245.05334164	0.16159095661292844	358164.61071668	0.11902673697729352	128080.44262496	0.04256421963563491
2280	mt	5100409	2963655.75445031	156816.27004996	0.0529131191483627	62726.80123762	0.021165346597163872	94089.46881234	0.03174777255119882
2281	mt	5105606	2908352.08861456	85417.75962246	0.029369813908311945	25734.04919415	0.008848326615918372	59683.71042831	0.020521487292393573
2282	mt	5102702	4322832.79920089	229699.33387753	0.053136298475386735	113247.45402278	0.026197509661653975	116451.87985475	0.02693878881373276
2283	mt	5108303	1233925.58684862	10768.22446115	0.008726802147487247	2688.20010999	0.002178575546727675	8080.02435116	0.006548226600759572
2284	mt	5103502	5388249.89368299	272954.77334452	0.050657408013782615	175130.42323729	0.03250228305903318	97824.35010723	0.018155124954749427
2285	mt	5106257	4294226.56399814	342667.91205295	0.07979735278194287	139205.47496692	0.03241689111934344	203462.43708603	0.04738046166259944
2286	mt	5105903	2528304.14986305	162089.11070121	0.06410981475863568	20710.9479741	0.008191636269402891	141378.16272711	0.05591817848923279
2287	mt	5107180	1476997.32204585	83944.21383866	0.056834371048408806	17033.66308268	0.011532629632046975	66910.55075598	0.04530174141636183
2288	mt	5101001	663870.02966426	67635.18478739	0.10188015991864438	32422.90262775	0.048839232348155986	35212.28215964	0.05304092757048841
2289	mt	5108907	929100.49988768	13839.31077742	0.014895386213970447	3133.978578	0.0033731319468441466	10705.33219942	0.0115222542671263
2290	mt	5107925	16405779.1161235	309933.27074341	0.01889171300854645	144222.11143157	0.0087909333906507	165711.15931184	0.01010077961789575
2291	mt	5103908	557335.95004068	103966.71574714	0.1865422744388756	58730.69586654	0.1053775480699805	45236.0198806	0.08116472636889513
2292	mt	5106240	1654456.50277715	22896.83971813	0.013839493319827782	2250.414489	0.0013602137531101496	20646.42522913	0.012479279566717632
2293	mt	5105002	1750195.30103393	172930.28938814	0.09880628138241557	13047.64287575	0.007454963950618591	159882.64651239	0.09135131743179697
2294	mt	5107248	1346550.86587077	27236.47310132	0.020226843108304766	9427.19892409	0.00700099726124623	17809.27417723	0.013225845847058536
2295	mt	5101704	5098669.02149587	286744.92056073	0.05623917131153641	84028.65492206	0.016480507867405618	202716.26563867	0.0397586634441308
2296	mt	5105176	1216003.52649756	37593.0723477	0.030915265892343963	12100.66353205	0.009951174703336093	25492.40881565	0.020964091189007873
2297	mt	5100359	1081762.81892745	44276.19654594	0.040929671247010614	4796.70202494	0.004434153162793902	39479.494521	0.03649551808421671
2298	mt	5106273	515496.02769632	61698.8124188	0.11968824026544571	6486.89453354	0.012583791503746458	55211.91788526	0.10710444876169925
2299	mt	5106455	439687.14131678	34473.50803683	0.07840463092367984	5743.75411024	0.013063275157509815	28729.75392659	0.06534135576617003
2300	mt	5106299	2386578.36791536	99644.40436981	0.04175199344358756	34142.70823458	0.014306133288387736	65501.69613523	0.027445860155199824
2301	mt	5106158	1001639.04153838	57519.56555411	0.05742544286788966	10850.05885671	0.010832304260071373	46669.5066974	0.04659313860781829
2302	mt	5103304	3612096.74936842	155916.00000619	0.04316495676187304	54012.44732984	0.014953211687722415	101903.55267635	0.028211745074150623
2303	mt	5100201	5630564.65544061	173539.06475815	0.030820899035492916	37935.88144584	0.006737491489274337	135603.18331231	0.02408340754621858
2304	mt	5106505	4072311.22144773	555357.82820201	0.13637411239030428	221927.24823383	0.0544966325424739	333430.57996818	0.08187747984783036
2305	mt	5100300	2515899.90207749	368098.57058578	0.146308909301926	238089.90360946	0.09463409232333075	130008.66697632	0.05167481697859525
2306	mt	5108956	1266836.74121591	52562.66916438	0.04149127306959091	6382.2893647	0.005037973052924151	46180.37979968	0.03645330001666676
2307	mt	5108204	960487.69149318	118648.70516199	0.12352964667099274	53937.79629837	0.05615667621364098	64710.90886362	0.06737297045735176
2308	mt	5107776	714274.17742764	56670.35469258	0.07933977803407435	6335.82564882	0.00887029917788377	50334.52904376	0.07046947885619059
2309	mt	5108600	2900109.89881328	111239.71497494	0.03835706882020544	22249.10089763	0.007671813025683715	88990.61407731	0.030685255794521724
2310	mt	5107263	448219.25390401	28459.84382018	0.06349536208517031	979.7666525	0.00218590933782114	27480.07716768	0.06130945274734917
2311	mt	5102686	4888862.75683732	13258.97158211	0.002712076865640514	831.0856336	0.0001699956973506129	12427.88594851	0.002542081168289901
2312	mt	5106703	328185.91819463	47373.95214862	0.1443509593867613	16020.24645305	0.048814545551431075	31353.70569557	0.09553641383533021
2313	mt	5106828	1837487.75438745	127250.75888852	0.06925257519930557	71419.79707052	0.03886817580143749	55830.961818	0.030384399397868078
2314	mt	5107198	460596.73681683	20998.450603	0.04558966428663749	0.0	0.0	20998.450603	0.04558966428663749
2315	mt	5104906	916733.04046278	97067.0762254	0.1058836890796465	19086.33275504	0.0208199463885418	77980.74347036	0.08506374269110471
2316	mt	5103601	1451745.72780105	186513.99758791	0.12847566486069262	53183.120507	0.036633908740724266	133330.87708091	0.09184175611996835
2317	mt	5108857	371037.87711031	25886.90244329	0.06976889433742041	13714.57095858	0.03696272484467304	12172.33148471	0.03280616949274737
2318	mt	5107958	19028457.2801803	785790.46628989	0.041295542498253665	308239.85594133	0.01619888840186677	477550.61034856	0.025096654096386894
2319	mt	5106802	1290353.48758561	66715.26210658	0.05170308969475599	19941.084051	0.015453969972454535	46774.17805558	0.03624911972230145
2320	mt	5107008	3653351.85953707	436484.24563612	0.11947500881873134	177526.54874263	0.04859278699893008	258957.69689349	0.07088222181980125
2321	mt	5104807	6919220.62206821	408460.61672293	0.05903274935621837	209991.01885927	0.03034894106274386	198469.59786366	0.028683808293474514
2322	mt	5102504	18777594.4723285	2115200.45504425	0.11264491083569324	1520686.12672617	0.08098407540790813	594514.32831808	0.03166083542778511
2323	mt	5108105	735717.09194331	55163.07744845	0.07497865423072235	21289.79623017	0.028937476732986467	33873.28121828	0.04604117749773587
2324	mt	5106307	3600259.73570503	142384.04154722	0.03954826929155912	16317.37170108	0.004532276251975639	126066.66984614	0.03501599303958348
2325	mt	5106422	4716967.9619306	102363.56104572	0.021701135532797594	7542.875843	0.001599094143499925	94820.68520272	0.020102041389297668
2326	mt	5106000	1007324.23096118	137150.2603399	0.1361530439995794	42838.72418445	0.04252724482123662	94311.53615545	0.09362579917834277
2327	mt	5103452	1604343.53714596	66116.08055843	0.041210675287193736	18531.36364914	0.011550745348534447	47584.71690929	0.02965992993865929
2328	mt	5102603	1579863.87204096	177532.91837792	0.11237228822035955	18399.29436282	0.011646126409011887	159133.6240151	0.10072616181134766
2329	mt	5106208	861596.54317155	78897.77382704	0.09157159978453035	17560.28645333	0.020381101331593463	61337.48737371	0.07119049845293689
2330	mt	5104609	2304432.1565682	65971.87218042	0.028628255335000383	9808.0150672	0.0042561526661762375	56163.85711322	0.024372102668824145
2331	mt	5101209	146464.14403097	27554.6176014	0.18813217244197014	5345.06792237	0.03649403721118105	22209.54967903	0.1516381352307891
2332	mt	5101308	2083910.66984216	163258.11236128	0.07834218362807534	45569.21368193	0.021867162705866614	117688.89867935	0.05647502092220873
2333	mt	5107065	1823758.45384913	32162.39960934	0.01763522989651382	9608.92401148	0.005268748167390206	22553.47559786	0.012366481729123614
2334	mt	5102678	5949666.02000897	147918.32623182	0.024861618405867595	69327.70271026	0.011652368801392901	78590.62352156	0.013209249604474692
2335	mt	5106182	1047121.64680234	39977.35440472	0.0381783286849253	23327.03579177	0.02227729305664266	16650.31861295	0.01590103562828264
2336	mt	5105101	9153083.9865572	549882.20399474	0.06007616720247863	264500.71997052	0.028897442693520844	285381.48402422	0.03117872450895778
2337	mt	5107875	2678156.62894962	32673.36053588	0.012199943865379741	14210.28738378	0.005305995635271456	18463.0731521	0.006893948230108284
2338	mt	5100508	1110389.29616054	170710.2745762	0.15373912119512967	67136.62273661	0.0604622387560402	103573.65183959	0.09327688243908948
2339	mt	5106653	810241.42828256	76976.4691795	0.09500436103676442	41982.80966916	0.05181518520738871	34993.65951034	0.043189175829375724
2340	mt	5106851	540795.80907203	70304.91587422	0.13000270100994052	4427.86456568	0.00818768283962467	65877.05130854	0.12181501817031586
2341	mt	5104104	7555924.71515208	261798.52648944	0.03464811209201821	37939.46900488	0.00502115497905889	223859.05748456	0.029626957112959314
2342	mt	5103700	2497578.9202273	28320.4485426	0.011339160622008536	15897.3980553	0.006365123410736189	12423.0504873	0.004974037211272348
2343	mt	5107305	3309655.88746392	161006.25170984	0.04864742957710138	68651.68110073	0.020742845611461898	92354.57060911	0.02790458396563948
2344	mt	5108808	952217.73443055	64562.26218528	0.06780199512235492	5459.30816564	0.0057332561327528755	59102.95401964	0.06206873898960204
2345	mt	5103403	213085560.529371	22678588.976656	0.1064294967726359	20002890.8816918	0.09387257790719548	2675698.09496413	0.012556918865440067
2346	mt	5107859	2166216.95417346	117284.64583006	0.054142612818211935	30278.2239641	0.013977466063944151	87006.42186596	0.040165146754267786
2347	mt	5106109	1518157.34415358	386333.37188123	0.2544751855721667	236945.90446696	0.1560746686629275	149387.46741427	0.09840051690923919
2348	mt	5101605	921841.41502644	154270.39599875	0.1673502551350714	60423.28893393	0.06554629456759323	93847.10706482	0.10180396056747819
2349	mt	5104203	2695763.99621705	353219.64031367	0.13102765702388675	183653.29855544	0.06812662340366575	169566.34175823	0.06290103362022101
2350	mt	5105234	723170.90017573	57173.92738524	0.07906004980475125	6495.674976	0.008982212882766101	50678.25240924	0.07007783692198513
2351	mt	5103205	7571907.53678011	444301.8454633	0.058677663891843514	65575.51521808	0.008660369252998755	378726.33024522	0.05001729463884476
2352	mt	5107750	757568.29902568	80291.76768764	0.1059861768119184	13524.03198391	0.01785189797580424	66767.73570373	0.08813427883611416
2353	mt	5108055	2301072.78370149	198386.12434698	0.08621462378424094	58436.94074542	0.025395520367425636	139949.18360156	0.06081910341681531
2354	mt	5107602	44240281.609847	3040802.39669817	0.06873379386494113	1752243.78287972	0.03960742832364127	1288558.61381845	0.029126365541299867
2355	mt	5100607	1962876.44956599	47293.06517348	0.02409375545971675	23128.76636512	0.011783098406542084	24164.29880836	0.012310657053174665
2356	mt	5103858	902919.41709062	38655.18477249	0.04281133403581511	11813.7498619	0.013083947070233769	26841.43491059	0.029727386965581342
2357	mt	5101407	5470565.94806356	160420.6375009	0.029324322021505797	52874.66881325	0.009665301417665256	107545.96868765	0.019659020603840546
2358	mt	5106232	2827149.50472996	139430.67191482	0.049318464298243034	72006.56951893	0.025469671624531873	67424.10239589	0.02384879267371116
2359	mt	5107800	2593056.46664301	569217.10509382	0.21951589269890937	402730.8613331	0.15531125778162416	166486.24376072	0.06420463491728522
2360	mt	5106216	2327194.34357276	141816.73920848	0.06093893258212368	11002.6184397	0.00472784684703579	130814.12076878	0.056211085735087894
2361	mt	5102694	592156.33659966	31037.16180636	0.052413796641246346	6574.63468952	0.011102869771306565	24462.52711684	0.041310926869939785
2362	mt	5105580	4821297.19310956	88812.12494211	0.018420794525804668	33051.81034365	0.006855377094547618	55760.31459846	0.01156541743125705
2363	mt	5106281	2419177.56441978	86016.1322918	0.0355559399842691	12671.31994296	0.005237862705625378	73344.81234884	0.03031807727864373
2364	mt	5108501	2211923.88125481	63947.90890633	0.028910537766811743	16296.21646814	0.007367439994768384	47651.69243819	0.021543097772043364
2365	mt	5102637	8985240.47401334	104846.87418241	0.011668788886134195	56786.04769735	0.006319925199729907	48060.82648506	0.005348863686404288
2366	mt	5103353	2929877.29405338	105849.46504926	0.03612761028050464	22841.12678104	0.007795932897053214	83008.33826822	0.028331677383451423
2367	mt	5105507	2565408.23540565	82957.11724494	0.03233680944031996	24929.66444531	0.009717620806408634	58027.45279963	0.02261918863391133
2368	mt	5100250	12424237.7116985	615116.96984569	0.04950943342515926	273089.9212491	0.0219804166328822	342027.04859659	0.027529016792277067
2369	mt	5100102	732448.40025722	116997.63844975	0.15973499076339434	36288.14553825	0.04954362044548993	80709.4929115	0.11019137031790441
2370	mt	5105622	5087612.67876166	324619.00489182	0.06380576222851014	120905.33565174	0.023764650197618562	203713.66924008	0.04004111203089157
2371	mt	5103106	1173611.17709843	43705.81468001	0.03724045538494767	11334.54816711	0.009657839315345392	32371.2665129	0.02758261606960228
2372	mt	5106778	1818216.02021283	55793.20071507	0.030685683161310595	2613.86610408	0.0014375993143950164	53179.33461099	0.029248083846915577
2373	mt	5103809	964762.41421776	66523.54176097	0.06895328920427317	16485.37260378	0.01708749466276267	50038.16915719	0.05186579454151052
2374	mt	5106265	934209.97850192	24730.81429172	0.02647243645521516	1842.651892	0.001972417266356798	22888.16239972	0.024500019188858364
2375	mt	5105309	324458.55360644	45756.17651259	0.14102317847379384	17448.00169958	0.05377574887652363	28308.17481301	0.0872474295972702
2376	mt	5102793	1666377.93165091	184806.64848995	0.11090320207664943	29055.56803247	0.017436361512351603	155751.08045748	0.09346684056429784
2377	mt	5107206	834716.48880686	82708.57023084	0.09908582295895851	7125.3399094	0.008536239555522532	75583.23032144	0.09054958340343597
2378	mt	5107040	14864782.4507191	342111.55951601	0.023014905239966025	188219.84414562	0.012662132444226567	153891.71537039	0.010352772795739458
2379	mt	5106372	2698224.99997545	193122.81628947	0.07157402228918165	60377.50195399	0.02237674840109307	132745.31433548	0.04919727388808858
2380	mt	5107701	2714122.61120074	435853.98893828	0.16058743519529362	205889.84867381	0.07585871317092907	229964.14026447	0.08472872202436457
2381	mt	5101803	14729421.3646167	1222987.86358295	0.08303027208664389	843732.95753254	0.057282152275130886	379254.90605041	0.025748119811512996
2382	mt	5104559	2405038.89475641	98286.43031741	0.040866877675741195	23133.23607873	0.009618653623093696	75153.19423868	0.031248224052647496
2383	mt	5103379	1918229.44737632	41800.1402865	0.021791001250487847	9334.64474075	0.004866281639830713	32465.49554575	0.016924719610657134
2384	mt	5107156	307532.58906589	44415.1618733	0.1444242446246368	14482.70694579	0.04709324299509288	29932.45492751	0.09733100162954392
2385	mt	5107107	3280459.86981735	252563.78211165	0.07699035871019885	28762.802948	0.008767917941212754	223800.97916365	0.06822244076898609
2386	mt	5105150	10716152.4964409	399971.92873571	0.03732421023950066	112571.11594832	0.01050480720442413	287400.81278739	0.02681940303507653
2387	mt	5107909	25567034.8443491	729194.17616271	0.02852087387536371	358793.95721094	0.01403345985935642	370400.21895177	0.014487414016007292
2388	mt	5106224	5905977.47147648	85450.0488975	0.01446840075333672	30855.64226472	0.005224476797234746	54594.40663278	0.009243923956101975
2389	mt	5108006	3714400.73713105	82006.48272933	0.02207798472295982	23935.02807411	0.006443846468918449	58071.45465522	0.015634138254041367
2390	mt	5101902	2651288.46478574	57835.0469255	0.02181393978575389	6129.17363593	0.002311771697926246	51705.87328957	0.019502168087827645
2391	mt	5107941	3285830.60203816	60189.11183612	0.018317776880763553	5756.55237702	0.0017519321822157484	54432.5594591	0.016565844698547806
2392	mt	5105200	2355702.66736793	199277.69640866	0.08459373891668452	53447.15030918	0.022688410999210474	145830.54609948	0.06190532791747405
2393	pa	1503705	4259261.18157837	432445.89689512	0.10153072996919783	75192.79818798	0.017653953345992165	357253.09870714	0.08387677662320568
2394	pa	1506104	765772.0215374	211094.00967484	0.27566169008243174	73467.13499206	0.09593865135548296	137626.87468278	0.1797230387269488
2395	pa	1505536	16028342.3210418	654776.43786728	0.04085116381671597	316850.97452398	0.019768168671318066	337925.4633433	0.0210829951453979
2396	pa	1502103	6936773.12580354	1564698.85838871	0.22556581136671655	461099.04919676	0.06647169236104249	1103599.80919195	0.15909411900567402
2397	pa	1506195	2903824.24858207	279807.97571767	0.09635844037541166	28887.3648875	0.009948041759622892	250920.61083017	0.08641039861578877
2398	pa	1503077	1725837.26593505	217455.91477947	0.12600024293811588	35004.97757841	0.02028289588441844	182450.93720106	0.10571734705369744
2399	pa	1506005	1741892.9065447	220104.60975899	0.12635943859235282	39825.80686745	0.022863522044217016	180278.80289154	0.10349591654813581
2400	pa	1502772	2104150.96196657	190837.57014808	0.09069575976132456	22165.91774734	0.01053437616786935	168671.65240074	0.0801613835934552
2401	pa	1505809	3504289.97232772	240785.1898636	0.06871154834931048	52169.20953255	0.014887241051543652	188615.98033105	0.05382430729776683
2402	pa	1504208	31786110.3923495	1819548.12668648	0.057243497371242416	652477.15213123	0.02052711527385473	1167070.97455525	0.036716382097387694
2403	pa	1503606	15501331.7510387	1054340.78651957	0.06801614231944438	273808.48840868	0.017663546126630885	780532.29811089	0.05035259619281348
2404	pa	1502202	8164779.1247731	1279781.38424338	0.1567441524976887	702714.82804081	0.08606660600391176	577066.55620257	0.07067754649377692
2405	pa	1500958	1709853.44712269	185578.77298051	0.10853490004818749	22276.49843898	0.013028308640408033	163302.27454153	0.09550659140777946
2406	pa	1504901	2167069.01184602	258022.49582627	0.11906519562405318	43379.01422417	0.02001736630769204	214643.4816021	0.09904782931636115
2407	pa	1501758	843137.94479887	103142.51843642	0.12233172409412148	33872.93079894	0.040174838539641766	69269.58763748	0.08215688555447971
2408	pa	1504505	1081371.46539227	147957.23202309	0.13682368802788614	8563.33405675	0.007918956927205057	139393.89796634	0.12890473110068107
2409	pa	1507458	3775046.05644579	301092.93652516	0.07975874519757233	51647.30352354	0.013681237990554741	249445.63300162	0.06607750720701759
2410	pa	1508084	6334598.03268675	204259.44636742	0.03224505253741974	59079.52128134	0.009326483065932136	145179.92508608	0.022918569471487606
2411	pa	1502905	2953353.09015068	559458.9128013	0.18943177321637367	209194.09056689	0.07083273966277324	350264.82223441	0.11859903355360042
2412	pa	1506906	511853.34172311	83496.22013537	0.16312528087496156	12065.13297144	0.023571464691084704	71431.08716393	0.13955381618387686
2413	pa	1505304	6578199.85916061	877084.97373681	0.1333320653849407	459124.72548327	0.06979488846692705	417960.24825354	0.06353717691801364
2414	pa	1504307	1819855.13098172	452028.91463734	0.24838730673770346	127740.98540355	0.07019294186050963	324287.92923379	0.17819436487719384
2415	pa	1505106	3826651.80566557	711844.25089167	0.18602273920970422	233660.33847428	0.06106130119503764	478183.91241739	0.12496143801466657
2416	pa	1502400	21820904.4961392	2711884.38284944	0.12427919215398506	1745499.87857652	0.07999209560196524	966384.50427292	0.04428709655201982
2417	pa	1500404	3707692.47263878	708453.57144863	0.19107668089430854	254996.04887114	0.06877486489316582	453457.52257749	0.12230181600114275
2418	pa	1507979	1119734.14606964	248665.24712901	0.2220752559898666	79241.93546673	0.07076852639072925	169423.31166228	0.15130672959913735
2419	pa	1507607	5100907.38927849	545617.96474629	0.10696488352113882	196086.2387556	0.03844144262798229	349531.72599069	0.06852344089315653
2420	pa	1500602	17337707.8136288	1089793.81623838	0.06285685673983481	485622.4482099	0.028009610810730275	604171.36802848	0.03484724592910453
2421	pa	1500800	74224134.5231242	8922344.27920842	0.12020812821237684	7035717.32360834	0.0947901564472455	1886626.95560008	0.025417971765131324
2422	pa	1501105	803389.22173657	100086.09922118	0.12457983815719906	17270.68726963	0.021497285253962533	82815.41195155	0.10308255290323654
2423	pa	1503101	1732624.26878653	201032.51458096	0.11602776101119501	33548.34245638	0.019362733779480126	167484.17212458	0.09666502723171488
2424	pa	1505650	1916663.88092388	133158.77678084	0.06947424538341805	26617.73093071	0.013887531974505403	106541.04585013	0.05558671340891265
2425	pa	1505437	2975151.30763891	140607.59362814	0.04726065301859442	13663.38274267	0.004592500121788194	126944.21088547	0.04266815289680623
2426	pa	1502608	1068773.7463261	235081.87573021	0.21995476267853864	126171.22953677	0.1180523286340841	108910.64619344	0.10190243404445454
2427	pa	1502152	1854172.09877865	89703.72107184	0.04837939322403146	8129.32647711	0.004384343008108481	81574.39459473	0.043995050215922975
2428	pa	1507474	1307173.39390408	272707.05584559	0.20862347498605927	71765.81798381	0.054901528992622815	200941.23786178	0.15372194599343647
2429	pa	1501501	4899487.92221651	626760.33158931	0.12792364049869234	401407.66156516	0.08192849292371857	225352.67002415	0.04599514757497377
2430	pa	1505007	1098307.90704042	257720.99307434	0.2346527703408907	130242.16027765	0.11858437824472187	127478.83279669	0.11606839209616882
2431	pa	1506187	6239674.42126059	412652.6282501	0.06613367948238758	139212.91496857	0.022310926110860295	273439.71328153	0.04382275337152727
2432	pa	1502764	548411.42745882	29282.81595914	0.05339570711505429	6023.41338008	0.010983384150091029	23259.40257906	0.042412322964963264
2433	pa	1504109	444340.73080761	175117.77589609	0.3941069628656488	70000.78973361	0.157538539414067	105116.98616248	0.2365684234515818
2434	pa	1502939	5745385.54386589	268524.031753	0.04673733898322837	57770.80417408	0.010055165790528973	210753.22757892	0.0366821731926994
2435	pa	1507151	2317050.05161813	199880.57274474	0.0862651079138976	24121.8487839	0.010410585980675869	175758.72396084	0.07585452193322174
2436	pa	1506351	1160094.36056469	167172.68052555	0.14410265768741146	75364.32633127	0.06496396232336264	91808.35419428	0.0791386953640488
2437	pa	1505403	1293012.85070943	246159.72845168	0.19037686154211148	84597.27114364	0.06542647360173141	161562.45730804	0.12495038794038006
2438	pa	1508035	1337555.53571177	410336.14178007	0.3067806388777067	115094.92717875	0.08604870908593946	295241.21460132	0.2207319297917672
2439	pa	1503309	4387461.84147576	550081.86237393	0.12537587385350465	140981.03924952	0.03213271005955914	409100.82312441	0.0932431637939455
2440	pa	1502954	3174441.57946933	171549.88510843	0.054040964627582753	9342.871677	0.0029431543920747922	162207.01343143	0.05109781023550797
2441	pa	1500503	8623710.89071638	455840.28233445	0.052858947628354795	264991.38017431	0.030728230982276925	190848.90216014	0.02213071664607787
2442	pa	1500701	1681810.22796129	86526.15590382	0.051448227906609904	13719.89408145	0.008157813440153362	72806.26182237	0.04329041446645654
2443	pa	1501808	6825063.76375989	690586.96818926	0.10118395843511058	162908.71281864	0.023869185469542704	527678.25537062	0.07731477296556788
2444	pa	1501907	1593931.09589916	270248.66118668	0.16954852181626381	84727.82855796	0.05315651898375431	185520.83262872	0.1163920028325095
2445	pa	1508100	13537762.8770767	739884.31260654	0.0546533662411369	302524.61465106	0.022346721345172963	437359.69795548	0.03230664489596394
2446	pa	1502301	4728521.21198674	621906.01495597	0.13152230625072514	98918.22953889	0.02091948520567774	522987.78541708	0.11060282104504739
2447	pa	1505486	3551581.93732264	238931.29764916	0.0672746122335779	25331.2932733	0.007132397258556844	213600.00437586	0.06014221497502107
2448	pa	1502004	1992710.50749831	198051.64142396	0.09938806498922824	49282.35619044	0.024731317471853996	148769.28523352	0.07465674751737424
2449	pa	1501303	11365769.3923605	815751.48399572	0.0717726583951305	463692.61577891	0.04079729227047145	352058.86821681	0.03097536612465904
2450	pa	1507201	1932791.0970791	269151.44721873	0.13925532232918542	39726.36004092	0.020553881948729914	229425.08717781	0.1187014403804555
2451	pa	1508050	1477633.68055729	125259.01101446	0.08477000264857154	14558.74408439	0.009852742446219259	110700.26693007	0.07491726020235229
2452	pa	1501402	401277396.602892	68943682.3406291	0.17181053038194533	61480630.1393499	0.15321229319126523	7463052.20127926	0.018598237190680263
2453	pa	1506500	5247120.5946482	617385.07638471	0.11766168992083235	299838.33838465	0.05714340522123126	317546.73800006	0.060518284699601105
2454	pa	1503200	2927686.73481147	593179.19479554	0.20261019997200558	234040.9201094	0.07994056103289726	359138.27468614	0.12266963893910833
2455	pa	1505908	2674712.18112034	194107.59233163	0.07257139429870371	80315.37393346	0.03002766970606116	113792.21839817	0.04254372459264255
2456	pa	1503002	657364.96812415	135682.24814935	0.20640322306272493	45418.24493542	0.0690913680189333	90264.00321393	0.13731185504379165
2457	pa	1506161	3420613.69336602	209085.61905698	0.06112517746814942	48739.06688668	0.014248632337877013	160346.5521703	0.0468765451302724
2458	pa	1501600	803222.16232906	146057.104651	0.18183898739482746	31612.19117624	0.03935672178737677	114444.91347476	0.1424822656074507
2459	pa	1508126	4846988.83470585	65561.24152197	0.013526179605063755	19686.75850202	0.0040616471738199765	45874.48301995	0.009464532431243776
2460	pa	1506559	1231807.03318992	223636.77590745	0.18155179332619517	38353.82232475	0.031136226122550972	185282.9535827	0.15041556720364418
2461	pa	1507409	1790502.69706964	246019.50614961	0.13740247727760965	92739.08379508	0.051794998101291886	153280.42235453	0.08560747917631775
2462	pa	1504455	4260405.72143963	167244.56567875	0.0392555490283767	20732.28297196	0.004866269629586915	146512.28270679	0.03438927939878979
2463	pa	1500305	2212841.8311895	211120.43802745	0.09540692653752096	50098.49272802	0.022639888681555632	161021.94529943	0.07276703785596533
2464	pa	1506112	777487.58625222	200609.68171385	0.2580230028891695	67697.08089285	0.08707159071076	132912.600821	0.17095141217840953
2465	pa	1501956	790085.95687204	96098.06143173	0.1216298816551346	10957.7719546	0.01386908836853898	85140.28947713	0.10776079328659562
2466	pa	1500206	4265210.50169471	458512.59961382	0.10750057926370521	48815.85968731	0.01144512320503615	409696.73992651	0.09605545605866905
2467	pa	1504950	1630741.85649162	100452.60926726	0.0615993321489729	24810.2140016	0.015214065857717497	75642.39526566	0.04638526629125541
2468	pa	1501451	917156.87988207	302582.91950677	0.32991402686275084	170254.90160747	0.1856333472953523	132328.0178993	0.14428067956739857
2469	pa	1504059	3064510.81846356	295647.12685955	0.09647449278961177	59424.13208784	0.019391066179245277	236222.99477171	0.07708342661036649
