	COD	UF	Renda(Total)	Renda(Beneficios)	Total(%)	Beneficio(>Sal)	Beneficio(>Sal)(%)	Beneficio(<=Sal)	Beneficio(<=Sal)(%)
1586	mg	3116159	931150.98694495	114764.06816599	0.12324968751042617	9772.30645034	0.01049486773611479	104991.76171565	0.11275481977431139
1587	mg	3116902	1112563.56243449	36101.15309633	0.03244862074876347	12347.16986149	0.011097945572181208	23753.98323484	0.021350675176582266
1588	mg	3122603	546053.4250227	149326.23400537	0.27346451310906505	60377.98208966	0.11057156557007225	88948.25191571	0.1628929475389928
1589	mg	3125507	333284.29938543	72172.3031576	0.21654876419526625	33258.16618453	0.09978917772561573	38914.13697307	0.11675958646965051
1590	mg	3120102	566985.67847091	88067.40031006	0.15532561694956185	34198.83202365	0.06031692390516813	53868.56828641	0.09500869304439373
1591	mg	3142106	1528472.66457309	256574.1972898	0.16786312456655053	105620.98114476	0.06910230296742693	150953.21614504	0.09876082159912358
1592	mg	3132909	2501720.46078142	349877.73811919	0.13985484933432754	200007.16450561	0.0799478469481507	149870.57361358	0.059907002386176855
1593	mg	3159605	9875545.15824628	1476881.07320954	0.1495493210292613	1121515.2073333	0.11356489078446591	355365.86587624	0.035984430244795376
1594	mg	3107307	6135467.67021346	1236956.90917746	0.20160759956126129	667366.96021861	0.10877197894115731	569589.94895885	0.09283562062010398
1595	mg	3138682	464442.14666762	97889.68100975	0.21076829851061119	10121.17510063	0.02179211161874433	87768.50590912	0.18897618689186685
1596	mg	3130606	1696988.05840051	198803.03265591	0.11715051951708551	110508.96783687	0.06512065143288623	88294.06481904	0.05202986808419927
1597	mg	3156700	24737755.278958	4738799.01275269	0.1915613991372744	3823011.69832817	0.15454157643721353	915787.31442452	0.03701982270006087
1598	mg	3155900	1081094.69436302	229518.74484933	0.21230216561608625	158242.45641334	0.146372429018881	71276.28843599	0.06592973659720523
1599	mg	3109907	2026873.96161226	374636.79458206	0.1848347759542277	258738.7280892	0.12765407864008893	115898.06649286	0.05718069731413879
1600	mg	3133600	1548637.06798045	167476.78941555	0.10814463432284589	87901.66525289	0.05676066204945035	79575.12416266	0.05138397227339553
1601	mg	3163508	803164.95740902	190381.03042971	0.23703851702379053	74527.21847928	0.09279192000570095	115853.81195043	0.1442465970180896
1602	mg	3126901	1239856.62111661	206563.48281124	0.16660271784104339	83196.93851376	0.06710206413934634	123366.54429748	0.09950065370169703
1603	mg	3168051	444426.82075885	110530.06151688	0.24870250028599106	33424.49543438	0.07520809697602933	77105.5660825	0.17349440330996171
1604	mg	3150208	653973.8065287	97085.6765671	0.14845499253621763	35454.54826384	0.05421401883361831	61631.12830326	0.09424097370259932
1605	mg	3104908	3472209.78293313	655532.94179115	0.188794163593823	376053.06954924	0.10830367202973873	279479.87224191	0.08049049156408429
1606	mg	3162252	464852.53775896	97452.05521376	0.20964079422599996	20979.49330866	0.04513150215292252	76472.5619051	0.1645092920730774
1607	mg	3168002	3563804.6408919	471198.48464771	0.13221782115693775	87629.67210047	0.024588797908557426	383568.81254724	0.10762902324838033
1608	mg	3160504	287077.28871774	62673.13817289	0.21831451193100634	26825.54833267	0.09344364527228556	35847.58984022	0.12487086665872078
1609	mg	3149804	3359391.28271712	233212.00291395	0.0694209108994666	115637.0325752	0.0344220195992386	117574.97033875	0.034998891300228006
1610	mg	3168903	1537558.23788677	246180.22881327	0.16011115725386876	94696.98075149	0.06158919930190231	151483.24806178	0.09852195795196647
1611	mg	3159902	2955171.32818569	395636.26850583	0.133879299901278	199742.94062838	0.06759098490273015	195893.32787745	0.06628831499854783
1612	mg	3158102	649805.49183499	105870.31710557	0.16292616550008235	11834.16296895	0.01821185434356892	94036.15413662	0.14471431115651345
1613	mg	3119955	846647.04129969	106233.07650939	0.1254750460667899	22583.21030903	0.026673701327016342	83649.86620036	0.09880134473977359
1614	mg	3108008	3557949.79474323	683782.36614932	0.1921843774073454	435322.77000778	0.12235213960887167	248459.59614154	0.06983223779847372
1615	mg	3160900	571683.1197773	157611.58496345	0.27569746160223835	102840.62143727	0.1798909533612462	54770.96352618	0.09580650824099216
1616	mg	3117603	687534.46918754	204449.49287745	0.2973661715012603	117974.05148997	0.1715900173403379	86475.44138748	0.12577615416092242
1617	mg	3127388	683395.88778352	217491.26557255	0.3182507671767626	151935.99625689	0.22232500805597313	65555.26931566	0.09592575912078945
1618	mg	3100609	2223002.47235175	242914.83112146	0.10927330677436294	47468.22305686	0.02135320299785479	195446.6080646	0.08792010377650814
1619	mg	3104452	325509.07591342	57330.24609914	0.1761248774347198	11431.0101052	0.03511733143883355	45899.23599394	0.14100754599588625
1620	mg	3154150	993983.13003134	173274.14334148	0.17432302229919808	80601.46444222	0.08108936862910204	92672.67889926	0.09323365367009605
1621	mg	3146503	1801686.25703757	266572.35610311	0.14795714573602992	130957.84020768	0.07268626249223212	135614.51589543	0.0752708832437978
1622	mg	3120003	408350.08850835	118869.17791904	0.2910962462460917	29535.39131835	0.07232860271008869	89333.78660069	0.21876764353600303
1623	mg	3136603	900101.19003398	159514.19216413	0.17721806606889182	60760.1372217	0.06750367391404763	98754.05494243	0.10971439215484417
1624	mg	3159209	2240499.52839717	302528.44444489	0.13502722969163744	129494.51363635	0.05779716174677753	173033.93080854	0.0772300679448599
1625	mg	3170529	855363.22977422	149210.54458178	0.17444114896213778	30731.97810198	0.03592857049757908	118478.5664798	0.1385125784645587
1626	mg	3158201	1886650.13713274	361966.0659364	0.1918564861668006	136025.07585799	0.07209872841856933	225940.99007841	0.11975775774823126
1627	mg	3170057	1772389.06996809	336799.54663299	0.1900257411534668	104106.55738315	0.058737982053243154	232692.98924984	0.13128775910022364
1628	mg	3103504	32770447.5328465	5717402.24428312	0.17446823814512907	4650397.02993334	0.14190825515190633	1067005.21434978	0.032559982993222734
1629	mg	3108701	462169.85621398	151355.31787245	0.3274885106361718	54363.04164061	0.1176256757330371	96992.27623184	0.20986283490313473
1630	mg	3136801	391080.60431847	90385.30719785	0.2311168239993979	23657.42984004	0.06049246518187071	66727.87735781	0.1706243588175272
1631	mg	3106408	1222137.23627001	380073.63486256	0.3109909620482174	239423.06432058	0.19590522014639247	140650.57054198	0.11508574190182493
1632	mg	3108107	1067966.13717684	320233.45495375	0.2998535663314987	162722.52244491	0.15236674345786438	157510.93250884	0.14748682287363424
1633	mg	3108800	519688.13612771	155793.54628797	0.2997827648112497	26200.33315441	0.05041549216349907	129593.21313356	0.24936727264775063
1634	mg	3163805	1022816.39364963	228714.94173025	0.2236129017390361	113039.17799751	0.11051756571300327	115675.76373274	0.11309533602603285
1635	mg	3167905	678539.29024496	154006.78141007	0.22696811168366077	81222.52071784	0.11970201561727958	72784.26069223	0.10726609606638121
1636	mg	3159001	596686.88190203	95572.00539717	0.16017111871559792	22661.83945237	0.037979449757856165	72910.1659448	0.12219166895774176
1637	mg	3108602	3567891.3804316	780871.95169773	0.21886090926996485	326137.093286	0.09140891874532008	454734.85841173	0.12745199052464476
1638	mg	3142007	1263035.30622871	278253.61722684	0.2203054941177186	100893.68854047	0.07988192257406318	177359.92868637	0.14042357154365542
1639	mg	3132800	271891.53302843	84889.9340236	0.3122198513431589	27759.7559755	0.10209864083041281	57130.1780481	0.2101212105127461
1640	mg	3106101	515197.13662354	136770.16660583	0.2654715193143036	102743.44676878	0.19942550038638068	34026.71983705	0.06604601892792289
1641	mg	3157104	955691.11017527	137830.74008078	0.14422101305881393	63228.77131228	0.06616025893626246	74601.9687685	0.07806075412255147
1642	mg	3107604	1282699.96967557	93427.96979686	0.07283696266126091	27170.22082034	0.02118205462124716	66257.74897652	0.051654908040013756
1643	mg	3123700	1208130.65664306	252879.54673823	0.20931473375643575	98184.43191584	0.08126971315226579	154695.11482239	0.12804502060416995
1644	mg	3164209	830226.79102034	165285.98311407	0.1990853401766706	67678.28941594	0.08151783361840695	97607.69369813	0.11756750655826363
1645	mg	3172103	966366.36723931	304878.16608926	0.3154892144686574	240062.09690296	0.24841727220780982	64816.0691863	0.06707194226084755
1646	mg	3121803	1215197.70538923	331841.77930509	0.27307637089291614	159754.12554786	0.13146348519205808	172087.65375723	0.14161288570085803
1647	mg	3147956	304091.18553133	93512.74126244	0.30751546151871456	11428.38527484	0.03758209977336733	82084.3559876	0.26993336174534727
1648	mg	3132503	3203232.73664413	586595.40104029	0.18312606334525577	219772.44776239	0.06860957845749129	366822.9532779	0.11451648488776449
1649	mg	3120839	617544.8622373	121368.05520863	0.19653317941780993	38691.42888381	0.0626536325533258	82676.62632482	0.1338795468644841
1650	mg	3170750	820321.92278215	51883.6253324	0.06324788341195967	5748.89479544	0.007008096011797936	46134.73053696	0.05623978740016173
1651	mg	3138351	580631.95151099	103089.21317792	0.1775465730221165	36191.85109841	0.062331828285073235	66897.36207951	0.11521474473704327
1652	mg	3139409	18443821.654063	2144775.0504694	0.11628691117802725	1392465.39289778	0.07549766089779084	752309.65757162	0.04078925028023643
1653	mg	3101201	1446163.97529581	285793.61803317	0.19762186233045356	177164.32403409	0.12250638728422991	108629.29399908	0.07511547504622364
1654	mg	3135803	2723241.01641608	878864.18058615	0.32272728535162076	461714.33997961	0.16954589667103684	417149.84060654	0.15318138868058392
1655	mg	3121100	1272497.12960252	280271.87554047	0.22025344420856677	165450.20318968	0.13002009933127345	114821.67235079	0.09023334487729331
1656	mg	3125952	1284599.55126838	272257.51636126	0.21193960101608322	85185.31973685	0.06631274287208044	187072.19662441	0.14562685814400278
1657	mg	3128253	393863.52468571	118695.64063159	0.3013623582592604	38595.25465873	0.0979914418059599	80100.38597286	0.2033709164533005
1658	mg	3154101	2050535.78724502	666636.92308703	0.32510377396664913	512402.61579833	0.24988718508871488	154234.3072887	0.07521658887793428
1659	mg	3127305	1045931.58539084	200176.03903153	0.19138540400491771	72063.69565431	0.06889905292168942	128112.34337722	0.12248635108322829
1660	mg	3130556	761926.56228019	113814.36234697	0.1493770764551926	15615.00634691	0.02049410943251478	98199.35600006	0.12888296702267782
1661	mg	3167707	640743.28824907	200826.85783866	0.3134279539430688	71399.86921484	0.11143287885223295	129426.98862382	0.20199507509083586
1662	mg	3103207	341371.29594533	88548.22316656	0.25938977359344484	62147.0864425	0.18205129482372398	26401.13672406	0.07733847876972086
1663	mg	3145505	365957.22038304	60153.88362228	0.16437408601835524	21338.95477385	0.05830997063404009	38814.92884843	0.10606411538431514
1664	mg	3163300	478922.71570742	88897.01846818	0.18561871373519964	30714.55846915	0.06413259898057104	58182.45999903	0.1214861147546286
1665	mg	3128105	2589926.41746664	278837.80264052	0.10766244197519237	119666.17517201	0.046204469117335986	159171.62746851	0.06145797285785639
1666	mg	3161502	1366452.76952168	438010.29102219	0.3205455035050449	300497.97224494	0.21991098334860695	137512.31877725	0.10063452015643798
1667	mg	3162955	3157949.66522662	470933.35356348	0.149126301393941	339209.18192982	0.10741437258008915	131724.17163366	0.041711928813851835
1668	mg	3164506	953882.68036485	263308.39754456	0.27603855585662523	80667.14287006	0.08456715330988678	182641.2546745	0.19147140254673842
1669	mg	3122900	944718.34379082	175102.18576869	0.18534856120827184	82654.85547978	0.08749153228899458	92447.33028891	0.09785702891927728
1670	mg	3103306	298945.57930403	78250.94604871	0.26175649170288673	34742.0332569	0.1162152433823652	43508.91279181	0.14554124832052157
1671	mg	3129004	1315959.00654545	343298.096835	0.2608729414271031	128204.71964412	0.09742303446113625	215093.37719088	0.16344990696596687
1672	mg	3162807	1824632.85471265	449718.18617574	0.24647050775952584	203857.99042497	0.11172548488231311	245860.19575077	0.13474502287721274
1673	mg	3126703	2426011.98099148	512782.02357564	0.21136829809310034	207823.65144245	0.08566472592502002	304958.37213319	0.1257035721680803
1674	mg	3116704	1129158.91056997	332286.22316415	0.29427764334465606	231841.34585945	0.20532215943141477	100444.8773047	0.08895548391324126
1675	mg	3153400	3150404.86098692	436086.9962499	0.13842252519674186	162394.30684973	0.05154712299385454	273692.68940017	0.08687540220288732
1676	mg	3136579	316071.24118764	103623.72472799	0.32784926695204253	7442.1933306	0.023545936361169414	96181.53139739	0.3043033305908731
1677	mg	3100401	531278.64098695	121973.40931813	0.22958462830642212	49062.04026099	0.09234709712750362	72911.36905714	0.1372375311789185
1678	mg	3110806	472106.36824686	109317.2890677	0.23155224419794102	67184.40119516	0.14230776306755918	42132.88787254	0.08924448113038184
1679	mg	3147204	5188801.15189975	751523.97737655	0.14483576367180656	505345.00595535	0.09739147659769742	246178.9714212	0.04744428707410915
1680	mg	3125606	630164.38671858	170983.14346828	0.27133101627438994	58731.47421175	0.09320024338026961	112251.66925653	0.17813077289412033
1681	mg	3163003	339758.36969831	44977.22345603	0.13238003083181654	7550.85079208	0.022224178903333017	37426.37266395	0.11015585192848354
1682	mg	3165008	1672337.29412103	381376.15786579	0.22804978350150287	221483.22906146	0.13243932897990546	159892.92880433	0.0956104545215974
1683	mg	3165800	640534.5664275	82586.03076969	0.12893298051079907	37459.40702739	0.05848147623993983	45126.6237423	0.07045150427085926
1684	mg	3113701	3604853.31207119	508444.67744293	0.14104448459535238	227686.56880109	0.06316111893892051	280758.10864184	0.07788336565643186
1685	mg	3119609	591381.23433293	150118.46568794	0.25384381000400125	113051.4044112	0.1911650181776912	37067.06127674	0.06267879182631006
1686	mg	3130002	430244.75078957	89547.12847352	0.20813067052924242	43879.87296576	0.1019881657713039	45667.25550776	0.1061425047579385
1687	mg	3150505	1927850.82236872	213386.16706313	0.11068603679663645	118186.02629497	0.06130454956559174	95200.14076816	0.04938148723104471
1688	mg	3125309	694042.7383783	163998.23123109	0.2362941389089211	103728.45614695	0.14945543035191447	60269.77508414	0.08683870855700664
1689	mg	3124906	2033580.4724185	469054.59540141	0.2306545532685864	298323.09406316	0.14669844548043373	170731.50133825	0.08395610778815266
1690	mg	3167400	1566592.68414886	226811.39224935	0.1447800660275508	133699.14487366	0.08534390989212337	93112.24737569	0.05943615613542744
1691	mg	3111101	5071462.77171781	573296.78511436	0.11304367416664926	313794.71860871	0.06187459767202849	259502.06650565	0.05116907649462075
1692	mg	3135050	3021734.28821451	294034.30189926	0.09730647166630914	42617.86631206	0.014103776919856894	251416.4355872	0.08320269474645224
1693	mg	3125705	1942464.97348547	357601.73484496	0.1840968767654512	185927.69667703	0.0957173999093584	171674.03816793	0.08837947685609279
1694	mg	3143302	75135963.2971114	11352341.6167917	0.15109065111604336	8611880.09571551	0.11461728469044054	2740461.52107622	0.03647336642560323
1695	mg	3109253	343670.01958055	142187.12935638	0.4137315484484788	52766.09226535	0.15353708283821535	89421.03709103	0.2601944656102635
1696	mg	3119807	817349.61056974	143600.57752257	0.17569051929011392	82670.56423696	0.10114467929988225	60930.01328561	0.07454583999023168
1697	mg	3138500	987754.52822525	291871.99446209	0.2954904139862681	202542.3667887	0.20505334169676592	89329.62767339	0.09043707228950212
1698	mg	3167509	493098.32826645	150276.97200313	0.30476066007250086	117982.99872809	0.2392687055802324	32293.97327504	0.06549195449226847
1699	mg	3104403	556265.41624884	135597.42335055	0.2437638929001687	92176.77082661	0.16570645618812943	43420.65252394	0.07805743671203924
1700	mg	3172202	589031.91306406	147564.62556964	0.25052059539869387	107372.39122999	0.18228620359710923	40192.23433965	0.06823439180158461
1701	mg	3164431	377671.28168367	56899.35686815	0.15065841547308267	15146.00021141	0.04010365877937203	41753.35665674	0.11055475669371065
1702	mg	3140803	2761932.27039483	705299.06319099	0.25536435876835045	557463.41591938	0.20183819201319092	147835.64727161	0.053526166755159525
1703	mg	3156205	304452.73346165	91222.13860286	0.2996266039908973	62829.93951389	0.20637009495532843	28392.19908897	0.09325650903556887
1704	mg	3144201	307888.64583515	77610.46499003	0.25207316359299675	19022.46443518	0.06178358537250194	58588.00055485	0.19028957822049483
1705	mg	3117504	2143384.86382766	575578.75827181	0.2685372879063541	232924.237922	0.10867121525998066	342654.52034981	0.15986607264637345
1706	mg	3111200	11979159.6701654	1961737.47851366	0.16376252863541418	1213644.38636122	0.10131298185997573	748093.09215244	0.06244954677543846
1707	mg	3125101	5441666.76301614	874226.04399687	0.1606540940614884	660935.330856	0.12145825160555493	213290.71314087	0.03919584245593346
1708	mg	3153608	1295602.44086219	336312.65087008	0.25958013065047375	268727.31468376	0.20741494937669994	67585.33618632	0.05216518127377384
1709	mg	3166501	612959.14664274	77457.5142782	0.12636652002412438	22670.47193471	0.036985290225097764	54787.04234349	0.08938122979902662
1710	mg	3147808	387165.50591482	104201.4650997	0.26913933061646583	70271.98717014	0.18150373960639066	33929.47792956	0.08763559101007516
1711	mg	3168705	21216959.8089462	4990321.3521301	0.2352043552453691	4413168.66552882	0.20800193360728303	577152.68660128	0.027202421638086043
1712	mg	3104601	2592848.82494327	539373.14366442	0.20802336737708615	355390.87927994	0.13706579259888618	183982.26438448	0.07095757477819996
1713	mg	3160306	905918.03599928	192629.21004218	0.2126342587160204	23719.07347441	0.026182361463028485	168910.13656777	0.18645189725299194
1714	mg	3118700	1860899.80217727	267872.71222151	0.14394795029162583	145252.27287217	0.07805485964490054	122620.43934934	0.06589309064672529
1715	mg	3160009	491741.23416192	115368.11099866	0.23461142361852805	49684.52205852	0.10103794151653335	65683.58894014	0.1335734821019947
1716	mg	3169208	2183771.59815455	671155.97659795	0.3073379913747055	456214.95707917	0.20891148024120548	214941.01951878	0.09842651113350004
1717	mg	3115474	331366.24452043	92453.84944759	0.27900804917952304	15196.35616523	0.04585969879709062	77257.49328236	0.23314835038243245
1718	mg	3135605	955737.39905265	174034.12261697	0.1820940802248367	49933.61829212	0.05224616965038243	124100.50432485	0.12984791057445427
1719	mg	3157252	956968.76862894	142876.3861094	0.14930099162389657	11811.90478591	0.012343041040757317	131064.48132349	0.13695795058313928
1720	mg	3131307	65692253.455293	12856339.3365829	0.19570556131602804	11387332.454261	0.17334361138959364	1469006.88232194	0.02236194992643502
1721	mg	3163706	14781995.824184	2812472.27460162	0.19026336551930903	2467984.32425426	0.16695880269540653	344487.95034736	0.023304562823902468
1722	mg	3101631	729689.49679377	141527.88301183	0.19395631105243882	66777.60775607	0.09151510066883033	74750.27525576	0.10244121038360848
1723	mg	3146305	1614156.57347067	409298.19404481	0.2535678389394157	168996.09004805	0.10469621895767149	240302.10399676	0.14887161998174422
1724	mg	3143005	2798460.22803963	410257.52725127	0.146601164147565	198242.53521732	0.07083986158923986	212014.99203395	0.07576130255832514
1725	mg	3162450	590009.41342404	121464.68874856	0.20586906917917816	5642.37765618	0.009563199379201805	115822.31109238	0.19630586979997633
1726	mg	3169307	18400053.4964063	3474547.09315128	0.18883353213238704	2998421.75392081	0.1629572302334028	476125.33923047	0.025876301898984242
1727	mg	3117108	2877986.86783498	261556.95586195	0.09088191429403955	110986.92796647	0.03856408422390128	150570.02789548	0.05231783007013827
1728	mg	3137304	378346.44648825	76882.68720206	0.2032071079712062	2225.19587474	0.005881371149098677	74657.49132732	0.19732573682210752
1729	mg	3120201	2322488.83320867	327689.76720748	0.14109422724532766	160398.01689836	0.06906298734567419	167291.75030912	0.07203123989965347
1730	mg	3120870	451136.17798204	88660.85522794	0.19652792118008688	12950.4458277	0.028706289718612558	75710.40940024	0.1678216314614743
1731	mg	3166303	1354724.64563788	153137.69653368	0.11303972141259319	56276.05094717	0.041540582529722925	96861.64558651	0.07149913888287027
1732	mg	3134202	27258469.9439872	3492926.54943611	0.12814096156584154	2215176.97727664	0.081265638967578	1277749.57215947	0.04687532259826352
1733	mg	3126000	1191822.83528124	283151.41476293	0.2375784440278101	237165.52865011	0.19899394576891535	45985.88611282	0.03858449825889474
1734	mg	3168408	1870112.01709099	512219.96157437	0.27389801086415244	184362.84027447	0.09858384876925791	327857.1212999	0.17531416209489453
1735	mg	3157807	35561045.6387985	5229918.00017364	0.14706873507868942	3871468.06695842	0.10886822919330855	1358449.93321522	0.038200505885380875
1736	mg	3149705	1684747.24281766	315107.42239496	0.18703542845273202	240419.01772965	0.14270331573747558	74688.40466531	0.04433211271525642
1737	mg	3120805	2626070.00406041	371797.5707079	0.1415794590902106	175332.31092189	0.06676604608818214	196465.25978601	0.07481341300202846
1738	mg	3140001	10062786.186349	1945164.85024191	0.193302810396656	1456503.97879819	0.14474162044445082	488660.87144372	0.04856118995220517
1739	mg	3127503	441757.03380146	158307.26925177	0.3583582311966501	45326.9410643	0.10260604267972201	112980.32818747	0.25575218851692816
1740	mg	3162104	14872982.0465729	555403.3301545	0.03734310499503888	247826.32165849	0.016662853547624316	307577.00849601	0.02068025144741456
1741	mg	3115805	3375658.95978769	269647.57481823	0.0798799813696788	133469.74939042	0.03953887255210595	136177.82542781	0.04034110881757286
1742	mg	3137403	1811822.10002018	307034.89383032	0.16946194321556196	143996.21314123	0.07947591164696918	163038.68068909	0.08998603156859278
1743	mg	3138104	710283.79612376	165560.53156221	0.23309067793144853	82714.34925498	0.11645253588266827	82846.18230723	0.11663814204878026
1744	mg	3136959	467160.25083685	100739.08925488	0.2156413973030036	9607.60779152	0.020565978749924378	91131.48146336	0.19507541855307925
1745	mg	3121407	761426.65302168	250582.42716864	0.32909594926079533	76274.56251684	0.10017322379529082	174307.8646518	0.2289227254655045
1746	mg	3169802	862631.63225989	67814.57468606	0.07861359605884372	13421.23564378	0.015558478430265248	54393.33904228	0.06305511762857846
1747	mg	3146909	2940855.0873599	235833.39216644	0.08019211595296767	108916.23140763	0.037035565565866624	126917.16075881	0.043156550387101054
1748	mg	3140530	1008025.78772238	154296.21753403	0.1530677284384362	79199.60496372	0.0785690266343983	75096.61257031	0.0744987018040379
1749	mg	3113107	379520.12246791	93862.61185385	0.24731919678853517	37693.59829876	0.09931910343422476	56169.01355509	0.1480000933543104
1750	mg	3114501	3025700.2705409	446352.26532622	0.1475203177499225	210278.76119578	0.06949755177111075	236073.50413044	0.07802276597881173
1751	mg	3142601	1910676.97362315	237337.45381885	0.12421642019833172	145684.95987354	0.07624782309344667	91652.49394531	0.04796859710488507
1752	mg	3138625	1157054.82428347	77485.29915687	0.06696769896349065	13643.45352552	0.011791535923087302	63841.84563135	0.05517616304040336
1753	mg	3139706	954149.72864123	151782.44614655	0.15907612986768635	79982.06579618	0.0838254871277693	71800.38035037	0.07525064273991705
1754	mg	3105004	1301133.05106472	333140.02119898	0.2560383974001512	176087.3134564	0.1353338256316734	157052.70774258	0.12070457176847782
1755	mg	3108206	1020028.02837196	127824.95164736	0.12531513653735382	26419.85993189	0.025901111731270802	101405.09171547	0.09941402480608302
1756	mg	3137007	1143982.22703474	327092.65305929	0.2859245933454148	92215.4480018	0.08060916142100139	234877.20505749	0.20531543192441343
1757	mg	3139201	2402312.42631664	420298.66890931	0.17495587347634692	144310.63003447	0.060071549584304135	275988.03887484	0.11488432389204278
1758	mg	3126505	923126.29640907	254205.29926277	0.27537434503991487	78499.67005732	0.08503676080150795	175705.62920545	0.19033758423840696
1759	mg	3144607	5483339.34864291	838098.84553328	0.15284460658826524	510668.40263721	0.0931309135123284	327430.44289607	0.05971369307593682
1760	mg	3171907	566219.61134377	183873.24155107	0.32473838395441	65872.88650729	0.11633805185757944	118000.35504378	0.20840033209683054
1761	mg	3136553	338766.17185105	87948.65365324	0.2596146279089212	10206.18004466	0.0301275065007007	77742.47360858	0.2294871214082205
1762	mg	3138807	6395309.71815322	517111.70326106	0.08085796091989535	306073.32797644	0.04785903130033633	211038.37528462	0.03299892961955903
1763	mg	3139508	4185363.2394585	643049.33096087	0.15364241863128406	398762.49535145	0.09527548089303753	244286.83560942	0.05836693773824651
1764	mg	3145406	367653.95196359	67750.46223034	0.1842778021791795	36524.61074223	0.09934507856411443	31225.85148811	0.08493272361506508
1765	mg	3155306	708020.83870291	137583.36448134	0.194321066500517	56339.83787121	0.07957370008264764	81243.52661013	0.11474736641786935
1766	mg	3140159	1770153.05214323	220690.88211011	0.12467333366620832	116981.84462743	0.06608572320104925	103709.03748268	0.05858761046515908
1767	mg	3159704	632692.80026052	72887.90560591	0.1152026790503976	31876.34515581	0.050382026068076756	41011.5604501	0.06482065298232084
1768	mg	3147006	16833116.3732895	1633346.77348232	0.09703175200963302	988536.10233785	0.05872567386906694	644810.67114447	0.03830607814056609
1769	mg	3102209	552466.91125395	114096.85476341	0.20652251282242604	15412.66958174	0.02789790531845142	98684.18518167	0.17862460750397463
1770	mg	3120300	376933.98167546	103746.34250345	0.2752374355909772	25979.02134632	0.06892194020513631	77767.32115713	0.2063154953858409
1771	mg	3121258	1021770.83518499	103641.08832807	0.10143281131067511	56035.51010994	0.05484156347034006	47605.57821813	0.04659124784033505
1772	mg	3168101	736332.01127039	67007.25188781	0.09100141086111782	24824.10792252	0.03371319940265953	42183.14396529	0.0572882114584583
1773	mg	3169356	5088380.92766976	620710.4854614	0.12198585253043473	383993.55512459	0.07546478154504857	236716.93033681	0.046521070985386166
1774	mg	3137106	1401372.38187893	217113.51414835	0.15492920864991563	74837.94177565	0.05340332287361686	142275.5723727	0.10152588577629879
1775	mg	3170651	358410.64897572	86887.95862477	0.24242571718525055	27507.55169554	0.07674870089421774	59380.40692923	0.1656770162910328
1776	mg	3161007	3014637.87219605	647892.17181381	0.21491542244237946	321843.14378402	0.1067601341946817	326049.02802979	0.10815528824769774
1777	mg	3110202	596620.31709697	145393.84129951	0.24369575948564087	94224.20052206	0.15792992263578165	51169.64077745	0.08576583684985921
1778	mg	3150901	802187.09048241	145354.08299327	0.1811972353056176	64079.4702098	0.07988095416901389	81274.61278347	0.1013162811366037
1779	mg	3152204	3840038.72831013	705126.81188884	0.18362492198070676	136076.0488666	0.035436113668177095	569050.76302224	0.14818880831252965
1780	mg	3133501	4800656.51050648	1003071.16120521	0.2089445806026609	635872.34747264	0.13245528941322945	367198.81373257	0.07648929118943144
1781	mg	3140555	798663.14877271	128888.86663037	0.1613807608732555	19012.07077492	0.023804867927280076	109876.79585545	0.13757589294597541
1782	mg	3159506	837823.05430904	121656.27563567	0.1452052136903788	35793.64716948	0.0427222036746164	85862.62846619	0.10248301001576242
1783	mg	3111903	1089215.75333109	187389.8406601	0.1720410672422022	93688.31460863	0.08601446896274503	93701.52605147	0.08602659827945718
1784	mg	3129806	19894622.510044	2750836.12024373	0.13827033505435665	1797789.1139147	0.09036558059883107	953047.00632903	0.04790475445552559
1785	mg	3149309	14498562.9553024	2535309.43738711	0.17486625710446008	2039957.48578598	0.1407006675127019	495351.95160113	0.03416558959175815
1786	mg	3171105	766290.64167669	100930.22966473	0.13171272644526702	62660.25818248	0.08177087749026347	38269.97148225	0.04994184895500355
1787	mg	3136405	541466.34512937	138390.84549793	0.25558531336765705	77047.55467042	0.14229426327874797	61343.29082751	0.1132910500889091
1788	mg	3114600	702811.78029725	135075.49166871	0.1921929817561974	82294.08175016	0.117092632845958	52781.40991855	0.07510034891023941
1789	mg	3145059	891229.12476723	94813.91075407	0.10638556137719733	13224.72575946	0.014838749533588252	81589.18499461	0.09154681184360906
1790	mg	3101003	1129533.17616115	192808.98887929	0.17069794225484708	33060.84548046	0.029269477141717192	159748.14339883	0.1414284651131299
1791	mg	3148400	489903.21726168	127227.63112771	0.2596995215480527	26518.44516466	0.05412996736964736	100709.18596305	0.2055695541784053
1792	mg	3138708	1483744.49380917	170212.60814506	0.11471827451105046	99214.33011416	0.06686753044619576	70998.2780309	0.047850744064854706
1793	mg	3162609	1103171.19657416	275494.48155379	0.24972958178143484	106700.51949704	0.09672163289650133	168793.96205675	0.15300794888493352
1794	mg	3130804	678881.71004393	61213.21948223	0.09016772521131691	24024.95323984	0.0353890123778491	37188.26624239	0.0547787128334678
1795	mg	3138906	656106.85752503	157388.11383893	0.23988183027476703	41754.43046702	0.06363968001268314	115633.68337191	0.17624215026208387
1796	mg	3107406	12226339.3546137	2402324.51087371	0.19648763552168005	1960300.07131074	0.1603341780768588	442024.43956297	0.03615345744482127
1797	mg	3170578	718420.1177931	215240.1024191	0.2996019976170652	71712.64298777	0.09981992598991046	143527.45943133	0.1997820716271547
