Cod2000,Cod2010,Gini_RD,Gini_RP,RendaMedia
1501303,['1501303'],0.5605897365181269,0.5542335275551558,416.33
1501402,['1501402'],0.6131347479172191,0.6057731063399179,807.82
1501451,['1501451'],0.5502207113475861,0.4878198707193949,233.93
1501501,['1501501'],0.4895768447110854,0.4596350572673704,373.34
1501576,['1501576'],0.5343690591792805,0.4686931230667938,323.35
1501600,['1501600'],0.49305374372532285,0.4507295295654188,215.85
1501709,['1501709'],0.5551513014186853,0.5476355976923861,308.15
1501725,['1501725'],0.653903638033878,0.6127209988699478,397.66
1501758,['1501758'],0.5589593681310463,0.5337663674012627,296.46
1501782,['1501782'],0.49724911292264895,0.4626891870156846,245.2
1501808,['1501808'],0.5379750067885523,0.495323799434939,204.97
1501907,['1501907'],0.504574064705307,0.4748649003931701,167.99
1501956,['1501956'],0.5373771896984716,0.4488479063959503,129.6
1502004,['1502004'],0.5818222130962809,0.4946282389533836,200.0
1502103,['1502103'],0.5623146052453576,0.5257892588720467,224.66
1502152,['1502152'],0.5302504734926117,0.5221585468348596,490.53
1502202,['1502202'],0.5152008539835929,0.5244622948572972,349.68
1502301,['1502301'],0.5638269674426417,0.5470051175374233,247.74
1502400,['1502400'],0.543758942513419,0.5214761448477266,447.22
1502509,['1502509'],0.6582021401385683,0.5571296976141819,198.02
1502608,['1502608'],0.5284872090186583,0.49313167973141936,223.29
1502707,['1502707'],0.5271331467314775,0.5029348180941017,386.01
1502756,['1502756'],0.5008330910525379,0.4783187011264054,255.08
1502764,['1502764'],0.6150316127566466,0.47783874913622293,371.75
1502772,['1502772'],0.54534866620366,0.4919439909715463,314.12
1502806,['1502806'],0.5396559710213886,0.5031116723943021,186.73
1502855,['1502855'],0.5624620906045101,0.5056620984289049,175.87
1502905,['1502905'],0.5428520120397036,0.4913277098558462,218.41
1502939,['1502939'],0.5303312347463532,0.4920511297580962,340.44
1502954,['1502954'],0.5734778050412332,0.5210940878915324,270.24
1503002,['1503002'],0.521553267042508,0.47797994862393656,176.37
1503044,['1503044'],0.6054960488458163,0.5618857297445494,274.95
1503077,['1503077'],0.526066744627093,0.5341929047509002,228.78
1503093,['1503093'],0.5364188357686219,0.48413477358625945,292.5
1503101,['1503101'],0.5486966582827044,0.4671667379790122,188.67
1503200,['1503200'],0.5520884912742383,0.5160092379475167,281.19
1503309,['1503309'],0.5214272663536265,0.4700346747317923,192.77
1503408,['1503408'],0.49508146324341684,0.45946456246210143,243.73
1503457,['1503457'],0.5695594592123613,0.4336046145604181,174.68
1503507,['1503507'],0.5476886427929558,0.5259635275133666,222.36
1503606,['1503606'],0.572948926091029,0.5571209494391323,429.13
1503705,['1503705'],0.6067596466617227,0.5185496981774558,220.12
1503754,['1503754'],0.6259836911150285,0.5107325963175658,305.26
1503804,['1503804'],0.6122953722429068,0.5698171923764361,378.35
1503903,['1503903'],0.5690091653129107,0.5229396280971178,233.92
1504000,['1504000'],0.5634860742835167,0.5187505173563736,171.41
1504059,['1504059'],0.5733223331456849,0.5647341778820448,363.01
1504109,['1504109'],0.508117355472538,0.48968558329492906,203.58
1504208,['1504208'],0.5784278926452394,0.5458782843031613,502.72
1504307,['1504307'],0.5747544098715265,0.5290051966438852,217.14
1504406,['1504406'],0.5080058634695968,0.4869049958436854,269.76
1504422,['1504422'],0.4724731041327954,0.41288431915909685,364.65
1504455,['1504455'],0.5882799807671689,0.5573609424961832,339.53
1504505,['1504505'],0.5321999490852547,0.4746673888388703,134.82
1504604,['1504604'],0.5629110235627914,0.523060386849681,220.1
1504703,['1504703'],0.6093156911327352,0.5787842021630434,286.64
1504802,['1504802'],0.565791178014752,0.5121726536368902,224.59
1504901,['1504901'],0.5473693310097283,0.520050883557573,226.66
1504950,['1504950'],0.612334598320325,0.5239211117127522,157.35
1504976,['1504976'],0.5671324616388105,0.5381926541303692,309.32
1505007,['1505007'],0.5131109814558179,0.48441867702610986,271.04
1505031,['1505031'],0.5485197067622651,0.5337779403807255,639.47
1505064,['1505064'],0.5676456604420832,0.50261934594784,251.16
1505106,['1505106'],0.5484914537559672,0.5503848218862317,252.8
1505205,['1505205'],0.5412142985507239,0.500793416100298,174.99
1505304,['1505304'],0.6116058310346256,0.5915214917462497,327.13
1505403,['1505403'],0.6185714331707248,0.576297259426138,278.17
1505437,['1505437'],0.5627120756814197,0.5040498779959544,417.06
1505486,['1505486'],0.6398492195986231,0.5483752818641989,225.6
1505494,['1505494'],0.5541866771371238,0.49704391784627744,275.33
1505502,['1505502'],0.5973624749181428,0.5805298409492042,489.04
1505536,['1505536'],0.5265845674136111,0.5149187966793831,600.59
1505551,['1505551'],0.49370654131685043,0.46790101295129183,273.0
1505601,['1505601'],0.5269378812269966,0.47843381629164183,224.41
1505635,['1505635'],0.5053611222934141,0.45726136832227815,258.28
1505650,['1505650'],0.5743029554187628,0.504820725725581,227.39
1505700,['1505700'],0.5778450752985205,0.549839164038206,246.46
1505809,['1505809'],0.6067471167681596,0.5380969663808509,189.49
1505908,['1505908'],0.572752442027112,0.5125760176256433,185.39
1506005,['1506005'],0.6649282218354498,0.5848848381700547,180.77
1506104,['1506104'],0.6217990404310969,0.5839616799792171,276.05
1506112,['1506112'],0.5690890682649716,0.5514998104285053,242.95
1506138,['1506138'],0.5463313369937861,0.5312703216538486,505.33
1506161,['1506161'],0.5193886553842234,0.5042548273812595,454.1
1506187,['1506187'],0.5387580735275372,0.5039798333334486,318.68
1506195,['1506195'],0.54473620125212,0.4683734295457518,233.2
1506203,['1506203'],0.5291344921647831,0.5186226603675461,383.32
1506302,['1506302'],0.5497345777545511,0.5083974427671951,279.06
1506351,['1506351'],0.5166514217953457,0.4603414332434629,276.61
1506401,['1506401'],0.5229874446888403,0.4150222376227529,151.79
1506500,['1506500'],0.5867791261323766,0.5011097075868348,360.2
1506559,['1506559'],0.5479490274979864,0.4905280425638898,214.2
1506583,['1506583'],0.5555448127558591,0.45576851294398313,250.06
1506609,['1506609'],0.5198609074208471,0.5202508261058878,318.41
1506708,['1506708'],0.5151405719368018,0.4165525171623059,302.96
1506807,['1506807'],0.5592647363743882,0.5469497509377983,396.6
1506906,['1506906'],0.5480853252517273,0.4432519761003435,196.34
1507003,['1507003'],0.5272734679307565,0.4976901922386311,317.24
1507102,['1507102'],0.47097458184653174,0.44482290266189883,243.9
1507151,['1507151'],0.5720781203859869,0.5685405159849466,385.03
1507201,['1507201'],0.56726398351167,0.5194884699409759,185.57
1507300,['1507300'],0.6403356483880178,0.5215125825816546,376.6
1507409,['1507409'],0.4526083392316359,0.4357051414152806,272.78
1507458,['1507458'],0.5196957526828352,0.47422129670674307,316.21
1507466,['1507466'],0.5158264693595517,0.45233391877929796,197.03
1507474,['1507474'],0.5462226244230554,0.5073863671423807,209.86
1507508,['1507508'],0.532213500995645,0.48998104501117146,213.69
1507607,['1507607'],0.5182900332201441,0.5121316116701663,295.93
1507706,['1507706'],0.5311933636752852,0.5126671130114884,201.95
1507755,['1507755'],0.5352076364531024,0.4836351839215337,419.85
1507805,['1507805'],0.5319451176409123,0.4858317628847938,209.06
1507904,['1507904'],0.5080357354743908,0.501522054711734,296.59
1507953,['1507953'],0.5477742996456727,0.48852601232232673,278.89
1507961,['1507961'],0.5431883801888939,0.49483917817025014,237.46
1507979,['1507979'],0.5889526031739216,0.5921983955798538,332.79
1508001,['1508001'],0.5187727315182122,0.4965943602759675,321.05
1508035,['1508035'],0.5633001042919721,0.5045043094369284,186.17
1508050,['1508050'],0.5497526269342101,0.5016810066410174,312.99
1508084,['1508084'],0.5294095895495051,0.5225990269606595,500.71
1508100,['1508100'],0.5561190337919819,0.56348124104671,524.95
1508126,['1508126'],0.7282042353377484,0.7028836283881763,540.72
1508159,['1508159'],0.5703277461728505,0.5267270651895994,336.92
1508209,['1508209'],0.515146960231355,0.48682156981989566,315.44
1508308,['1508308'],0.5843956550897336,0.5280285611528788,157.92
1508357,['1508357'],0.590945961378174,0.5593758920970535,317.85
1508407,['1508407'],0.5654001964338431,0.537807326716365,494.33
1600055,['1600055'],0.5934064132152761,0.5475143967404219,475.06
1600105,['1600105'],0.5844098767455073,0.5733230958401441,352.75
1600154,['1600154'],0.6012261355160745,0.5447098647284275,386.98
1600204,['1600204'],0.6326889999904156,0.5965530717870422,394.9
1600212,['1600212'],0.5695580199376746,0.5448002010695785,283.7
1600238,['1600238'],0.5546825461235589,0.5442710101978377,411.6
1600253,['1600253'],0.5918525482677723,0.5146424732666067,201.65
1600279,['1600279'],0.5461459967118273,0.5498389238931277,425.3
1600303,['1600303'],0.5825576912361503,0.577887560293026,686.46
1600402,['1600402'],0.6294946266240171,0.5940552438802569,346.79
1600501,['1600501'],0.647771057358111,0.6067835177062766,555.92
1600535,['1600535'],0.5395018553315192,0.5056081708964798,347.3
1600550,['1600550'],0.6094270569093059,0.5368253032089865,224.15
1600600,['1600600'],0.5494581368546523,0.5378984185224734,446.5
1600709,['1600709'],0.6237135578358168,0.5424968471247575,240.81
1600808,['1600808'],0.5715541544500915,0.5517530292220294,293.8
1700251,['1700251'],0.6792231072322807,0.6786965823852913,614.74
1700301,['1700301'],0.45893167719665806,0.46547662517262967,363.15
1700350,['1700350'],0.468920669736852,0.43736070281959594,350.46
1700400,['1700400'],0.5570895375881888,0.5274048757932855,351.12
1700707,['1700707'],0.4762442804553071,0.48425746570790995,532.04
1701002,['1701002'],0.473742634719424,0.5066784022805468,376.47
1701051,['1701051'],0.47096132594904083,0.4578855721648456,287.21
1701101,['1701101'],0.4682074112597546,0.42627671717386395,313.97
1701309,['1701309'],0.5126597159019375,0.4961020748082071,354.78
1701903,['1701903'],0.551839440943521,0.493625240175533,302.47
1702000,['1702000'],0.504167163595341,0.45530893412355977,413.64
1702109,['1702109'],0.573233463600982,0.5685628346109285,711.6
1702158,['1702158'],0.48775940450898414,0.5154131830626334,362.24
1702208,['1702208'],0.548539430155055,0.512657400933509,331.47
1702307,['1702307'],0.4932869710007175,0.5009177037049091,429.61
1702406,['1702406'],0.5989412478722722,0.5440402368299941,402.95
1702554,['1702554'],0.5192678291712056,0.5152561726546647,356.69
1702703,['1702703'],0.6864147272821768,0.6697710188545498,518.17
1702901,['1702901'],0.4714381900370268,0.47965208530989134,321.44
1703008,['1703008'],0.47969028953870485,0.4447939900277522,306.15
1703057,['1703057'],0.5267915316895027,0.39615926348744,260.56
1703073,['1703073'],0.49539361269698834,0.460429776230072,252.44
1703107,['1703107'],0.4785727797611744,0.41912068357356214,312.46
1703206,['1703206'],0.4171567903603115,0.41832001041245337,338.09
1703305,['1703305'],0.4964548848042559,0.4819527384668273,373.55
1703602,['1703602'],0.5419132790195522,0.552314981718405,422.71
1703701,['1703701'],0.5320815892957587,0.5248128871754628,411.27
1703800,['1703800'],0.5453805081471279,0.5253072344544037,279.0
1703826,['1703826'],0.4552889533764465,0.4044885450442187,240.21
1703842,['1703842'],0.6510055614613232,0.55928888715065,255.44
1703867,['1703867'],0.5941836827394891,0.45374929349386117,380.99
1703883,['1703883'],0.4837596150731931,0.47258611412518514,371.25
1703891,['1703891'],0.502999124932472,0.4974049121931504,232.97
1703909,['1703909'],0.603501666529766,0.587776164128441,443.72
1704105,['1704105'],0.6248186286167723,0.5766860713774058,275.45
1704600,['1704600'],0.5093275497690022,0.4537500637866715,363.6
1705102,['1705102'],0.6101304917913168,0.5070711677370581,305.66
1705508,['1705508'],0.5805351378556954,0.5656014215476892,559.33
1705557,['1705557'],0.488427033684144,0.5167075592157495,432.34
1705607,['1705607'],0.5161688044542561,0.4868917724841747,302.33
1706001,['1706001'],0.5247223780506032,0.5132932623946764,281.75
1706100,['1706100'],0.561600348835362,0.5253610997996361,481.81
1706258,['1706258'],0.4571582439583852,0.4463348002861597,332.71
1706506,['1706506'],0.5274569312566288,0.5011121525451907,322.33
1707009,['1707009'],0.5408303330998533,0.5325481727516139,519.25
1707108,['1707108'],0.648849736624573,0.6068867541075104,505.18
1707207,['1707207'],0.5645554917461857,0.4523924755116965,234.77
1707306,['1707306'],0.5363082439791964,0.5178074880100506,450.31
1707405,['1707405'],0.5182171270161724,0.4349799697837582,171.61
1707553,['1707553'],0.540799012615332,0.5401008010325781,447.7
1707652,['1707652'],0.5381977681236347,0.526619579016691,496.75
1707702,['1707702'],0.5168077480813202,0.46353467805980964,285.99
1708205,['1708205'],0.5115139371759131,0.4835516843237039,416.04
1708254,['1708254'],0.4483860006400402,0.41064573103830015,360.19
1708304,['1708304'],0.5175079028617813,0.4940034421338013,323.22
1709005,['1709005'],0.5786806840213191,0.49138713562043534,226.84
1709302,['1709302'],0.5999566024356742,0.602117459605464,712.24
1709500,['1709500'],0.5407499240301218,0.5489161679666061,752.34
1709807,['1709807'],0.38945469319879533,0.38570608231351056,284.24
1710508,['1710508'],0.5441043227350563,0.5052444932957286,298.34
1710706,['1710706'],0.5263480909318499,0.476991072919412,263.3
1710904,['1710904'],0.4994860261466474,0.5223731406433687,350.3
1711100,['1711100'],0.43338792140083104,0.4517400881836048,357.04
1711506,['1711506'],0.6311393516648833,0.5947350644776326,514.4
1711803,['1711803'],0.5227361594468506,0.47214014200359566,250.64
1711902,['1711902'],0.4947781867195198,0.44517750745492934,394.02
1711951,['1711951'],0.5575052377869087,0.5037133268002412,231.33
1712009,['1712009'],0.5832315393949856,0.5601030089953272,497.19
1712157,['1712157'],0.5211945162183169,0.48632566542803457,326.26
1712405,['1712405'],0.7360749877291987,0.6431295331364391,280.48
1712454,['1712454'],0.5030052436432735,0.4687140006276854,308.02
1712504,['1712504'],0.5228109818327158,0.5108117537491832,400.53
1712702,['1712702'],0.48155649008373846,0.460309561732126,302.47
1712801,['1712801'],0.47271233459186335,0.4606175719472807,226.18
1713205,['1713205'],0.5386349136730716,0.5220246472172843,500.35
1713304,['1713304'],0.4853954374684386,0.44384274735111995,395.8
1713601,['1713601'],0.5957455133921525,0.530557997188743,343.13
1713700,['1713700'],0.479319567894785,0.3812235975448319,273.35
1713809,['1713809'],0.48783831402074884,0.44617831680328934,304.92
1713957,['1713957'],0.504026435312954,0.3892085488113721,213.72
1714203,['1714203'],0.5803746960937624,0.5290435057425393,431.21
1714302,['1714302'],0.49593795197787705,0.4927828087701601,297.81
1714880,['1714880'],0.5267540978403393,0.488474954896875,347.38
1715002,['1715002'],0.5235968834710509,0.43876554833333914,285.96
1715101,['1715101'],0.5170740878080878,0.5079560772511083,345.01
1715150,['1715150'],0.5182690311992466,0.5245668600187468,427.97
1715259,['1715259'],0.4359575424353215,0.4322388901345816,263.13
1715507,['1715507'],0.5235221303039543,0.5192841872714071,379.44
1715705,['1715705'],0.5421990050112013,0.4881710743632063,264.19
1715754,['1715754'],0.5289303234917182,0.5197280785808676,450.46
1716109,['1716109'],0.6359574710075552,0.6381797062633788,887.33
1716208,['1716208'],0.6340609825803312,0.5453137125169929,299.09
1716307,['1716307'],0.5266821128714285,0.4905803809493211,370.34
1716505,['1716505'],0.5103994802850851,0.5038563011113997,599.98
1716604,['1716604'],0.6274640966487075,0.584027644958185,533.24
1716653,['1716653'],0.4639433001138943,0.43454876134021914,304.63
1716703,['1716703'],0.48992541403427525,0.4837380840123372,435.96
1717008,['1717008'],0.5463939728460708,0.49263764599898363,281.54
1717206,['1717206'],0.5156707803285234,0.4499748524316347,317.41
1717503,['1717503'],0.4967464739444569,0.4850227348529105,405.56
1717800,['1717800'],0.6081632412870595,0.5412921764458918,308.65
1717909,['1717909'],0.5451985664483436,0.4769496672982073,299.92
1718006,['1718006'],0.501273845182733,0.4549905770905801,294.28
1718204,['1718204'],0.5432865375554565,0.539299934516776,604.01
1718303,['1718303'],0.4982541996202242,0.44271965412978276,200.5
1718402,['1718402'],0.5195941090428811,0.5094386394092015,386.64
1718451,['1718451'],0.43669069232967883,0.4241309623942744,379.18
1718501,['1718501'],0.6010157922571508,0.4787227940845209,164.87
1718550,['1718550'],0.4804137340847425,0.37829998346292104,171.68
1718659,['1718659'],0.5120504324361206,0.4647257033104475,243.05
1718709,['1718709'],0.4615527168000646,0.43404748981892893,307.73
1718758,['1718758'],0.5805032127185192,0.5236104715231116,273.02
1718808,['1718808'],0.4811875405391738,0.47335068551539883,235.04
1718840,['1718840'],0.46551729914414797,0.4072580759817558,383.05
1718865,['1718865'],0.5293437116779918,0.4975006661293223,315.45
1718881,['1718881'],0.5252192662151476,0.473427745773245,323.11
1718899,['1718899'],0.5320841541021631,0.5054619186789647,396.86
1718907,['1718907'],0.5027744089548551,0.43582411019346423,274.4
1719004,['1719004'],0.45957229243703834,0.47835845891956685,371.3
1720002,['1720002'],0.5300934755529905,0.5312542022871366,298.84
1720101,['1720101'],0.5612454802118618,0.5303932269832643,316.25
1720150,['1720150'],0.5822870512874931,0.48313194406869164,220.25
1720200,['1720200'],0.55252527114627,0.5220699209956758,295.95
1720259,['1720259'],0.569858402907173,0.45740404079810026,307.82
1720309,['1720309'],0.5497733488031208,0.4510194620819329,183.4
1720499,['1720499'],0.5487305054889295,0.49425395763623015,335.92
