COD2000,UF,COD2010,GINI(G),PARCELA(CH),P_TOTAL,CH_1SAL,P_1SAL,CH_NSAL,P_NSAL,MBEN_TOT,MBEN_1SAL,MBEN_NSAL
1200609,AC,['1200609'],0.5075930893092193,0.3623001399370609,0.14529294937215842,0.18526232931026765,0.32233075999895167,0.7105001530872235,-0.20290706377800416,0.17877344344880647,0.11851567526524615,0.06025776818356033
1200708,AC,['1200708'],0.5096983620667888,0.4480792776652037,0.061619084401585034,0.01354506324936866,0.4961532988174201,0.7923984738148769,-0.2827001117480882,0.205375872629317,0.0907935362585363,0.11458233637078072
1200807,AC,['1200807'],0.5051287166911118,0.29556524558152397,0.20956347110958784,0.06633029725629758,0.43879841943481424,0.7944101805718817,-0.2892814638807699,0.1975645265007827,0.1353616074789499,0.0622029190218328
1300029,AM,['1300029'],0.4485963770034169,0.24799725006264028,0.20059912694077664,0.1355756240197905,0.3130207529836264,0.5085770473971152,-0.059980670393698254,0.1688363571300161,0.11794953307490565,0.05088682405511046
1300060,AM,['1300060'],0.5440733808312458,0.5385454058494281,0.005527974981817674,0.3477692230166737,0.1963041578145721,0.8069530790598868,-0.262879698228641,0.28180357488115954,0.1647232167263369,0.11708035815482262
1300086,AM,['1300086'],0.4866210896246218,0.2994125017182482,0.18720858790637362,0.17366662520345444,0.31295446442116737,0.7494116971787897,-0.26279060755416794,0.16449637744918552,0.12856946782773016,0.03592690962145538
1300102,AM,['1300102'],0.5265685240684046,0.46089513170493945,0.06567339236346514,0.3011755967897557,0.2253929272786489,0.7945764486353539,-0.26800792456694933,0.19425680079250252,0.13137363842941993,0.0628831623630826
1300144,AM,['1300144'],0.531352028324291,0.312748604221736,0.21860342410255496,0.15041987554836111,0.38093215277592984,0.6563775099923006,-0.12502548166800964,0.08512819264490136,0.057816120752763316,0.027312071892138048
1300201,AM,['1300201'],0.5165211203590423,0.4346674702613721,0.0818536500976702,0.25759378412809997,0.25892733623094233,0.839996495493603,-0.3234753751345607,0.12758113283612174,0.0887913727071155,0.03878976012900625
1300300,AM,['1300300'],0.4964749410482686,0.4711863402769828,0.025288600771285807,0.24160236988734018,0.25487257116092843,0.8691389023387919,-0.37266396129052326,0.18997076623992318,0.12047004314903544,0.06950072309088777
1300409,AM,['1300409'],0.5688883510706397,0.4005650259479977,0.16832332512264203,0.17679787354502774,0.392090477525612,0.7882948899052908,-0.2194065388346511,0.10409656567949603,0.06600416055922927,0.03809240512026678
1300508,AM,['1300508'],0.4939118936454301,0.5260935820626278,-0.03218168841719771,0.41059781341568247,0.08331408022974762,0.8422609521211775,-0.3483490584757474,0.27841300571705146,0.2039208352875176,0.07449217042953386
1300607,AM,['1300607'],0.4991316666071488,0.4292103307632955,0.0699213358438533,0.2998413559588293,0.19929031064831948,0.8188255535447861,-0.31969388693763734,0.15321680242909488,0.11502392344497606,0.03819287898411883
1300631,AM,['1300631'],0.5521768689910196,0.43391017084461436,0.11826669814640522,0.2804585425578383,0.2717183264331813,0.7668426353104542,-0.21466576631943457,0.199604421731526,0.136630274376913,0.06297414735461304
1300680,AM,['1300680'],0.47550298558613,0.4120526467924617,0.06345033879366835,0.23438605667545398,0.24111692891067604,0.8099095682084444,-0.3344065826223144,0.2134655243339029,0.14756779634200368,0.06589772799189925
1300706,AM,['1300706'],0.565870552584261,0.431527045162587,0.134343507421674,0.20337647075687326,0.36249408182738774,0.7780683954616714,-0.2121978428774104,0.15947572592980672,0.09616445094827088,0.06331127498153583
1300805,AM,['1300805'],0.5364439492134963,0.47882852731753667,0.057615421895959584,0.26463763913104876,0.2718063100824475,0.8478546143195332,-0.311410665106037,0.1947301446683348,0.12321401187793682,0.07151613279039797
1300839,AM,['1300839'],0.4783510909891151,0.3991626508095174,0.0791884401795977,0.23730711061683052,0.24104398037228458,0.7708123705597145,-0.2924612795705994,0.14446532761028333,0.10063724306247744,0.0438280845478059
1300904,AM,['1300904'],0.4791365691805439,0.460124565334023,0.01901200384652091,0.24062628001941277,0.23851028916113115,0.8604551781052243,-0.3813186089246804,0.15781770045534874,0.10193015673284224,0.055887543722506504
1301001,AM,['1301001'],0.49746507413838237,0.43005482753529944,0.06741024660308292,0.2854897233318755,0.21197535080650687,0.8102514947108539,-0.3127864205724715,0.1300063222586187,0.09419125616675586,0.03581506609186282
1301100,AM,['1301100'],0.5375853208573902,0.3680512950646917,0.1695340257926985,0.22677453439491146,0.3108107864624787,0.7557500725099673,-0.2181647516525771,0.1373295986630142,0.10065213544358705,0.03667746321942714
1301159,AM,['1301159'],0.46933036524231564,0.4839546484948444,-0.014624283252528736,0.3527534303017381,0.11657693494057753,0.8233782491451449,-0.35404788390282926,0.2293407379496624,0.16540491689745054,0.06393582105221182
1301209,AM,['1301209'],0.5467615751084097,0.38111246622151307,0.16564910888689666,0.11070690044505915,0.43605467466335057,0.7862223720301105,-0.23946079692170075,0.11153557986702654,0.06688842840004362,0.04464715146698291
1301308,AM,['1301308'],0.5539677014319462,0.5286449805573079,0.02532272087463827,0.3481794819457198,0.2057882194862264,0.8589156341573128,-0.3049479327253666,0.14676312742355163,0.09490527312128848,0.051857854302263154
1301407,AM,['1301407'],0.5839151332624359,0.5169563777920567,0.06695875547037922,0.33690291230603653,0.2470122209563994,0.8201709185596495,-0.23625578529721358,0.14241332047174457,0.08935371058552301,0.05305960988622155
1301506,AM,['1301506'],0.5296955023431427,0.47934005498207766,0.05035544736106501,0.27691724528734707,0.2527782570557956,0.8289358920382076,-0.29924038969506495,0.20749895383571948,0.13141000015386986,0.07608895368184959
1301605,AM,['1301605'],0.5393935834216741,0.4538172316942506,0.0855763517274235,0.32619643340948656,0.21319715001218753,0.7816245495829672,-0.24223096616129314,0.1571973633963705,0.1131472657136374,0.044050097682733116
1301654,AM,['1301654'],0.5805481035359165,0.5168318972264512,0.06371620630946528,0.16724294963183328,0.4133051539040832,0.8642992400227569,-0.28375113648684047,0.24256167365306283,0.1209116987685273,0.12164997488453555
1301704,AM,['1301704'],0.5850217536863063,0.3258436354835934,0.25917811820271286,0.05302883690652571,0.5319929167797806,0.748952542767737,-0.16393078908143077,0.12526790365799775,0.07616059833587713,0.04910730532212064
1301803,AM,['1301803'],0.5052174479298729,0.4561036814354664,0.04911376649440646,0.3931756374311344,0.11204181049873851,0.7790959939212256,-0.27387854599135275,0.16340477839093,0.13676004998472946,0.026644728406200528
1301852,AM,['1301852'],0.5140621787995414,0.6089851971426775,-0.0949230183431361,0.11455973718990509,0.3995024416096363,0.9084830339840057,-0.39442085518446424,0.2049563636748576,0.07731727714170351,0.1276390865331541
1301902,AM,['1301902'],0.5457373859232761,0.4166854749417117,0.12905191098156443,0.07310384411815096,0.4726335418051252,0.8060324807443703,-0.26029509482109414,0.16633590741586488,0.08836110949074963,0.07797479792511526
1301951,AM,['1301951'],0.6684390051673059,0.42122352982003297,0.24721547534727295,0.3755536769028873,0.2928853282644186,0.8234482199773108,-0.15500921481000485,0.07305478947742348,0.06560571124703167,0.0074490782303918085
1302009,AM,['1302009'],0.6091019337191207,0.34603438910941275,0.26306754460970794,0.13166880877861054,0.47743312494051016,0.7406501660186373,-0.13154823229951662,0.10710425002956006,0.0694028254448455,0.03770142458471455
1302108,AM,['1302108'],0.5488312489613612,0.2338872955610869,0.31494395340027426,0.17820670247835724,0.3706245464830039,0.47031490861043823,0.07851634035092292,0.03235551573737747,0.02618802619776434,0.006167489539613136
1302207,AM,['1302207'],0.5265763782201893,0.44411309969762747,0.08246327852256186,0.35715361506332155,0.16942276315686777,0.7651840620469977,-0.23860768382680841,0.14295698365391088,0.11248997876415977,0.03046700488975111
1302306,AM,['1302306'],0.619819690850135,0.4217551862236,0.19806450462653502,0.33676129084370976,0.28305840000642524,0.7771289884298714,-0.15730929757973644,0.12174441050401665,0.09824692931685436,0.023497481187162293
1302405,AM,['1302405'],0.5142086554302798,0.4545751540255303,0.059633501404749545,0.27191175289762826,0.24229690253265157,0.8540375743836981,-0.33982891895341827,0.178282298883669,0.12233966608332784,0.05594263280034115
1302504,AM,['1302504'],0.5328611479599752,0.4669953027257565,0.06586584523421868,0.15274165451465127,0.3801194934453239,0.8274361450192769,-0.2945749970593017,0.17054425874714102,0.0911095571940529,0.07943470155308811
1302553,AM,['1302553'],0.5382274867450838,0.5207592375387909,0.017468249206292863,0.22395400215736316,0.31427348458772064,0.8760491271701495,-0.3378216404250657,0.19220651902656233,0.10472250184363198,0.08748401718293036
1302603,AM,['1302603'],0.590926937167741,0.5998116593392724,-0.008884722171531356,-0.33714151895834044,0.9280684561260815,0.818492227404713,-0.22756529023697192,0.11501697811688065,0.021764662195896168,0.09325231592098447
1302702,AM,['1302702'],0.5546442671415999,0.38602149028887933,0.16862277685272054,0.20785956621696944,0.34678470092463043,0.7057195832870757,-0.15107531614547587,0.12039161401256249,0.0773088179269703,0.04308279608559219
1302801,AM,['1302801'],0.518775873264411,0.3149668773842722,0.2038089958801388,0.28339972945584335,0.23537614380856764,0.6488451439764453,-0.13006927071203433,0.15145249481953374,0.13837003949752752,0.013082455322006222
1302900,AM,['1302900'],0.5697551753380701,0.5719652485810658,-0.0022100732429957137,0.3188719648559719,0.25088321048209816,0.8525061544328464,-0.2827509790947763,0.2307723219291661,0.12132108006584255,0.10945124186332357
1303007,AM,['1303007'],0.5343447567346494,0.4713750189840682,0.06296973775058123,0.37549673005240636,0.15884802668224307,0.8144235900453607,-0.28007883331071126,0.1986250352086963,0.15523778723962328,0.04338724796907298
1303106,AM,['1303106'],0.5319291125198922,0.4418956286580896,0.09003348386180254,0.26976282075421987,0.2621662917656723,0.8080647357782589,-0.2761356232583667,0.1603960262780839,0.10910618760337568,0.05128983867470821
1303205,AM,['1303205'],0.4696166020264293,0.3336781815466239,0.13593842047980542,0.05608415679953571,0.4135324452268936,0.7398021799253672,-0.27018557789893793,0.15256840430509536,0.09062462636186289,0.061943777943232484
1303304,AM,['1303304'],0.4833490048866018,0.3287297030610523,0.1546193018255495,0.17481412340118163,0.3085348814854202,0.76647501615279,-0.2831260112661882,0.16016833839308545,0.11850189913886952,0.04166643925421591
1303403,AM,['1303403'],0.550886984304666,0.4899159877770285,0.06097099652763749,0.1919536151544965,0.3589333691501695,0.8666380974346646,-0.3157511131299986,0.175246505732528,0.097852010952687,0.07739449477984102
1303502,AM,['1303502'],0.6344397864844988,0.5471875784968081,0.08725220798769073,0.2302521386603127,0.40418764782418615,0.8352358902208599,-0.20079610373636103,0.15458907500798513,0.0736038314288122,0.08098524357917293
1303536,AM,['1303536'],0.46291604369038464,0.37471729053917024,0.08819875315121439,0.024387609851623804,0.43852843383876083,0.7575277294171519,-0.2946116857267672,0.09511346186721814,0.04966366606996137,0.04544979579725676
1303569,AM,['1303569'],0.46356988940453303,0.38993049656643686,0.07363939283809617,-0.02501400530000497,0.488583894704538,0.8410491876416626,-0.37747929823712956,0.13501030060909866,0.07032474141474286,0.06468555919435577
1303601,AM,['1303601'],0.543738822160184,0.43489190917688436,0.10884691298329963,0.3087057707115527,0.2350330514486313,0.7855694164548112,-0.24183059429462717,0.1706092285272716,0.1254631581011008,0.045146070426170797
1303700,AM,['1303700'],0.5512583894525696,0.5341968529632982,0.017061536489271334,0.39297385556098396,0.1582845338915856,0.7923875644504819,-0.2411291749979123,0.25249076042658025,0.16321615314539575,0.0892746072811845
1303809,AM,['1303809'],0.6862740105233712,0.21021489984222652,0.4760591106811447,-0.019173339942950562,0.7054473504663218,0.8146766176344855,-0.1284026071111143,0.08399292045645576,0.06088685922465011,0.023106061231805648
1303908,AM,['1303908'],0.5265142902848652,0.46729285540760046,0.05922143487726472,0.3542122238587957,0.1723020664260695,0.8164650094516877,-0.28995071916682247,0.24803064645961093,0.18735505288987822,0.0606755935697327
1303957,AM,['1303957'],0.5580471500750798,0.4030757396094321,0.15497141046564766,0.30716424751059723,0.25088290256448254,0.7265661680208951,-0.16851901794581536,0.11642493295746639,0.08980014062492096,0.02662479233254542
1304005,AM,['1304005'],0.4894583912832229,0.48316863069899874,0.006289760584224147,0.22221260709340518,0.2672457841898177,0.8829540587751252,-0.39349566749190235,0.21353284256409033,0.12919927856125865,0.08433356400283167
1304062,AM,['1304062'],0.5886163868243145,0.4603473318690996,0.1282690549552149,0.0380316541882586,0.5505847326360559,0.8434313547520751,-0.2548149679277606,0.13780199022648493,0.0655447732849753,0.07225721694150965
