,UF,COD,Gini_RD,Gini_RP,RendaMedia,RendaMedia2010
1050,GO,5221908,0.45197265885578686,0.48760065140412423,174.09,346.77
1051,GO,5213772,0.707545105064885,0.4876331756329816,73.61,146.63
1052,GO,5205406,0.6123740733390001,0.6091550058238231,275.1,547.97
1053,GO,5200605,0.6006612442966506,0.5569343121012655,209.32,416.94
1054,GO,5218300,0.5950371656508361,0.5696427401095565,152.59,303.94
1055,GO,5212808,0.5789223078988797,0.5549931469445917,151.5,301.77
1056,GO,5204656,0.5043597354499341,0.4933648340787482,126.35,251.67
1057,GO,5200803,0.583986140036809,0.5740425876571924,155.18,309.11
1058,GO,5211701,0.5616774079946487,0.5291761838367861,178.15,354.85
1059,GO,5205521,0.5627212895568352,0.4995989405784823,105.58,210.3
1060,GO,5220157,0.5137822142386744,0.5058418524292054,133.86,266.64
1061,GO,5222302,0.5250522084548797,0.48930542936559995,111.37,221.83
1062,GO,5216007,0.5150680185078367,0.49472512343118313,165.05,328.75
1063,GO,5211305,0.6350546041119582,0.6324811960434176,286.41,570.51
1064,GO,5209804,0.7265260423796487,0.7073801522022214,259.55,516.99
1065,GO,5200209,0.5377335654893629,0.5413631156086413,211.79,421.86
1066,GO,5220504,0.6124575732826313,0.5995929704106566,254.98,507.91
1067,GO,5201306,0.6001215325237328,0.5723053806372321,217.5,433.23
1068,GO,5210208,0.5863817328748437,0.5809092649687524,230.78,459.69
1069,GO,5220264,0.49435387543992104,0.519648659816444,184.08,366.66
1070,GO,5205703,0.48811874997754345,0.4754357642849556,148.04,294.88
1071,GO,5213806,0.6747345429914162,0.6829984042689383,347.92,693.03
1072,GO,5209705,0.530146638248024,0.5259908721225869,211.25,420.79
1073,GO,5217609,0.5317944816207225,0.4926980059792829,158.87,316.45
1074,GO,5209291,0.4492186248901021,0.47353296001381295,114.36,227.8
1075,GO,5203500,0.5899693606457121,0.6014810041694623,237.07,472.22
1076,GO,5213905,0.65603396555479,0.6464706170256587,207.84,414.0
1077,GO,5211008,0.5306649126680556,0.5161367497683129,148.23,295.26
1078,GO,5221601,0.5974380718248775,0.5796052249112185,191.95,382.34
1079,GO,5209457,0.6230352317844243,0.5717242954599062,147.22,293.25
1080,GO,5201603,0.48489171307565937,0.4911070182727768,143.19,285.23
1081,GO,5215207,0.546446258778317,0.549710589650237,180.9,360.34
1082,GO,5211909,0.6044294075856054,0.613618207955321,303.16,603.88
1083,GO,5209606,0.5658734184395122,0.5925550350253114,205.93,410.19
1084,GO,5218805,0.6207897158620415,0.6280633076737869,338.02,673.31
1085,GO,5210562,0.6437405120525728,0.6378488067660514,202.8,403.96
1086,GO,5209101,0.6562235074314609,0.6599019948795445,338.65,674.56
1087,GO,5213756,0.7858575815811311,0.7929169437209318,570.88,1137.15
1088,GO,5215504,0.5399696029240713,0.5237812446196141,203.67,405.69
1089,GO,5213053,0.544443747015461,0.5036583518283191,102.59,204.35
1090,GO,5219704,0.5811679568518816,0.5785118246950629,155.63,310.01
1091,GO,5217401,0.6173453538318032,0.626599123563031,310.98,619.44
1092,GO,5215256,0.45141287664637597,0.4338412939827475,124.42,247.82
1093,GO,5204557,0.5480320807953086,0.5880395642301921,248.18,494.36
1094,GO,5203906,0.5416801776750173,0.5562526854055365,220.04,438.3
1095,GO,5221577,0.5235646923528765,0.47588783058817163,109.41,217.93
1096,GO,5214804,0.5088313953473884,0.5603307539752874,229.95,458.04
1097,GO,5221858,0.5341935720581368,0.5285187010310847,282.49,562.7
1098,GO,5204250,0.6055864916132169,0.5774903301713262,218.5,435.23
1099,GO,5211800,0.5172600946948237,0.5146741236436762,193.55,385.54
1100,GO,5207352,0.5830900117597819,0.5937507026306518,231.22,460.58
1101,GO,5205901,0.55187041219211,0.5184532848673942,201.69,401.75
1102,GO,5211404,0.502920165253663,0.4633003051933955,156.92,312.56
1103,GO,5201801,0.5021192265863296,0.5076024941514916,196.73,391.87
1104,GO,5220686,0.6439993195787378,0.5991045691923385,111.04,221.18
1105,GO,5210802,0.5300456866624745,0.5366342636244709,210.95,420.18
1106,GO,5217104,0.5679634391369598,0.5701067653081074,247.46,492.92
1107,GO,5213087,0.5447727297946743,0.5331180112897347,186.72,371.93
1108,GO,5201108,0.5857406346604286,0.5916867320934938,292.22,582.08
1109,GO,5200050,0.507821337830369,0.5155107277521267,194.41,387.24
1110,GO,5217302,0.5581405605177858,0.5229415115260457,180.41,359.36
1111,GO,5219605,0.6663995891031127,0.6342995916705296,199.88,398.13
1112,GO,5219357,0.47032789041382883,0.49668700759095086,155.71,310.17
1113,GO,5221197,0.5221467229104828,0.4745347981577669,161.85,322.39
1114,GO,5200829,0.5723735314192268,0.4722465523433672,68.7,136.84
1115,GO,5208707,0.6168434092042469,0.6383666997667802,503.61,1003.15
1116,GO,5206800,0.440876895156745,0.44993206009136955,133.47,265.86
1117,GO,5220058,0.6676549328435092,0.6574388126677826,283.06,563.83
1118,GO,5209150,0.5379914953863869,0.5155189600669905,178.3,355.16
1119,GO,5205109,0.568149537232748,0.5829055454785168,301.58,600.72
1120,MA,2104701,0.4416646110042619,0.4754552864016881,61.55,122.61
1121,MA,2106300,0.601674458703304,0.4294887883359476,46.88,93.38
1122,MA,2108207,0.5426336693192997,0.5084095786381037,110.3,219.71
1123,MA,2104073,0.5458681370908887,0.5094685305159917,58.7,116.93
1124,MA,2110609,0.578363618149454,0.42245334249176314,47.27,94.15
1125,MA,2105963,0.4880671537515463,0.39616967310921447,41.46,82.59
1126,MA,2102077,0.5334206484259456,0.5052947198686724,49.1,97.81
1127,MA,2101731,0.6371328895775308,0.5031983970292981,27.68,55.14
1128,MA,2105351,0.5964144048032006,0.5733776856368391,80.18,159.71
1129,MA,2109205,0.5605019232727174,0.44757727606478703,38.23,76.15
1130,MA,2105302,0.6007684015368138,0.591804129551554,191.77,381.98
1131,MA,2112506,0.5729143364958825,0.47573703188962346,58.63,116.79
1132,MA,2105948,0.4613435595519104,0.45397158813796934,61.21,121.92
1133,MA,2111748,0.48736594997406857,0.510787043227268,66.03,131.52
1134,MA,2111508,0.5826862175958065,0.5404611254370845,76.95,153.28
1135,MA,2107209,0.5392111474080459,0.5079631065640562,47.4,94.41
1136,MA,2110039,0.5050216329173233,0.4348987090002072,59.41,118.34
1137,MA,2100501,0.6181463803602807,0.5557080753515109,91.63,182.51
1138,MA,2100303,0.5332946232648139,0.47843578702804235,57.25,114.03
1139,MA,2109809,0.6196520496893086,0.5462383061303849,85.74,170.79
1140,MA,2102374,0.4362161604881033,0.3702156492354436,39.12,77.93
1141,MA,2104651,0.524122231328417,0.3738294776047194,41.96,83.59
1142,MA,2106201,0.5755384496581809,0.5156797722804777,74.74,148.87
1143,MA,2108256,0.5502713022019674,0.4430471614345448,44.09,87.82
1144,MA,2109304,0.5248432298517605,0.5294734264632279,45.07,89.77
1145,MA,2105401,0.5291882496365233,0.48818462382372785,75.29,149.97
1146,MA,2105807,0.5476035690709158,0.4883744924998483,56.21,111.97
1147,MA,2103554,0.4128612179027855,0.40284374386397837,47.94,95.49
1148,MA,2102705,0.5166234986893397,0.47409159202024953,38.51,76.72
1149,MA,2112704,0.47136424747873096,0.46051018008508027,51.58,102.75
1150,MA,2101970,0.4554805045804198,0.3706470324656216,63.15,125.79
1151,MA,2106375,0.6066710546795652,0.3837933491719111,38.71,77.1
1152,MA,2102408,0.46097290449448824,0.4247564696349717,40.44,80.55
1153,MA,2108801,0.5084252112782275,0.47604095234547916,51.38,102.35
1154,MA,2110237,0.5299569351423821,0.4545742199885743,39.99,79.66
1155,MA,2109106,0.5795220276236894,0.5782976215599769,116.66,232.37
1156,MA,2110203,0.635028911705833,0.5250846750134361,66.95,133.36
1157,MA,2108058,0.5496651093725258,0.48015049420579914,37.68,75.05
1158,MA,2110302,0.5139463487069715,0.4872998056060778,71.53,142.47
1159,MA,2107605,0.5717686228514571,0.5422132123748611,53.01,105.59
1160,MA,2109007,0.5842268137563924,0.5754233362007983,145.94,290.69
1161,MA,2104305,0.5812688019379437,0.4353135391202637,58.23,115.99
1162,MA,2108900,0.5064804204784703,0.4066098462065544,55.13,109.82
1163,MA,2102556,0.5926904716478122,0.5302965798432501,87.49,174.27
1164,MA,2111532,0.5157296164632873,0.47627603057921186,90.65,180.57
1165,MA,2111672,0.5083662199710361,0.3030295900034963,34.75,69.22
1166,MA,2112803,0.5578915810885822,0.5090070686034364,74.35,148.09
1167,MA,2107456,0.5294902128154896,0.4637116931028533,54.45,108.46
1168,MA,2104107,0.6036182513384516,0.512169111545183,69.11,137.66
1169,MA,2102150,0.4785658716200707,0.3889079395564322,42.5,84.66
1170,MA,2111300,0.6436754278911789,0.6261269466385042,248.25,494.49
1171,MA,2110005,0.5485548957787785,0.49373847238733926,65.78,131.03
1172,MA,2111763,0.49712947749150505,0.3971907509043726,64.08,127.65
1173,MA,2109239,0.4278474690713553,0.365840420047286,66.4,132.26
1174,MA,2112456,0.6011876132145488,0.4406634592625056,49.59,98.78
1175,MA,2104552,0.5272933517365731,0.42727470078807683,77.22,153.82
1176,MA,2110278,0.5571338299432574,0.3925824310261039,33.03,65.78
1177,MA,2111201,0.5941708300924042,0.5454468872219207,129.05,257.06
1178,MA,2101939,0.44408742268041246,0.4574119127450045,73.29,145.99
1179,MA,2102200,0.5111739825072195,0.44916658789325803,54.86,109.27
1180,MA,2102358,0.4725743392988887,0.4484278776848777,50.96,101.5
1181,MA,2101806,0.5488131630296902,0.45988021910575394,73.22,145.85
1182,MA,2101400,0.6913308332011507,0.6654128767652803,179.27,357.09
1183,MA,2112605,0.6687593116826258,0.5081902425958047,46.44,92.51
1184,MA,2101251,0.4819356112740699,0.4070711601755891,60.51,120.54
1185,MA,2101905,0.6049354669105353,0.5033527357987251,50.55,100.69
1186,MA,2106326,0.6207123448479472,0.5943414851417639,100.76,200.7
1187,MA,2106805,0.6124982596598529,0.5727913319768383,82.45,164.23
1188,MA,2104909,0.5533218688084557,0.5063563221674579,65.85,131.16
1189,MA,2111573,0.5397553525612635,0.3718226513374052,48.53,96.67
1190,MA,2105922,0.6670650249555836,0.46362369430454586,45.42,90.48
1191,MA,2106706,0.5593275358931005,0.5521179080129889,66.36,132.18
1192,MA,2111789,0.4149098863203152,0.35992662576644086,43.47,86.59
1193,MA,2108454,0.6099410770745597,0.5015491249866616,62.17,123.83
1194,MA,2109452,0.4762461939848658,0.4023643716683585,74.84,149.08
1195,MA,2111953,0.5584451605023774,0.4614740281105457,68.07,135.59
1196,MA,2107001,0.5725921092747545,0.5052152838434169,74.06,147.52
1197,MA,2110807,0.4835376092586643,0.4573487513719644,72.6,144.61
1198,MA,2104081,0.549166306633007,0.5283714304546036,55.92,111.38
1199,MA,2104206,0.6289587870749126,0.5945440491048165,80.25,159.85
1200,MA,2105450,0.48044446820240605,0.5182428860636995,104.21,207.57
1201,MA,2106003,0.5155046710280996,0.47723744252309575,80.39,160.13
1202,MA,2107803,0.5372885006276461,0.44750410842391086,49.49,98.58
1203,MA,2104503,0.48055930535560654,0.4704308744270993,67.01,133.47
1204,MA,2107100,0.5974375364884209,0.5056467766813528,45.05,89.74
1205,MA,2106409,0.5943925085654793,0.4845653595234798,53.61,106.78
1206,MA,2112100,0.6015082585789373,0.5169839538262946,51.37,102.32
1207,MA,2100873,0.6815526752495362,0.4662615922137988,46.37,92.36
1208,MA,2111805,0.5720895750123106,0.5193473981098675,75.85,151.1
1209,MA,2108504,0.5940413584898068,0.5202565173449428,84.81,168.94
1210,MA,2104800,0.5759918260421864,0.539837353472822,93.2,185.64
1211,MA,2108108,0.5374455381867895,0.4616216270278899,56.34,112.22
1212,MA,2112308,0.5333257754753087,0.49307101384801066,64.12,127.72
1213,MA,2100600,0.5927697125157853,0.46594377878243187,57.02,113.57
1214,MA,2102606,0.42871217583840127,0.3353304328322355,61.2,121.9
1215,MA,2112233,0.43145547797856276,0.39982355886786836,82.19,163.71
1216,MA,2105005,0.527056299581883,0.44979803050418343,43.82,87.28
1217,MA,2108603,0.5550921692406202,0.495692079183766,83.95,167.21
1218,MA,2106904,0.6022673952970022,0.5820564155917329,67.24,133.94
1219,MA,2104602,0.5104951380971,0.4704723933867361,60.9,121.3
1220,MA,2106359,0.6084427337188095,0.5825203883856294,66.95,133.35
1221,MA,2111029,0.5628929457286411,0.455215714906963,52.09,103.75
1222,MA,2109551,0.6825603374582474,0.5932320091585901,97.49,194.18
1223,MA,2106631,0.5418544584388816,0.45720268278639453,41.2,82.07
1224,MA,2100550,0.5032192288069361,0.5117954842970631,65.75,130.96
1225,MA,2103000,0.6090246338381121,0.5566689887629517,103.69,206.54
1226,MA,2105104,0.5763506750401541,0.4708406060937743,49.43,98.46
1227,MA,2104008,0.5466450224532184,0.4828597958059714,69.98,139.39
1228,MA,2103307,0.6012093760034288,0.5236297392384017,76.54,152.46
1229,MA,2113009,0.5513261038514339,0.5074260432353193,83.36,166.04
1230,MA,2100055,0.6050075846282215,0.5941544083997783,148.25,295.3
1231,MA,2107357,0.6667145414809339,0.5319735170281491,70.63,140.69
1232,MA,2102804,0.6137943411887463,0.5571840244718174,114.63,228.34
1233,MA,2100204,0.6003650741207122,0.4883517026775992,60.36,120.23
1234,MA,2102101,0.693074397016656,0.46233063358918614,50.32,100.23
1235,MA,2101608,0.6214810626924379,0.5718824863043075,96.79,192.8
1236,MA,2102507,0.4299852231048058,0.43617810501019205,44.76,89.15
1237,MA,2108405,0.534499184280481,0.4574507493916078,54.85,109.25
1238,MA,2109700,0.6668877385432572,0.5413166544226852,65.54,130.55
1239,MA,2103406,0.5643376597200094,0.5231747042410168,85.12,169.56
1240,MA,2111631,0.47081393930352067,0.4509742011143779,51.13,101.84
1241,MA,2107407,0.5838309880739381,0.5479845736833661,83.23,165.78
1242,MA,2110500,0.5307587576285397,0.4708296954208695,66.59,132.65
1243,MA,2103158,0.6670945583054974,0.3125453168748288,21.8,43.42
1244,MA,2100709,0.4832414611380542,0.4342185848997453,50.26,100.12
1245,MA,2103703,0.584316181388248,0.5659476569103862,86.0,171.3
1246,MA,2105476,0.5374240487552495,0.4498525348270116,54.14,107.85
1247,MA,2109908,0.5796850266178231,0.5545253987809604,124.58,248.16
1248,MA,2110708,0.5414322112295107,0.5216517922339777,90.25,179.78
1249,MA,2101509,0.6146709208650722,0.5024284239832119,77.25,153.88
1250,MA,2107506,0.5318566447207164,0.5068367869767303,144.87,288.57
1251,MA,2112852,0.5004319238829056,0.47002546791779454,74.07,147.55
1252,MA,2100154,0.5308040374145054,0.41309028936658154,49.15,97.91
1253,MA,2100402,0.4733716437799357,0.37432228807460377,49.77,99.13
1254,MA,2106607,0.46533191766043536,0.4539318554491072,59.38,118.28
1255,MA,2102002,0.6068128113229878,0.46189546999192965,53.65,106.87
1256,MA,2105906,0.5170182879601637,0.45980046056308066,46.85,93.32
1257,MA,2105153,0.5263357085681459,0.4467021223613066,52.69,104.94
1258,MA,2112209,0.5297217906265436,0.48662538123477606,103.95,207.06
1259,MA,2101004,0.5787986688375558,0.5474479140666388,95.45,190.13
1260,MA,2105708,0.6029196730309276,0.5829393389454254,97.2,193.6
1261,MA,2103174,0.5437561858583243,0.48314825727018995,63.38,126.24
1262,MA,2106508,0.5180229816446318,0.4282107663191068,57.99,115.52
1263,MA,2100808,0.7142959316335322,0.7011071155664399,108.19,215.51
1264,MA,2104628,0.465150987721623,0.44314266495852217,51.74,103.06
1265,MA,2107308,0.6425882704486099,0.6211978407961163,77.76,154.9
1266,MA,2105989,0.5176189032587447,0.4559425196955863,77.76,154.9
1267,MA,2109403,0.5178623147314405,0.43490402291937635,60.16,119.84
1268,MA,2110104,0.5844077291198178,0.5212661446641164,64.16,127.8
1269,MA,2103505,0.5927303070218124,0.5535813587803339,74.41,148.21
1270,MA,2105427,0.7047824814815962,0.6738294134808811,179.75,358.04
1271,MA,2102754,0.48245028837644943,0.4701057097257433,56.06,111.66
1272,MA,2100907,0.5583398966418098,0.4176221498533752,45.21,90.05
1273,MA,2111078,0.4847647682384504,0.4398128505763157,49.95,99.5
1274,MA,2102309,0.5307261230951293,0.5105388088156979,63.12,125.73
1275,MA,2101707,0.6061766433307153,0.5531982349615053,60.56,120.63
1276,MA,2106672,0.4637327386809359,0.4351353307579081,57.35,114.24
1277,MA,2110906,0.545578520167087,0.4315564290062426,49.65,98.9
1278,MA,2103109,0.4543608363763608,0.3960681109232498,59.09,117.69
1279,MA,2108009,0.6578395859767078,0.5413811207088557,67.54,134.54
1280,MA,2102903,0.5242291652696522,0.4417276800166391,58.35,116.23
1281,MA,2112902,0.5558808951526355,0.5471823188829967,82.37,164.07
1282,MA,2101301,0.6765055931041533,0.6285202885473855,73.71,146.82
1283,MA,2109056,0.496397364052392,0.4725747238777841,64.48,128.44
1284,MA,2103257,0.5168237212353142,0.49744856897593914,82.42,164.17
1285,MA,2104057,0.626537243835901,0.5850317272309433,126.45,251.88
1286,MA,2112001,0.5088993208206001,0.44766397433507776,65.97,131.41
1287,MA,2104677,0.6086891521487021,0.5789263424082555,88.81,176.91
1288,MA,2111102,0.5846152002724899,0.5516151506329187,98.98,197.15
1289,MA,2100477,0.5509533590765598,0.49539366859056344,60.69,120.89
1290,MA,2110658,0.4975382525142332,0.3982697829335473,60.3,120.12
1291,MA,2111052,0.6194300686752859,0.5690978134862643,84.81,168.94
1292,MA,2114007,0.5416569103978041,0.4923125834105846,76.81,152.99
1293,MA,2111003,0.7668950962849136,0.7193488734395697,77.66,154.69
1294,MA,2111904,0.558721197061762,0.45382664047443877,55.91,111.37
1295,MA,2110401,0.6381027967291297,0.43350500931316294,38.56,76.81
1296,MA,2111250,0.46620570801079475,0.4922880256183376,61.43,122.36
1297,MA,2105500,0.525638036945664,0.49551104137546664,94.43,188.09
1298,MA,2104404,0.45195400022705645,0.4509419243312447,74.52,148.43
1299,MA,2106755,0.5318511991276031,0.5167641553587183,98.23,195.67
1300,MA,2106102,0.6135760907951806,0.456374127206129,55.82,111.18
1301,MA,2101103,0.5512015259886796,0.4457968792860595,60.44,120.39
1302,MA,2103802,0.5680535095530885,0.5705355338647119,127.41,253.78
1303,MA,2111706,0.5561038053311015,0.4626647922434438,56.55,112.65
1304,MA,2104099,0.792924572513577,0.5971819936883497,49.28,98.17
1305,MA,2109759,0.5405408440248235,0.545137620642195,56.83,113.2
1306,MA,2105203,0.45908662949723233,0.4409709301743757,69.01,137.45
1307,MA,2100436,0.5596156488254427,0.4668405426410275,63.96,127.41
1308,MA,2112274,0.5889466637492125,0.4515736774430288,35.45,70.61
1309,MA,2103208,0.5741000137548755,0.5500458484339141,74.19,147.78
1310,MA,2100832,0.5149807307060117,0.39934433472462727,43.77,87.19
1311,MA,2103125,0.5079827153338905,0.4753298495895888,59.66,118.84
1312,MA,2102325,0.6152998162412386,0.5732933361009145,104.83,208.81
1313,MA,2105609,0.5430581248595476,0.41914612462169976,51.96,103.5
1314,MA,2109601,0.5924581561273441,0.4928568366274051,69.35,138.14
1315,MA,2101202,0.574472229853523,0.545260081435324,101.1,201.38
1316,MA,2108702,0.5121771660180262,0.4222132159820615,55.3,110.16
1317,MA,2107902,0.578622840561263,0.4383807389035359,60.59,120.69
1318,MA,2108306,0.4991079041592079,0.49318707555667796,59.76,119.03
1319,MA,2105658,0.5001397913426179,0.4669171678458298,54.49,108.53
1320,MA,2102036,0.5633734655981,0.5182609463975215,77.11,153.6
1321,MA,2110856,0.5616372365717293,0.5064272482438866,91.57,182.41
1322,MA,2103604,0.5918883378287927,0.5263986654315307,65.65,130.76
1323,MA,2111409,0.5392346878899299,0.3934361276866498,49.49,98.58
1324,MA,2111722,0.569195054356535,0.44385320950269547,47.66,94.93
1325,MA,2111607,0.7075306627576963,0.6293849262801573,106.1,211.34
1326,MA,2100105,0.510253734414645,0.41195130705261085,45.81,91.24
1327,MA,2101772,0.590234172887333,0.43274715187042123,56.78,113.11
1328,MA,2100956,0.5397204572518768,0.4723359971514173,65.04,129.56
1329,MA,2109270,0.4856454478731751,0.4169359659292601,53.36,106.28
1330,MA,2109502,0.5867718428268462,0.4980506126334092,73.68,146.77
1331,MA,2107258,0.7365480588897301,0.4739614241506207,42.97,85.59
1332,MA,2107704,0.5986816580997262,0.5312891027367692,92.4,184.06
1333,MA,2103752,0.4655726953518994,0.40072499739442524,71.47,142.35
1334,MA,2112407,0.5362300696563905,0.4653025155665259,53.52,106.61
1335,MA,2101350,0.5350227581988368,0.4761316801453286,54.78,109.11
1336,MA,2103901,0.5259383867371697,0.48963719292302565,58.32,116.18
1337,MG,3123106,0.5176668430388186,0.46702117605104865,118.21,235.45
1338,MG,3123601,0.5500928383210039,0.5492817643171723,271.09,539.99
1339,MG,3144409,0.6083486114583754,0.6102345774752506,301.9,601.35
1340,MG,3103751,0.5940243135951558,0.5825747997649784,282.06,561.84
1341,MG,3162906,0.48672682794484223,0.4983803626393114,233.14,464.39
1342,MG,3110905,0.5631059637630649,0.5663954237122588,280.64,559.01
1343,MG,3145372,0.47438644183261247,0.3960229245508893,100.11,199.42
1344,MG,3110707,0.5753130075041476,0.5855372529561236,266.73,531.3
1345,MG,3108909,0.6352394166535118,0.6042657944134026,231.79,461.71
1346,MG,3151107,0.5351741336480598,0.5395921168490838,228.09,454.34
1347,MG,3150000,0.6021615055653363,0.5292654706396034,127.6,254.16
1348,MG,3114709,0.3792060968131906,0.38484937358817795,152.34,303.45
1349,MG,3128402,0.5355281422245068,0.5001628603886537,188.12,374.72
1350,MG,3124203,0.48860141600570006,0.48346547634443016,176.5,351.58
1351,MG,3129608,0.5202385943071088,0.455314594418202,89.33,177.94
1352,MG,3125002,0.41396287597228,0.4155135397663956,152.52,303.8
1353,MG,3117009,0.554486586977688,0.3857611252348595,57.62,114.78
1354,MG,3145802,0.49683274044351433,0.49644062261395994,206.82,411.96
1355,MG,3154408,0.5206791407375613,0.4444262376842638,132.26,263.44
1356,MG,3158706,0.5790513073997757,0.5481394501066861,124.63,248.25
1357,MG,3104502,0.642973811956351,0.5832676150182632,118.46,235.95
1358,MG,3121308,0.5133826259933945,0.47100238101699865,184.68,367.87
1359,MG,3131109,0.41687788725782204,0.3714023032367979,112.44,223.98
1360,MG,3141306,0.5488337182702557,0.5752689698154001,319.31,636.03
1361,MG,3162922,0.526995775989274,0.4975378900612647,163.44,325.56
1362,MG,3107802,0.4886742829151971,0.42994299272536307,108.28,215.68
1363,MG,3149952,0.4797859533152349,0.4137093714019826,100.9,200.99
1364,MG,3104007,0.5692982440297244,0.5830329017954943,336.4,670.08
1365,MG,3138203,0.5631406093472079,0.5889329832598624,344.98,687.17
1366,MG,3140209,0.6190376171460654,0.6025572229085113,254.11,506.16
1367,MG,3124807,0.5059926153243048,0.41904240489873457,156.52,311.76
1368,MG,3171071,0.4795901648409059,0.4053351569344483,91.16,181.58
1369,MG,3102001,0.49677532135770097,0.4786351764699073,191.26,380.98
1370,MG,3106903,0.5561167089613446,0.5870032960922023,333.54,664.39
1371,MG,3135456,0.5270675935293527,0.4844801603406833,93.32,185.88
1372,MG,3137908,0.42790548298215547,0.3793377351765794,110.32,219.75
1373,MG,3138005,0.5377238918517412,0.5204384611399379,204.11,406.56
1374,MG,3141207,0.5202308596795575,0.49530272387199104,235.65,469.4
1375,MG,3115706,0.5500611709409446,0.5042718862479727,143.58,286.0
1376,MG,3115359,0.46822543664828753,0.44401646948757834,149.83,298.45
1377,MG,3156106,0.49071214674150876,0.44087655586106833,138.31,275.5
1378,MG,3112604,0.6188482515522697,0.5953641102970182,237.76,473.59
1379,MG,3121902,0.48066466528589136,0.47394516849159185,161.44,321.57
1380,MG,3100807,0.5384303507129823,0.49936027827497254,211.19,420.67
1381,MG,3111150,0.5783861408990094,0.43804759712240904,73.68,146.75
1382,MG,3135357,0.5376769898153603,0.34305372785605703,54.39,108.34
1383,MG,3124708,0.5217317119415912,0.48691853766644166,187.64,373.76
1384,MG,3145604,0.5538433514946652,0.5525770215328569,235.78,469.64
1385,MG,3132404,0.5731396653816428,0.5892052919741841,351.15,699.46
1386,MG,3112307,0.568125441621342,0.5454366988593389,143.46,285.75
1387,MG,3161700,0.5510259106646699,0.5204696349457409,177.87,354.3
1388,MG,3114402,0.708690982565619,0.7140141961806299,425.72,847.99
1389,MG,3154804,0.46961048305340813,0.45532995258579423,179.07,356.68
1390,MG,3157302,0.5610539274277583,0.504467935611989,124.04,247.07
1391,MG,3137536,0.5190034712994722,0.5291084236629968,186.45,371.39
1392,MG,3100203,0.5868665513459261,0.5835074842968276,252.99,503.92
1393,MG,3139904,0.6081932138221223,0.5826351608510576,191.87,382.18
1394,MG,3128808,0.5612471885509243,0.5571512472527429,215.97,430.19
1395,MG,3154606,0.45941474787796643,0.4140606663737353,157.91,314.54
1396,MG,3109709,0.4592619968731474,0.4694785605628642,197.61,393.62
1397,MG,3169406,0.5558053655576154,0.5623567243114694,274.65,547.07
1398,MG,3116209,0.501151800979045,0.4888375256678147,174.05,346.69
1399,MG,3116308,0.5449233984614301,0.4579103812239056,77.7,154.77
1400,MG,3112802,0.4651303131878819,0.47851296560716405,249.56,497.09
1401,MG,3145901,0.5517326856604969,0.5867543682516764,286.34,570.35
1402,MG,3130309,0.5727509861071305,0.5783587748963019,254.96,507.85
1403,MG,3151909,0.5956184473782353,0.5517068687561248,142.09,283.02
1404,MG,3102605,0.5634048595087346,0.5813792404127587,358.5,714.1
1405,MG,3166402,0.46291903611160945,0.434128275882968,133.34,265.61
1406,MG,3144300,0.6654974345777637,0.6443979935200315,224.31,446.81
1407,MG,3154507,0.6027982255180806,0.45690961262082963,68.37,136.18
1408,MG,3100708,0.487146438314626,0.49486624391147105,260.84,519.57
1409,MG,3110608,0.5005055704767581,0.511516472315582,253.31,504.57
1410,MG,3112901,0.5720453932374281,0.5677052832229962,176.39,351.35
1411,MG,3100500,0.5238465527744768,0.4245025525009817,90.51,180.29
1412,MG,3162302,0.465510901403969,0.4730036914117284,214.8,427.86
1413,MG,3116803,0.6155183454599717,0.5719254039568437,113.46,225.99
1414,MG,3114550,0.5976612487496477,0.6207486559147518,253.39,504.74
1415,MG,3149002,0.47196952570946715,0.44681062394343307,141.9,282.65
1416,MG,3131802,0.6245537981648615,0.5680262194920555,151.57,301.91
1417,MG,3155504,0.4940855882697859,0.48764745805878207,218.3,434.83
1418,MG,3104809,0.5016424698257296,0.46043082895015897,137.64,274.16
1419,MG,3165909,0.6500332762033545,0.5760193630008363,90.98,181.23
1420,MG,3171006,0.5873612319992659,0.5995263995923942,256.36,510.64
1421,MG,3160702,0.5223402550131944,0.5393563384944329,216.39,431.03
1422,MG,3153103,0.5001567331450595,0.44065943521341555,98.55,196.3
1423,MG,3130408,0.48584457740219034,0.4741864199034218,165.19,329.05
1424,MG,3165537,0.43771528378556734,0.43811166530458845,181.78,362.08
1425,MG,3115508,0.5482825655555346,0.5546904957302833,263.45,524.78
1426,MG,3135407,0.5037771076115792,0.46269295884237105,148.17,295.15
1427,MG,3100906,0.616881255044641,0.5681950414566674,113.26,225.6
1428,MG,3119401,0.5491071495836372,0.5573599544505394,257.99,513.88
1429,MG,3145851,0.38119070511169884,0.31874326127754893,95.33,189.89
1430,MG,3103108,0.48718358705551645,0.4903631660184916,175.37,349.32
1431,MG,3165701,0.5089459699355354,0.46491527062936555,140.11,279.08
1432,MG,3144102,0.5700114528323971,0.5852623161421494,330.49,658.3
1433,MG,3102506,0.54871827352579,0.49420163598563893,117.79,234.63
1434,MG,3135308,0.4458603752328574,0.4583574553273665,202.26,402.89
1435,MG,3103801,0.5344071802190666,0.5507541991057439,276.92,551.6
1436,MG,3148301,0.45105123610262554,0.42272880111623856,121.93,242.88
1437,MG,3128303,0.5391145941020867,0.5449237605446022,268.11,534.04
1438,MG,3142254,0.6647969951769215,0.4619284038864233,59.88,119.28
