16;1600303;2304877;14.1228377;0;1600;3
16;1600105;1811865;4.09068979;1;700;8
16;1600279;2661522;15.74154078;0;3000;3
16;1600303;4733959;16.57847734;0;302;7
16;1600501;5051906;4.4853075;0;700;5
16;1600501;1044680;6.95160768;1;330;6
16;1600303;4098287;8.53046908;0;500;3
16;1600501;4562908;7.13785598;0;201;3
16;1600600;15104;9.30413778;0;3538;3
16;1600808;568156;4.40943342;0;581;6
16;1600709;577700;2.1316215;0;0;2
16;1600303;3433862;12.74814162;0;1000;7
16;1600154;1173779;7.55002592;1;360;4
16;1600303;4179542;9.87187894;0;1500;3
16;1600303;2077710;16.40696983;0;300;5
16;1600303;1359104;9.06269783;0;488;4
16;1600709;2301851;5.21437901;0;852;5
16;1600600;824418;7.77203479;0;1101;7
16;1600303;5025144;8.97934173;0;1000;4
16;1600204;1140582;6.93713782;0;730;2
16;1600303;1454928;20.19325924;0;680;3
16;1600303;4667708;7.9866435;0;2140;6
16;1600600;1942439;9.32546323;0;240;6
16;1600303;4879548;7.19872407;0;302;2
16;1600303;4693276;6.98390184;0;401;4
16;1600501;5074905;6.33906726;0;600;8
16;1600303;4224234;6.18810497;0;151;3
16;1600402;1991806;5.52139892;1;210;5
16;1600303;4257955;46;0;600;1
16;1600279;3070359;9.9503387;0;1149;7
16;1600402;5214598;8.27344933;1;302;2
16;1600303;2913739;9.84700371;0;395;3
16;1600402;4068822;5.24277805;0;503;4
16;1600501;2195356;4.64122669;0;411;1
16;1600303;4266593;11.31514814;0;2000;5
16;1600402;676589;6.31452935;1;200;4
16;1600303;4516862;16.13087083;0;11430;5
16;1600303;2688524;13.83855078;1;331;3
16;1600253;1245863;9.75660627;1;0;6
16;1600303;3869460;13.15940133;0;333;5
16;1600600;4266309;10.32236756;0;300;5
16;1600808;4715873;6.04644296;0;396;7
16;1600709;528139;4.05881473;1;0;4
16;1600303;5296791;12.91306454;0;2850;5
16;1600709;83723;4.90113793;1;80;6
16;1600303;4655712;8.27255494;0;802;5
16;1600600;4924108;11.04959858;0;4500;1
16;1600303;629834;4.84898714;0;4600;4
16;1600303;5302009;16.42109571;0;150;1
16;1600501;5267128;4.15015201;0;800;4
16;1600303;3002814;11.09446255;0;2390;3
16;1600709;1799962;7.58737072;0;840;7
16;1600303;2845836;9.40751532;0;1820;10
16;1600279;5223538;6.705842;0;150;6
16;1600303;4914902;5.74584704;0;151;2
16;1600303;1668736;14.98703536;0;300;3
16;1600303;1885119;10.19692123;0;360;5
16;1600303;1147743;12.58301483;0;1800;6
16;1600303;334778;10.07254768;0;400;8
16;1600501;2743971;5.61238871;1;180;3
16;1600600;3940064;10.33404709;0;0;4
16;1600303;1629651;8.5784433;0;1200;3
16;1600709;4124457;4.44293811;0;260;6
16;1600303;2489004;13.39465927;0;700;3
16;1600303;2950335;11.74931975;0;953;6
16;1600303;3124135;11.30163652;0;601;7
16;1600535;2678516;7.99884372;1;300;8
16;1600303;2050492;7.47928962;0;221;4
16;1600303;5243736;11.89422059;0;2300;1
16;1600303;2135426;8.63360979;0;200;5
16;1600279;4419564;12.39425157;0;2700;3
16;1600402;2806651;3.48715827;0;151;5
16;1600808;1203855;4.28653806;0;0;4
16;1600501;3617661;3.51307691;1;350;4
16;1600303;2654279;7.74746755;0;1800;5
16;1600501;4781095;2.16238448;1;300;7
16;1600402;2031187;8.62376738;1;200;7
16;1600600;4246359;10.56515745;0;347;11
16;1600303;408463;9.07496829;0;2480;6
16;1600303;923508;13.23170781;0;347;2
16;1600600;1253931;8.52185902;0;7055;7
16;1600501;606797;3.0379542;0;0;8
16;1600303;1518636;9.46707916;0;1400;5
16;1600279;508237;8.55475277;0;800;4
16;1600600;613095;13.06190235;0;7000;3
16;1600303;1631803;7.58285905;0;250;5
16;1600303;662751;6.10900674;0;1500;5
16;1600303;3361296;6.16677226;0;300;4
16;1600535;1927562;3.39584098;0;500;5
16;1600709;4517686;4.84655474;1;452;7
16;1600253;3334992;4.68275432;1;100;8
16;1600600;3391119;9.19369486;0;580;6
16;1600600;4004639;9.98750759;0;590;4
16;1600303;1594649;7.95808749;0;951;2
16;1600303;4837185;10.57873158;0;1200;2
16;1600303;1063796;7.05220969;0;0;6
16;1600303;835640;9.29920991;0;151;4
16;1600303;3489979;10.83612149;0;3390;3
16;1600303;5136092;18.51092012;0;1500;4
16;1600303;494672;9.7973284;0;402;7
16;1600279;1834049;12.34906242;0;312;3
16;1600303;753747;10.87806449;0;151;2
16;1600105;4933956;2.25544975;1;135;1
16;1600154;1001298;2.84814084;0;151;1
16;1600303;4621489;12.48009636;0;180;1
16;1600600;2409828;8.93479839;0;230;4
16;1600204;4802524;5.40585037;0;1530;6
16;1600303;3571126;8.48774002;0;1600;6
16;1600303;3087014;7.56127102;0;410;4
16;1600303;2536622;7.38236583;0;200;5
16;1600303;4576623;8.29310452;0;0;1
16;1600303;4526356;12.03680494;0;1076;3
16;1600709;2718067;5.49668724;1;0;6
16;1600303;4282805;8.56951849;0;482;4
16;1600303;2843494;8.26862263;0;700;4
16;1600303;4149456;12.39064081;0;1200;6
16;1600303;2230643;4.29864969;1;151;3
16;1600303;4235760;1.57555439;0;1320;4
16;1600303;3014749;2.81415565;0;200;2
16;1600600;1470076;8.59272758;0;600;6
16;1600600;336272;9.23477836;0;231;6
16;1600303;4468127;7.63517691;0;600;7
16;1600303;3650262;6.84052752;0;3906;7
16;1600600;5268802;7.95669529;0;571;4
16;1600154;2919849;3.95934804;1;150;8
16;1600253;3038254;7.37030834;0;300;5
16;1600600;5000752;7.55371401;0;400;4
16;1600105;3603497;1.19859637;0;221;2
16;1600303;2615610;9.73499652;0;1226;9
16;1600303;3819445;12.22812459;0;2200;5
16;1600303;3056340;10.48120149;0;280;8
16;1600154;3882098;5.70272954;0;151;1
16;1600303;3489705;12.3028122;0;2031;5
16;1600303;2836713;9.03565371;0;774;8
16;1600303;1118789;6.04398618;0;3672;12
16;1600808;15273;5.03157214;0;700;4
16;1600303;1328426;12.46757975;0;832;5
16;1600600;1001797;9.73462024;0;351;3
16;1600204;4103664;7.2828812;0;0;1
16;1600303;140424;15.74535868;0;535;9
16;1600303;5058920;9.01032557;0;7400;4
16;1600303;779509;9.0100239;0;240;2
16;1600303;1464930;11.29696338;0;400;3
16;1600303;4439905;9.45922903;0;0;1
16;1600204;4664378;3.10300712;0;3900;5
16;1600303;2251000;5.84517903;0;1200;3
16;1600709;1042373;4.57436201;1;1000;1
16;1600808;3412137;6.11695379;0;0;7
16;1600303;1511912;10.4602384;0;600;2
16;1600303;4932176;9.98612583;0;301;5
16;1600303;4738220;8.94499573;0;200;3
16;1600600;5186330;10.58895982;0;0;2
16;1600303;3801987;4.66448197;0;2756;11
16;1600303;3058014;16.34673082;0;2263;7
16;1600600;2529702;10.22120938;0;1695;11
16;1600600;4419632;6.60546845;0;1200;4
16;1600303;4294076;12.93013855;0;750;3
16;1600402;4654142;6.03999367;0;402;9
16;1600600;1575879;8.8971248;0;431;4
16;1600303;933996;12.91408665;0;3000;4
16;1600303;431802;8.53795806;0;3000;3
16;1600600;2843018;12.87026892;0;380;5
16;1600303;3335853;11.069378;0;300;3
16;1600303;2487674;6.39771974;0;1000;7
16;1600303;2148889;7.51025901;0;651;3
16;1600303;4841424;8.63173363;0;900;4
16;1600303;4761660;17;0;1005;8
16;1600600;3711894;12.34691575;0;4857;6
16;1600055;2131759;4.08013361;1;200;5
16;1600600;2429516;8.93250221;0;151;5
16;1600303;3143946;9.31495171;0;175;5
16;1600253;3161923;8.27464193;0;5000;4
16;1600303;638412;13.54002182;0;250;2
16;1600303;4277182;12.27591215;0;2500;3
16;1600303;2146757;8.78677944;0;1640;4
16;1600055;339633;5.46298902;0;732;3
16;1600303;4452324;6.39683826;0;425;6
16;1600154;5233952;5.07764432;1;0;5
16;1600303;2426759;16.95811532;0;150;3
16;1600303;3688399;10.09254853;0;700;7
16;1600105;3589871;3.55450922;0;980;4
16;1600303;1490947;15.60277219;0;220;5
16;1600600;865559;13.30352798;0;1400;5
16;1600600;753225;8.90601209;0;337;6
16;1600303;2251887;19.9614119;0;350;9
16;1600303;1757112;7.86802464;0;3200;4
16;1600303;4818352;8.84648138;0;5350;5
16;1600600;1912061;8.4857318;0;154;4
16;1600303;3177246;11.35091773;0;1880;3
16;1600303;666830;4.63433337;0;1260;12
16;1600600;54902;8.96997334;0;1185;8
16;1600303;3023660;10.98974617;0;1600;7
16;1600402;2456190;4.07896741;0;2400;7
16;1600600;734314;10.18451005;0;351;11
16;1600535;1629634;9.78220193;0;1085;3
16;1600279;5187858;13.0985028;1;151;1
16;1600279;2564525;10.16020563;0;1095;10
16;1600303;1604732;10.0636265;0;1955;10
16;1600303;1525807;6.5767268;0;302;3
16;1600303;4532219;9.54535527;0;501;2
16;1600303;3915090;9.00534738;0;430;6
16;1600303;3387530;10.88653748;0;1400;5
16;1600055;1310228;4.4923765;1;451;8
16;1600303;245772;12.39742164;0;800;1
16;1600709;3856426;4.67198666;0;440;5
16;1600501;2780826;5.37516412;0;960;4
16;1600303;5231876;8.15591378;0;2700;4
16;1600600;727000;8.2354472;0;850;4
16;1600535;5033772;3.6603737;1;151;1
16;1600303;3435816;9.13920206;0;150;7
16;1600303;49272;12.35960627;1;50;1
16;1600279;4423320;11.4238183;0;800;6
16;1600204;3961357;3.44003535;0;950;7
16;1600303;96692;11.25478195;0;346;4
16;1600279;4051711;6.16103569;0;256;7
16;1600105;5037968;2.22620896;1;100;1
16;1600303;444381;5.68806145;0;320;14
16;1600303;2955209;12.05194752;0;590;6
16;1600303;5128066;11.29187568;0;900;1
16;1600303;3497752;10.84828021;0;302;3
16;1600303;809932;12.49916202;0;2477;5
16;1600600;3357242;10.6614211;0;0;3
16;1600303;302004;10.66469634;0;70;3
16;1600303;4099640;12.51017964;0;6210;6
16;1600303;5151618;7.88311044;0;480;6
16;1600535;871312;3.70184913;0;650;6
16;1600303;3550481;10.03525236;0;150;3
16;1600303;5007812;9.96820826;0;2870;7
16;1600154;1336506;2.62629125;1;0;3
16;1600535;540092;4.95324427;0;300;4
16;1600808;4378695;7.14339115;0;2951;6
16;1600303;1105024;12.37669504;0;7400;5
16;1600709;2017591;3.83906062;1;250;1
16;1600303;4625564;11.26710605;0;2750;4
16;1600303;2582179;9.64713326;0;502;4
16;1600303;1208163;14.38074131;0;201;10
16;1600303;4454028;10.47480931;1;230;3
16;1600055;848970;7.58033927;0;210;4
16;1600303;2832693;12.32676075;0;300;2
16;1600808;4117465;6.67794782;0;120;1
