	uf	cod	gini(g)	parcela(ch)	p_total	p_1sal	p_nsal
710	ce	2312304	0.5677896275768048	0.388607394280293	0.17918223329651184	0.29709426826649177	-0.2602112008355507
711	ce	2311603	0.4333461746044114	0.3276513291407205	0.1056948454636909	0.3332881174610499	-0.3760599189140782
712	ce	2313906	0.4781638986694833	0.5366508551042032	-0.058486956434719906	0.06974109899408443	-0.41093937911109046
713	ce	2312106	0.4518118240303852	0.3478368050049421	0.10397501902544315	0.27751291048978477	-0.4450093278030033
714	ce	2303303	0.428762810074965	0.12175866684720016	0.3070041432277648	0.35601437466005603	-0.34728413523658486
715	ce	2310803	0.5172810626891217	0.27465821479865093	0.24262284789047073	0.3719380762442942	-0.3665515209691307
716	ce	2304202	0.6041595768211274	0.47245293040487846	0.13170664641624896	0.6972177384056168	-0.23103060354356553
717	ce	2310852	0.5609368299474489	0.40078913153790663	0.16014769840954224	0.42595532419592885	-0.3440405455336777
718	ce	2311009	0.49877367594335187	0.4105388385669202	0.08823483737643167	0.2838536639450686	-0.436472924130514
719	ce	2305001	0.5014588561818281	0.42769352687811235	0.07376532930371571	0.1861692679434439	-0.4018355845374475
720	ce	2307007	0.4849172005150155	0.33131155910079235	0.15360564141422317	0.3444852742638369	-0.39578780192876906
721	ce	2308401	0.556793217960307	0.4815341464015813	0.07525907155872569	0.36606008464658724	-0.3558947810038361
722	ce	2305233	0.5520545284434407	0.2076782967836741	0.3443762316597666	0.691719489926334	-0.33711100001080574
723	ce	2300606	0.45846414559394566	0.23992359140556685	0.2185405541883788	0.31374759587152623	-0.3915932210459382
724	ce	2303659	0.46157123862902505	0.46682769805177715	-0.005256459422752102	0.04435580059169397	-0.4599885307429684
725	ce	2309607	0.45228754954986616	0.17090303251215688	0.2813845170377093	0.5521177040935648	-0.30169850817938904
726	ce	2305332	0.4135547978148746	0.2513826203480941	0.16217217746678048	0.22057981253958459	-0.40675844687912366
727	ce	2301950	0.4271152470197114	0.3073149165585549	0.11980033046115646	0.32400765369137563	-0.40545466767596583
728	ce	2313252	0.3383022246841716	0.22410633112942846	0.11419589355474313	0.2157789860585484	-0.5466807151824837
729	ce	2305506	0.5662480439041637	0.34479313055563265	0.22145491334853107	0.5532650993113866	-0.2421604815326085
730	ce	2304608	0.4320410017052927	0.3683183226252372	0.06372267908005547	0.20922172714308473	-0.50885244612123
731	ce	2312205	0.5112445025063944	0.3036785597472119	0.2075659427591825	0.3927844964433098	-0.3881687978401054
732	ce	2306900	0.6042088526088848	0.3921733242528843	0.21203552835600048	0.35848692692270034	-0.23934608005773383
733	ce	2308500	0.5090003108189148	0.23042550170416476	0.2785748091147501	0.38732486385617626	-0.32272513255027946
734	ce	2308906	0.5064734265050596	0.3748786011491827	0.13159482535587685	0.214563421230899	-0.36264169864928075
735	ce	2313500	0.48879529076989736	0.4272506875074361	0.06154460326246125	0.16122886258641123	-0.4237481465404007
736	ce	2303600	0.42580614620686463	0.22334840151617286	0.20245774469069178	0.3009747873826776	-0.3510753376511371
737	ce	2300705	0.47409465799140804	0.17997584279799506	0.294118815193413	0.46532665650133276	-0.29431638140092886
738	ce	2306801	0.4828552580995096	0.2881988539306608	0.19465640416884877	0.27822697119015305	-0.3279997390814928
739	ce	2301307	0.54432759756147	0.3055558100899409	0.23877178747152905	0.3368161337868717	-0.29346993495504603
740	ce	2306306	0.5142104867727328	0.35057740147197514	0.1636330853007577	0.3624181646749085	-0.37780427418344886
741	ce	2301901	0.5592963362195956	0.37936650448494835	0.17992983173464727	0.46663699522142443	-0.3147335675846066
742	ce	2308609	0.41462207653169614	0.35895123941185636	0.05567083711983978	0.1368600491223143	-0.4544100058924315
743	ce	2313559	0.3929058633254461	0.3176580332790644	0.07524783004638169	0.29624105570514947	-0.5229690955035327
744	ce	2313104	0.5133048615975454	0.19927436148098843	0.314030500116557	0.4870200726036773	-0.2984490791399218
745	ce	2310902	0.4311933158842074	0.2175825269123859	0.2136107889718215	0.4444362287853991	-0.37918326145320835
746	ce	2312700	0.5308073655879456	0.3847516548074855	0.1460557107804601	0.4058313630723577	-0.3458032004390693
747	ce	2305266	0.40768124875835177	0.34471750041094884	0.06296374834740293	0.17280515993895262	-0.47011327841402506
748	ce	2314003	0.49565834489841587	0.3116437846986656	0.18401456019975027	0.31269171420460573	-0.36461739574400787
749	ce	2304236	0.49547109415205703	0.39410705558584436	0.10136403856621268	0.1757890942912217	-0.33492766380111794
750	ce	2300754	0.5140253721052375	0.21847664246826715	0.2955487296369703	0.4618926436394204	-0.35691241963221376
751	ce	2302057	0.45914629155090125	0.42550086315979274	0.03364542839110851	0.11977168217121048	-0.3913654644685287
752	ce	2303808	0.5013261162755196	0.4158460463506305	0.0854800699248891	0.3743117195675404	-0.3962956763851857
753	ce	2302107	0.5344417681494449	0.31507271931605274	0.21936904883339214	0.4541997405806406	-0.35531400171117067
754	ce	2301109	0.505785744489019	0.37180497065135576	0.13398077383766327	0.5023844741302921	-0.362534453588911
755	ce	2312502	0.5161684937287605	0.3454857856105361	0.1706827081182244	0.3544243311771481	-0.29989988025422587
756	ce	2314102	0.4996663933953459	0.4498512339052173	0.0498151594901286	0.13683627122516162	-0.42250419987629784
757	ce	2305605	0.5270626946335779	0.2968956023085525	0.2301670923250254	0.401369360411557	-0.27228661380814445
758	ce	2304905	0.46248954617277005	0.2892661232195223	0.17322342295324777	0.35585895048082716	-0.31223974833688406
759	ce	2305407	0.5044451879979408	0.3373711221753981	0.1670740658225427	0.443244963313457	-0.3261257336212815
760	ce	2307601	0.5284385958627015	0.3573977340198877	0.17104086184281375	0.53664217405353	-0.3111864508493437
761	ce	2304509	0.47581845018346935	0.3433197535234238	0.13249869666004555	0.24176743970228454	-0.4252956848116426
762	ce	2311355	0.4679003532193198	0.34823611733332516	0.11966423588599462	0.2220607927354532	-0.3723322167814209
763	ce	2309458	0.38892733810590097	0.3089555053847286	0.07997183272117236	0.20944669270318672	-0.5361369819263474
764	ce	2309300	0.552694876828361	0.45686179116221426	0.09583308566614679	0.42199592573413314	-0.3659573586852348
765	ce	2302503	0.5671257629329887	0.29776750173900945	0.2693582611939792	0.45899475704938275	-0.2725199535800581
766	ce	2303956	0.4562571140943208	0.385309868025696	0.07094724606862479	0.37931340732301844	-0.49459046378843297
767	ce	2306207	0.46184444440366124	0.41895379326377125	0.04289065113988999	0.21675436282570693	-0.470419458114557
768	ce	2302800	0.48797313928067376	0.2738176272240337	0.21415551205664007	0.3640535158010395	-0.38378069423240835
769	ce	2311900	0.5049460382380233	0.3190724504160459	0.18587358782197738	0.3135677521020809	-0.3697535393808056
770	ce	2306009	0.5294393776450778	0.22672935682740658	0.3027100208176712	0.5213432539019328	-0.23414090896078454
771	ce	2311504	0.43110663149465234	0.35569438791781005	0.07541224357684229	0.22138111880776912	-0.4023808893303573
772	ce	2302701	0.618112696772618	0.34385943878967407	0.274253257982944	0.4643511318952709	-0.18414147899678568
773	ce	2302206	0.5095372287381164	0.38235750147958325	0.1271797272585331	0.4333208108155401	-0.42699893382775356
774	ce	2303204	0.4929611230975507	0.44608908624864996	0.04687203684890073	0.1683476251461179	-0.38475989306167224
775	ce	2311405	0.4555258494621641	0.2726662881965223	0.18285956126564185	0.3827106710275101	-0.4182575728129483
776	ce	2306504	0.4742112488476543	0.20316794256919235	0.27104330627846196	0.4452840830153354	-0.35729256180528224
777	ce	2308351	0.4338282827815435	0.35490178484487833	0.07892649793666517	0.1834319582997358	-0.40606838198352957
778	ce	2312809	0.4076233508392799	0.37592729826614135	0.03169605257313857	0.08353503710376897	-0.4686267833412626
779	ce	2313005	0.4204648792783694	0.3066446176280959	0.11382026165027348	0.252964277940239	-0.39247165542724394
780	ce	2313351	0.5541675817422884	0.3608709246101439	0.1932966571321445	0.2912108971425752	-0.36430927089067966
781	ce	2307650	0.4726248266217693	0.3455517926184215	0.1270730340033478	0.7710856689685764	-0.26665430093636133
782	ce	2303931	0.4163201177467756	0.24511086288446904	0.17120925486230654	0.25232971240082125	-0.45062615676284057
783	ce	2304301	0.48736147981726685	0.40709754336231707	0.08026393645494978	0.19376277907433392	-0.39377403820510737
784	ce	2301802	0.4324920654571015	0.4617345570936364	-0.029242491636534917	0.03876940658804395	-0.44027798377848615
785	ce	2304400	0.6298655997161636	0.6585355566841907	-0.0286699569680271	1.0377359588751607	-0.17541499932549898
786	ce	2311959	0.4367202369769031	0.45814839418894726	-0.021428157212044163	0.0441037263439511	-0.41376909631031655
787	ce	2309409	0.49604300786774336	0.2048118957915157	0.29123111207622765	0.34106097691416803	-0.2869848373967806
788	ce	2304806	0.39912436432158205	0.2958415614139106	0.10328280290767144	0.1770105371129761	-0.4615032454439997
789	ce	2306405	0.5107367276887415	0.3702569426921358	0.14047978499660563	0.40913068132687525	-0.37605734299573346
790	ce	2308005	0.4763399402326324	0.39689519367361115	0.07944474655902123	0.27411428989313835	-0.4078509563441506
791	ce	2300101	0.48867894389627664	0.4004353135708214	0.08824363032545524	0.2783204952416283	-0.30121318446232703
792	ce	2313708	0.46615993509083353	0.25253190536320613	0.2136280297276274	0.36898253224249766	-0.4050685334609764
793	ce	2308302	0.5023299724394066	0.32908554580747895	0.17324442663192763	0.35497020600553686	-0.36195610060280237
794	ce	2313401	0.5365979493912884	0.42293788610292593	0.11366006328836242	0.31726813873843107	-0.34351777240529857
795	ce	2304657	0.5353638778083751	0.5105132951026112	0.0248505827057639	0.0519557928459482	-0.3749393482589124
796	ce	2310001	0.412614336569438	0.19502308604980745	0.21759125051963057	0.2608237583068682	-0.3669379008714484
797	ce	2301208	0.4506772421905023	0.31396033914265975	0.13671690304784256	0.2591860959240968	-0.4439859174507118
798	ce	2303501	0.5752448054344962	0.30526856155651516	0.269976243877981	0.5531857773461095	-0.33444197067662873
799	ce	2311264	0.47432961984100297	0.36641296737870555	0.10791665246229742	0.18957983430423575	-0.3939079383026386
800	df	5300108	0.6300727724761008	0.7147037432787078	-0.08463097080260695	1.2128896137457186	-0.1386919361339477
801	es	3203106	0.5626061158645812	0.48375269704813617	0.07885341881644503	0.7023637918911978	-0.25965482892913017
802	es	3204401	0.5494924635950718	0.3532979786853513	0.19619448490972047	0.7813233723886022	-0.17812768345927732
803	es	3201209	0.5450259883735442	0.40566556892876515	0.13936041944477906	0.9730062886364603	-0.10455448636905063
804	es	3203163	0.5458671945859307	0.33110968949115493	0.21475750509477576	0.4732646438795446	-0.21381604486511507
805	es	3203353	0.49560458249210504	0.07243120187024288	0.42317338062186216	0.6578621455784518	-0.1514220983033593
806	es	3204252	0.6082949925319122	0.2667750284195849	0.3415199641123273	0.5223063260310244	-0.23540410095802755
807	es	3202900	0.5381599233657341	0.40529187258297417	0.13286805078275998	0.6783248620133029	-0.2457514251908156
808	es	3203403	0.5369769328192335	0.4616467234813011	0.07533020933793244	0.7281322987703216	-0.2911043224566764
809	es	3205069	0.6097997929547249	0.29140407947986946	0.3183957134748554	0.8649850723014171	-0.10357540086670292
810	es	3204559	0.622974967659561	0.24379237715421942	0.37918259050534153	0.5995023835457441	-0.07495298361171199
811	es	3201803	0.346288006565169	0.13634335867463232	0.20994464789053668	0.5327837947321743	-0.3988347735684046
812	es	3204054	0.5059134281270194	0.16125295797191097	0.3446604701551085	0.6539863510349808	-0.23126264468447744
813	es	3205002	0.5131629182939832	0.5260065026802517	-0.012843584386268536	0.9967248728101674	-0.21616328998710743
814	es	3205309	0.6219126049382017	0.6299244034184155	-0.008011798480213828	1.214664597366336	-0.0599404409221419
815	es	3202405	0.5768713247824512	0.654374432039297	-0.07750310725684584	0.9778412324240401	-0.24613639417541655
816	es	3203502	0.6483266786092811	0.4963252095398838	0.15200146906939727	0.7094007518807312	-0.21783489320003813
817	es	3203304	0.5602651086661052	0.3081407957982074	0.2521243128678978	0.6138415256858645	-0.24044222346060806
818	es	3200300	0.5491627843109093	0.4337437683854781	0.11541901592543113	0.6246535412604239	-0.24088972041439094
819	es	3205010	0.5115766700352595	0.05952971585553657	0.45204695417972296	0.7115761090343777	-0.19769055170224803
820	es	3205200	0.5902044711023628	0.6073228900754236	-0.017118418973060767	1.1271062695166856	-0.11095627611930459
821	es	3201159	0.5965527060526312	-0.09716297924629869	0.6937156852989299	0.7695015942438108	0.18656436010388544
822	es	3200359	0.562619853204784	0.09166759331790186	0.47095225988688216	0.6124723144235545	-0.03614041274214086
823	es	3200805	0.5202927312705241	0.3948445930083727	0.1254481382621514	0.7134110182469606	-0.29270906518684836
824	es	3201605	0.5649611153025431	0.44287972250872976	0.12208139279381336	0.767746075540755	-0.28284673190256737
825	es	3204609	0.5749000500695823	0.4918252754160892	0.08307477465349311	0.7522086585281754	-0.2182208010252883
826	es	3201506	0.5597417188499223	0.3629091432682017	0.19683257558172063	0.8859059935544318	-0.1725871215203254
827	es	3202652	0.47355709652842526	0.1282071638010791	0.34534993272734615	0.7915044932837247	-0.271209630588098
828	es	3200706	0.4713142570999884	0.3106825129262972	0.1606317441736912	0.780466430833819	-0.2914059053240272
829	es	3204203	0.5852194965909407	0.5927524315144151	-0.007532934923474399	0.9623198641383981	-0.24672621127270022
830	es	3200102	0.5392154648777485	0.28111040575920065	0.25810505911854786	0.6320791841094726	-0.2204332412337524
831	es	3204708	0.5559028765489014	0.1693900229481583	0.38651285360074306	0.8498740697556062	-0.13085783938297046
832	es	3203320	0.6058100278961263	0.6939377558141911	-0.08812772791806489	0.8293043883884845	-0.25794980632977715
