Cod2000	Cod2010	Gini_RD	Gini_RP	RendaMedia	RendaMedia2010
4319125	['4319125']	0.5011631098309888	0.5040300912266849	468.719411478692	468.719411478692
4319158	['4319158']	0.5297176478944101	0.5546227199621543	517.442567310158	517.442567310158
4319208	['4319208']	0.4847192845335059	0.5125013471498236	472.088670035364	472.088670035364
4319307	['4319307']	0.4209250597969223	0.41689620209230327	572.17646251551	572.17646251551
4319356	['4319356']	0.4370174862568872	0.41992925577743834	836.812862486765	836.812862486765
4319372	['4319372']	0.47526802546465696	0.4617712053260594	902.682072618539	902.682072618539
4319406	['4319406']	0.47939655360639966	0.4920134952093628	606.352263650999	606.352263650999
4319505	['4319505']	0.42569437383135744	0.44351534014059857	765.628500711213	765.628500711213
4319604	['4319604']	0.52375471529868	0.5225010654073091	639.537624125449	639.537624125449
4319703	['4319703']	0.5293792449659755	0.525293171807654	822.489395968209	822.489395968209
4319711	['4319711']	0.4626356325675618	0.42644266952120824	940.338171812156	940.338171812156
4319737	['4319737']	0.5495297714767232	0.5927580013023276	514.225501559465	514.225501559465
4319752	['4319752']	0.33538106513265664	0.290589869332446	814.232581728231	814.232581728231
4319802	['4319802']	0.5091525026846024	0.5225207317096064	601.403292630797	601.403292630797
4319901	['4319901']	0.41536159902129755	0.41657718206213457	705.214524439966	705.214524439966
4320008	['4320008']	0.4461375244730462	0.4507786168189378	716.450625483568	716.450625483568
4320107	['4320107']	0.5321052323483462	0.530487010095114	986.96614659696	986.96614659696
4320206	['4320206']	0.5199182413045735	0.5270876542659937	623.100930760151	623.100930760151
4320230	['4320230']	0.5840502558325988	0.5730104485877795	839.524943805188	839.524943805188
4320263	['4320263']	0.4889612756598587	0.4938215923613477	514.359193450707	514.359193450707
4320305	['4320305']	0.511262048802533	0.4768696552956804	1048.39476123645	1048.39476123645
4320321	['4320321']	0.4451492309598073	0.4289965746082509	614.736305867367	614.736305867367
4320354	['4320354']	0.45429305066151093	0.48328255099078765	511.591886495328	511.591886495328
4320404	['4320404']	0.39267406501235946	0.367382592853697	869.168793762673	869.168793762673
4320453	['4320453']	0.37797819984510495	0.3732380835026238	603.450549887438	603.450549887438
4320503	['4320503']	0.48401649089587384	0.4682804643002286	819.508873398299	819.508873398299
4320552	['4320552']	0.6403024540944018	0.6447133144076145	724.773432125294	724.773432125294
4320578	['4320578']	0.5015748644369913	0.48930633672971446	541.540685513619	541.540685513619
4320602	['4320602']	0.4494851266938483	0.43362679937776805	790.609395398581	790.609395398581
4320651	['4320651']	0.5236681306213196	0.5264289379846261	790.945177435046	790.945177435046
4320677	['4320677']	0.4706703315251659	0.4909670729064991	590.697666861276	590.697666861276
4320701	['4320701', '4311239']	0.4700102793070068	0.4704555389680552	682.9786955151675	682.9786955151675
4320800	['4320800']	0.5242043898094655	0.5319937653586346	723.15790251338	723.15790251338
4320859	['4320859']	0.42817237620720094	0.4214140237453321	594.987482832614	594.987482832614
4320909	['4320909']	0.443143499449268	0.4400809967054421	913.664254194532	913.664254194532
4321006	['4321006']	0.45083929108976617	0.4527304653913198	795.042152798162	795.042152798162
4321105	['4321105']	0.49092702839609803	0.5162663066262625	610.389272641491	610.389272641491
4321204	['4321204']	0.5080174175656024	0.5121680885987691	844.891324335205	844.891324335205
4321303	['4321303']	0.5244370815584418	0.5131704383802311	760.043025042271	760.043025042271
4321329	['4321329']	0.5558772414288629	0.5334811101917072	948.389044249154	948.389044249154
