Cod2000	UF	Cod2010	Renda(Total)	Renda(Beneficios)	Total(%)	Beneficio(>Sal)	Beneficio(>Sal)(%)	Beneficio(<=Sal)	Beneficio(<=Sal)(%)
1717503	to	['1717503']	2725434.53124607	690428.019133422	0.2533276845280734	277570.76868326	0.1018445923029949	412857.250450162	0.1514830922250785
1717800	to	['1717800']	1402501.81079466	526402.876904244	0.3753313349420798	247521.858816146	0.17648594597956327	278881.018088098	0.19884538896251658
1717909	to	['1717909']	2182367.74782392	578114.391845943	0.2649023714827127	195925.080370328	0.08977638189791276	382189.311475615	0.17512598958479988
1718006	to	['1718006']	822810.539857822	198058.323550106	0.24070951203946608	50099.1743310845	0.060887861669518005	147959.149219022	0.17982165036994868
1718204	to	['1718204']	29893890.2765672	4865623.23577634	0.16276313289308939	2943579.56410192	0.09846759778901348	1922043.67167442	0.06429553510407592
1718303	to	['1718303']	1536315.74825273	575734.566737942	0.3747501562701104	139051.556657863	0.09050975153773433	436683.010080079	0.284240404732376
1718402	to	['1718402']	1433112.86144307	386472.995263409	0.2696738028533571	113708.256814195	0.07934354639710421	272764.738449214	0.19033025645625296
1718451	to	['1718451']	898285.503045696	161185.642131166	0.1794369847722751	49142.6496427154	0.054707161004039384	112042.99248845	0.12472982376823503
1718501	to	['1718501']	623207.880942431	179685.014281456	0.28832275678178476	34986.2825764662	0.056139024627800016	144698.73170499	0.23218373215398502
1718550	to	['1718550']	719519.435381274	289777.851073866	0.40273804545712166	48530.8838670856	0.06744902428016977	241246.96720678	0.3352890211769513
1718659	to	['1718659']	416593.157559864	129990.257949275	0.31203166828441137	57204.0131147742	0.137313856640946	72786.2448345007	0.17471781164346512
1718709	to	['1718709']	790853.799560909	157808.716258431	0.19954221165283417	36167.09666704	0.04573171006717092	121641.619591391	0.15381050158566326
1718758	to	['1718758']	1716108.67386237	484474.972770021	0.2823101940739188	71704.9391659328	0.04178344894938947	412770.033604088	0.24052674512452918
1718808	to	['1718808']	908186.101688062	242763.036559809	0.2673053860971677	73396.6209485269	0.08081671896553282	169366.415611282	0.18648866713163476
1718840	to	['1718840']	1274009.05231471	317128.818700394	0.24892195084816066	153673.630356085	0.1206220866930889	163455.188344309	0.12829986415507175
1718865	to	['1718865']	2090319.68519732	310681.599913848	0.1486287490444413	127113.304174971	0.06081046122998735	183568.295738876	0.08781828781445346
1718881	to	['1718881']	935668.015654643	226320.07008697	0.24188073793312737	103761.8788617	0.11089604125145038	122558.19122527	0.13098469668167698
1718899	to	['1718899']	844515.160672409	152805.175771788	0.18093834532244918	46473.2354349285	0.055029486265144346	106331.940336859	0.12590885905730426
1718907	to	['1718907']	1253439.38254613	348912.997899418	0.27836447678121123	90844.9332732073	0.07247652701694487	258068.064626211	0.20588794976426664
1719004	to	['1719004']	937758.081433298	213584.656389253	0.22776093388905136	55617.1869358052	0.059308672499839406	157967.469453448	0.16845226138921215
1720002	to	['1720002']	740443.136353095	257407.020943229	0.3476391478365725	121021.242081011	0.16344434317681303	136385.778862219	0.18419480465976087
1720101	to	['1720101']	1460566.94013846	317455.987268641	0.21735120694882124	73710.0693261382	0.05046675184853258	243745.917942503	0.1668844551002888
1720150	to	['1720150']	316505.978637377	77756.0872068029	0.2456702004226232	15751.1667750872	0.04976577960043345	62004.9204317158	0.19590442082219006
1720200	to	['1720200']	3101800.92078277	748569.508733903	0.24133383406985195	219010.993885683	0.07060768871988517	529558.51484822	0.1707261453499668
1720259	to	['1720259']	902752.839363883	230217.200335109	0.2550168665183369	82979.0083307573	0.09191774837199929	147238.192004351	0.16309911814633685
1720309	to	['1720309']	785911.090457563	276045.781959966	0.35124301630512705	75580.546199692	0.09616933406002512	200465.235760274	0.2550736822451019
1720499	to	['1720499']	1472323.72618932	360391.502591389	0.24477735173375026	98657.4596330005	0.06700799415108695	261734.042958388	0.17776935758266296
1720655	to	['1720655']	2204943.22351818	462803.268750706	0.20989350828374748	128356.837185982	0.058213216475106064	334446.431564725	0.15168029180864187
1720804	to	['1720804']	2020330.87092734	668752.573488798	0.33101141160202036	160647.595999867	0.07951548843389653	508104.977488931	0.25149592316812386
1720853	to	['1720853']	659094.134020441	118867.915793309	0.18035043805991827	26305.9851714688	0.03991233393476531	92561.9306218406	0.14043810412515356
1720903	to	['1720903']	5771024.90271987	1522916.98471273	0.26389021194397944	784039.61450136	0.13585795031517608	738877.37021137	0.12803226162880338
1720937	to	['1720937']	522500.123215447	121493.627395725	0.2325236339621464	27170.9925441506	0.05200188734299484	94322.6348515739	0.1805217466191506
1720978	to	['1720978']	1196698.21656397	209290.783559096	0.1748901942546751	85468.5655442101	0.07142031663556117	123822.218014886	0.10346987761911404
1721000	to	['1721000']	240218272.539483	20127518.6581699	0.08378845807769132	15542119.3257088	0.06469998789602589	4585399.33246107	0.0190884701816653
1721109	to	['1721109']	1797108.33053794	473055.098745369	0.26323126475284125	201961.107924683	0.1123811539308978	271093.990820687	0.150850110821944
1721208	to	['1721208']	9300734.16407287	2307797.69103393	0.2481307013320039	1089316.00018243	0.11712150685805747	1218481.6908515	0.13100919447394643
1721257	to	['1721257']	614930.579547709	130731.475841215	0.2125955029547726	57259.0607428821	0.09311467448081218	73472.4150983333	0.11948082847396108
1721307	to	['1721307']	645858.934359835	189632.524627872	0.2936129153587272	56576.0831660546	0.0875982047413061	133056.441461817	0.20601471061742055
1722081	to	['1722081']	4043025.5540794	822217.287960863	0.20336682936155284	252625.107089509	0.06248417273410777	569592.180871353	0.14088265662744484
1722107	to	['1722107']	5006168.15078393	1153468.81424554	0.23040952271347798	609072.201151896	0.12166435141746482	544396.613093644	0.10874517129601319
2100055	ma	['2100055']	44103311.9066447	6143748.68674159	0.13930356749049405	2428729.24720522	0.05506908987574927	3715019.43953636	0.08423447761474455
2100105	ma	['2100105']	883559.476644333	305407.38652234	0.34565571938885825	84887.5238008147	0.0960744873941126	220519.862721525	0.24958123199474527
2100154	ma	['2100154']	1983105.37468177	843495.80682492	0.425340890904638	228311.856939024	0.11512845452080998	615183.949885895	0.3102124363838275
2100204	ma	['2100204']	4513694.4798529	1451489.78426947	0.3215746636703629	312551.913741675	0.06924525245046292	1138937.8705278	0.2523294112199011
2100303	ma	['2100303']	4121380.84964213	1252590.2090592	0.3039248870115863	223856.067853876	0.054315792696837034	1028734.14120532	0.24960909431474831
2100402	ma	['2100402']	1764614.94986476	696657.034708826	0.39479266270651153	248773.588144334	0.14097896437032906	447883.446564492	0.2538136983361825
2100436	ma	['2100436']	4180561.99538793	1481223.70460702	0.354312101157962	328083.169476565	0.07847824523078767	1153140.53513045	0.2758338559271732
2100477	ma	['2100477']	4308719.22064063	1684584.45618386	0.3909710449717798	312964.558578116	0.0726351712775528	1371619.89760574	0.3183358736942261
2100501	ma	['2100501']	5901854.72236519	770523.237767738	0.13055611735880682	239597.728556792	0.04059702243242821	530925.509210945	0.08995909492637844
2100550	ma	['2100550']	1165197.35942028	316871.619507749	0.2719467367016708	72091.8137566445	0.06187090382054444	244779.805751104	0.21007583288112597
2100600	ma	['2100600']	8765658.42258349	2624744.82568105	0.29943498812579356	845468.162753824	0.09645232816460128	1779276.66292723	0.20298265996119275
2100709	ma	['2100709']	5157968.7828479	2041001.83067164	0.3956987559635306	656533.515228832	0.12728528280590645	1384468.3154428	0.2684134731576226
2100808	ma	['2100808']	2560932.98050432	814144.54200519	0.31790935108534624	269142.027407108	0.10509530294467383	545002.514598083	0.21281404814067278
2100832	ma	['2100832']	3203127.55838561	761270.144886701	0.2376646358942959	120742.156011652	0.037695082013064304	640527.988875048	0.19996955388123128
2100873	ma	['2100873']	2235759.10541406	767198.42215183	0.34314896461519534	95113.6958280017	0.042542014297370714	672084.726323829	0.3006069503178249
2100907	ma	['2100907']	7184200.43209612	3144530.19492443	0.43770078864669937	749114.511758049	0.10427249613071853	2395415.68316638	0.3334282925159807
2100956	ma	['2100956']	6359359.08715073	1481199.08692096	0.23291640975483927	248900.326929388	0.0391392156848476	1232298.75999157	0.19377719406999133
2101004	ma	['2101004']	8173879.90327272	2659393.57019278	0.3253526601397693	1065736.01131557	0.13038312575266275	1593657.55887722	0.1949695343871078
2101103	ma	['2101103']	2470462.41859403	810482.348927876	0.3280690865109906	246064.224093633	0.09960249637542395	564418.124834243	0.22846659013556664
2101202	ma	['2101202']	37299517.2008645	9113399.09350406	0.24433021597643725	3604024.55922388	0.09662389300686039	5509374.53428019	0.14770632296957714
2101251	ma	['2101251']	3729513.53335596	882273.958738512	0.23656542625402618	319630.351661444	0.08570296066839267	562643.607077068	0.15086246558563352
2101301	ma	['2101301']	3838820.65873798	1434088.53122601	0.37357528749401636	479293.924365922	0.12485447145725502	954794.60686009	0.24872081603676185
2101350	ma	['2101350']	801986.090483649	453044.96190067	0.5649037648863148	123354.143177191	0.15381082619874434	329690.81872348	0.4110929386875716
2101400	ma	['2101400']	43694988.9016727	5326866.44081603	0.12191023672767452	2567473.31147467	0.058758987609592556	2759393.12934136	0.06315124911808198
2101509	ma	['2101509']	5134952.52251681	1656124.0162006	0.3225198303077744	817405.58028373	0.15918464225314638	838718.435916871	0.16333518805462827
2101608	ma	['2101608']	24415724.9543544	8051703.48176959	0.3297753188497324	3364878.74792267	0.1378160490509033	4686824.73384692	0.19195926979882905
2101707	ma	['2101707']	10656918.4911579	2682199.26111377	0.2516861945917297	921445.378170561	0.08646452339248807	1760753.88294321	0.16522167119924172
2101731	ma	['2101731']	694666.796368454	261228.01819168	0.37604794062033103	82060.3333854919	0.11812905671392819	179167.684806188	0.2579188839064027
2101772	ma	['2101772']	2367534.03304653	853878.036130611	0.3606613565896011	185660.078434202	0.07841918039729111	668217.957696408	0.28224217619230957
2101806	ma	['2101806']	1166648.50180364	534479.139976565	0.4581321101859383	189122.171208922	0.16210724216980427	345356.968767643	0.296024868016134
2101905	ma	['2101905']	3835600.08199512	1759914.19023111	0.45883672765896794	503959.942113668	0.13139011662851174	1255954.24811745	0.3274466110304583
2101939	ma	['2101939']	1394406.84054911	511145.895056083	0.36656869443841544	162484.15418046	0.11652564334557812	348661.740875623	0.25004305109283737
2101970	ma	['2101970']	1567200.83316693	457441.471491706	0.29188439784537923	139845.614797015	0.0892327338254544	317595.856694691	0.20265166401992488
2102002	ma	['2102002']	7565643.94223478	2508085.54945535	0.3315098580643088	845170.20484079	0.11171160198574441	1662915.34461456	0.21979825607856446
2102036	ma	['2102036']	5831454.24467397	1291029.95590973	0.22139073749723126	425086.755847253	0.07289549707699355	865943.200062479	0.14849524042023807
2102077	ma	['2102077']	2390367.42693619	1069572.38565232	0.44745103769391004	225435.592315772	0.09431001685155992	844136.793336552	0.3531410208423518
2102101	ma	['2102101']	6536064.812582	2555334.70210662	0.3909592048701187	900112.203559862	0.1377146998033336	1655222.49854676	0.2532445050667854
2102150	ma	['2102150']	1007105.44823608	308519.68701833	0.3063429828114767	82419.5493746904	0.08183805332306182	226100.137643639	0.22450492948841427
2102200	ma	['2102200']	4104174.94681037	1650399.74302134	0.40212704487755246	326573.010003899	0.07957092819781009	1323826.73301745	0.32255611667974454
2102309	ma	['2102309']	5148712.11623475	1837426.83277602	0.3568711536584666	332554.498065993	0.06458984121823264	1504872.33471003	0.29228131244023453
2102325	ma	['2102325']	13927920.4095773	2845337.66126003	0.20429020109157728	551103.063994388	0.039568223237076455	2294234.59726564	0.16472197785450066
2102358	ma	['2102358']	3404170.7005292	1355172.72694018	0.3980918837969875	587360.001319145	0.1725412891979348	767812.725621034	0.22555059459905247
2102374	ma	['2102374']	924252.457465028	347584.510779215	0.37607096196697637	66770.284074584	0.07224247394236488	280814.226704631	0.3038284880246115
2102408	ma	['2102408']	1482581.90775454	740811.100561199	0.49967633942275896	206035.143059184	0.13897049598509986	534775.957502015	0.3607058434376591
2102507	ma	['2102507']	2410839.7781451	1020698.3075999	0.42337873999458614	172976.394396441	0.07174943601168263	847721.913203458	0.35162930398290304
2102556	ma	['2102556']	4668772.638892	1017855.57637313	0.2180135241314062	480865.331482072	0.10299609098038917	536990.244891055	0.11501743315101641
2102606	ma	['2102606']	3757993.90757245	962918.137989064	0.25623195823941075	285009.510135214	0.0758408654045215	677908.62785385	0.18039109283488924
2102705	ma	['2102705']	3531325.30982516	1223805.6931517	0.3465570531683166	358119.277076786	0.10141214576872751	865686.416074913	0.24514490739958877
2102754	ma	['2102754']	2083813.67713603	816719.050290449	0.39193477768748425	139783.890778931	0.06708080108728742	676935.159511518	0.3248539766001968
2102804	ma	['2102804']	7799417.87143129	2082460.79160549	0.2670020796338397	917562.820085329	0.11764503905429866	1164897.97152016	0.14935704057954094
2102903	ma	['2102903']	4820231.02801115	1299878.81443898	0.26967147567931327	478689.201787286	0.09930835244318059	821189.612651699	0.1703631232361337
2103000	ma	['2103000']	49665584.984321	13732137.3960717	0.2764920095153781	5449076.53068582	0.10971533975500433	8283060.86538584	0.16677666976037292
2103109	ma	['2103109']	2081894.2832219	734856.02647833	0.35297470789010515	227087.735010515	0.10907745741012283	507768.291467815	0.2438972504799823
2103125	ma	['2103125']	1437031.77905764	591156.336665495	0.41137318275115436	189823.150342737	0.13209391268105222	401333.186322758	0.27927927007010217
2103158	ma	['2103158']	2344380.26463862	566343.971586089	0.2415751318711043	134584.612901023	0.057407330598634294	431759.358685066	0.18416780127247
2103174	ma	['2103174']	3242034.13482001	499117.730278472	0.1539520281165028	137749.447995539	0.04248858656856385	361368.282282933	0.11146344154793895
2103208	ma	['2103208']	17901623.4281503	5195243.40087745	0.29021074103859934	1593308.37825692	0.08900356912610746	3601935.02262053	0.2012071719124919
2103257	ma	['2103257']	3586499.16011502	903527.394280709	0.2519246077982443	200739.451160791	0.05597086244803505	702787.943119918	0.19595374535020926
2103307	ma	['2103307']	31521368.488693	10115214.7541258	0.32090024129993655	3716663.76205381	0.11790934024285815	6398550.99207195	0.20299090105707715
2103406	ma	['2103406']	10525138.3598726	3006442.67680975	0.2856440052391046	915618.903684787	0.08699352658161826	2090823.77312497	0.19865047865748703
2103505	ma	['2103505']	10869006.8564448	3074515.8143022	0.28286998572267524	1220118.04146708	0.11225662634885618	1854397.77283512	0.17061335937381905
2103554	ma	['2103554']	2467182.36079905	710801.035362095	0.2881023497314105	228462.743627459	0.09260067162342489	482338.291734637	0.19550167810798605
2103604	ma	['2103604']	13618718.7246937	4881886.34076514	0.35846884273431817	1564653.59187993	0.11488992639541579	3317232.74888522	0.24357891633890308
2103703	ma	['2103703']	8872423.5964358	3153603.49580669	0.35543878868379825	1441557.28038601	0.16247615600376739	1712046.21542068	0.1929626326800309
2103752	ma	['2103752']	3258209.96917641	917533.380248212	0.2816065842681527	292812.042291503	0.08986899096792039	624721.337956709	0.1917375933002323
2103802	ma	['2103802']	6400353.57729591	1651018.12949603	0.25795733150629624	248913.398633035	0.0388905699703857	1402104.73086299	0.21906676153590976
2103901	ma	['2103901']	1724075.67505101	611388.220475077	0.3546179725881162	151918.569981437	0.08811595232149089	459469.65049364	0.26650202026662534
2104008	ma	['2104008']	4805000.91999297	1446575.72647249	0.30105628501619647	351813.001001953	0.07321809232920348	1094762.72547053	0.22783819268699157
2104057	ma	['2104057']	17868434.2007401	2652094.83113787	0.1484234601276939	1390705.14849332	0.07783027504646814	1261389.68264455	0.07059318508122575
2104073	ma	['2104073']	1525255.369593	562254.88215498	0.3686299968935775	213718.056354599	0.14011952399264632	348536.825800381	0.22851047290093118
2104081	ma	['2104081']	986015.661893126	473437.684229153	0.48015229628316874	98168.8188054406	0.0995611151013148	375268.865423713	0.3805911811818546
2104099	ma	['2104099']	2760761.86316849	842203.74603337	0.30506207625846576	221771.317668713	0.08032975267710665	620432.428364657	0.2247323235813591
2104107	ma	['2104107']	3103297.90251978	669741.873701322	0.21581617193680075	164810.289081713	0.05310811087388428	504931.584619609	0.16270806106291646
2104206	ma	['2104206']	3792758.76121769	1318550.40320553	0.3476494251857455	511727.310125231	0.1349221878696386	806823.093080304	0.21272723731610815
2104305	ma	['2104305']	2696322.36451649	602961.559755751	0.22362369117680606	154620.592114888	0.0573449948528743	448340.967640863	0.16627869632393172
2104404	ma	['2104404']	4050418.71581151	1529758.95327711	0.3776792130910889	412012.623691954	0.10172099543279105	1117746.32958516	0.2759582176582988
2104503	ma	['2104503']	2383126.78486791	918782.964347098	0.38553675372249385	242892.125862211	0.10192161298530066	675890.838484886	0.28361514073719274
2104552	ma	['2104552']	4869698.40708716	1069068.42017779	0.219534831689353	298543.087839181	0.06130627872245509	770525.332338605	0.15822855296689706
2104602	ma	['2104602']	3842954.48956425	1361899.44709142	0.3543886483146577	398647.140984452	0.10373454644518944	963252.306106973	0.25065410186946957
2104628	ma	['2104628']	1359134.22267469	516401.610391247	0.37994894233109766	115592.505845403	0.08504863163398554	400809.104545844	0.2949003106971121
2104651	ma	['2104651']	2262389.08279082	885826.787168226	0.3915448469524503	343954.966918681	0.15203174800259722	541871.820249545	0.2395130989498531
2104677	ma	['2104677']	5749465.03198588	1446864.79744265	0.2516520736091683	209160.366579539	0.03637910056256042	1237704.43086311	0.21527297304660775
2104701	ma	['2104701']	1356078.02548435	550318.859562361	0.4058165158791684	173375.766215731	0.12785087801552306	376943.09334663	0.2779656378636453
2104800	ma	['2104800']	20711058.3252073	5517477.38783258	0.26640248418002344	3108781.30973121	0.15010248442724589	2408696.07810137	0.11629999975277752
2104909	ma	['2104909']	2679308.90516245	1171728.57301627	0.43732492761793984	435447.528933129	0.16252233107355243	736281.044083146	0.27480259654438927
2105005	ma	['2105005']	3140791.46668306	1325133.29264666	0.4219106256188706	376306.526530685	0.11981264293490212	948826.766115973	0.30209798268396787
2105104	ma	['2105104']	3820608.18023538	1733713.91126231	0.4537795632200891	435971.934953506	0.11411061129190345	1297741.97630881	0.3396689519281872
2105153	ma	['2105153']	2671864.32500742	766856.070165518	0.2870116057121981	191189.21349947	0.07155648275626385	575666.856666048	0.21545512295593428
2105203	ma	['2105203']	3170587.35618705	1068691.49666735	0.3370642018684383	287916.558349881	0.090808587181187	780774.938317467	0.24625561468725066
2105302	ma	['2105302']	149631615.82727	22805456.8732124	0.15241068371231317	11895720.3619438	0.07950004613781517	10909736.5112687	0.07291063757449866
2105351	ma	['2105351']	1932881.33587273	761954.904497494	0.3942067680804926	190309.760130034	0.09845910175551764	571645.144367459	0.29574766632497446
2105401	ma	['2105401']	13031838.5283539	3843685.78613569	0.2949457805030984	1116568.01935563	0.0856800072320009	2727117.76678006	0.20926577327109747
2105427	ma	['2105427']	8026933.96307199	1509211.60137	0.1880184399564201	389588.27598211	0.048535129075985395	1119623.32538789	0.1394833108804347
2105450	ma	['2105450']	1735577.43815543	584745.788041274	0.33691714076598117	189667.374723822	0.10928200064953617	395078.413317451	0.22763514011644448
2105476	ma	['2105476']	1933160.95817694	820265.544047829	0.4243131129760541	188535.04112452	0.09752682016830987	631730.502923309	0.3267862928077443
2105500	ma	['2105500']	5962921.74784184	1453828.46113078	0.24381142711741338	283430.952009144	0.04753222731989166	1170397.50912163	0.19627919979752076
2105609	ma	['2105609']	3373105.45154177	1246142.86994579	0.36943489844831456	366248.538777434	0.10857903615495629	879894.331168355	0.26085586229335794
2105658	ma	['2105658']	956061.628408142	279203.015271779	0.292034537288832	37382.0370718276	0.03910002866035874	241820.978199951	0.25293450862847283
2105708	ma	['2105708']	11844769.7213696	3624315.3829969	0.3059844529065124	1200713.38971417	0.10137076684132722	2423601.99328272	0.20461368606518432
2105807	ma	['2105807']	2419409.36262664	1136303.30059737	0.46966144636380935	313689.722342664	0.1296554965804157	822613.578254704	0.3400059497833929
2105906	ma	['2105906']	2881808.60742922	1145359.40789813	0.3974446481093249	280996.510376508	0.09750699947668526	864362.897521617	0.29993764863263794
2105922	ma	['2105922']	2281922.42968323	752959.586780687	0.32996721404119367	218072.956917645	0.09556545572318918	534886.629863042	0.23440175831800447
2105948	ma	['2105948']	1939227.06048538	715502.23499855	0.3689625880217776	231022.884274756	0.11913142559847117	484479.350723794	0.2498311624233064
2105963	ma	['2105963']	1607196.82314731	639767.03758335	0.3980639013027163	178529.807443352	0.11108148353214396	461237.230139998	0.2869824177705724
2105989	ma	['2105989']	1760100.71885296	533997.343300356	0.3033902194235547	99732.3383398294	0.0566628587055086	434265.004960527	0.24672736071804638
2106003	ma	['2106003']	3310155.44608086	1229209.58251725	0.37134497232527336	497556.232092717	0.15031204431254458	731653.350424536	0.22103292801272972
2106102	ma	['2106102']	2253990.50246314	893082.132487846	0.3962226688674571	273726.038824358	0.12144063540872631	619356.093663488	0.2747820334587308
2106201	ma	['2106201']	1500871.3986756	404438.378429346	0.26946904230850877	142200.660829735	0.09474539987584266	262237.717599611	0.17472364243266608
2106300	ma	['2106300']	3132918.92392043	1080599.53592516	0.34491781056783105	334399.71304471	0.10673742958731067	746199.822880454	0.2381803809805217
2106326	ma	['2106326']	4451999.03918256	1260272.60009264	0.2830801599463151	428939.898334255	0.09634770685238367	831332.701758387	0.18673245309393185
2106359	ma	['2106359']	770340.548638324	278952.947363557	0.3621164014495176	57139.184903257	0.07417392866603979	221813.7624603	0.28794247278347784
2106375	ma	['2106375']	2442031.42680247	686130.407524511	0.2809670670057312	162808.31446066	0.06666921345637096	523322.093063851	0.21429785354936026
2106409	ma	['2106409']	2347045.9823398	832075.908029706	0.3545204969525987	219143.235512038	0.0933698091818258	612932.672517668	0.2611506877707729
2106508	ma	['2106508']	5716278.34714521	2586287.55212029	0.4524425500399082	1242345.54346039	0.21733468316511126	1343942.00865989	0.23510786687479512
2106607	ma	['2106607']	6195768.19162156	2435589.7542712	0.3931053711087529	843678.760782853	0.1361701623898303	1591910.99348835	0.25693520871892306
2106631	ma	['2106631']	1808270.9744839	531391.054609419	0.293866938145752	103510.340960785	0.05724271551188724	427880.713648634	0.2366242226338648
2106672	ma	['2106672']	1172380.79463323	481896.647986384	0.4110410629313845	128424.070930077	0.10954126126763569	353472.577056308	0.3014998016637496
2106706	ma	['2106706']	3261843.24078337	1351503.00992553	0.4143372045067839	367741.089135413	0.11274027045122366	983761.920790112	0.3015969340555587
2106755	ma	['2106755']	5902991.26311052	1232334.43626287	0.20876440118827214	245036.088543626	0.041510494869766545	987298.347719242	0.16725390631850526
2106805	ma	['2106805']	3351180.26760161	1196551.61440486	0.3570537896671295	421411.88885063	0.12575028950985923	775139.725554233	0.23130350015727114
2106904	ma	['2106904']	5520728.02681808	2007786.03717317	0.3636813890160742	468786.406377617	0.08491387442025579	1538999.63079555	0.2787675145958179
2107001	ma	['2107001']	2000104.19959952	786031.320303445	0.3929951851812679	282185.651257134	0.14108547510356503	503845.669046311	0.25190971007770285
2107100	ma	['2107100']	2880017.04950414	885015.743743405	0.3072953140662068	130764.44911333	0.045404053818307796	754251.294630076	0.2618912602478994
2107209	ma	['2107209']	1834197.42524547	659357.009553643	0.3594798468683934	207747.451670297	0.11326340818655017	451609.557883346	0.24621643868184323
2107258	ma	['2107258']	885628.581146871	305996.70344163	0.34551358205419536	83435.9099826873	0.09421095000642311	222560.793458943	0.25130263204777253
2107308	ma	['2107308']	1180801.84060245	390055.280161115	0.33033085378839444	67672.9490222184	0.05731101247919073	322382.331138897	0.27301984130920404
2107357	ma	['2107357']	4205080.55554093	1251080.35346212	0.2975163821329422	244951.185695724	0.05825124690487985	1006129.16776639	0.23926513522806092
2107407	ma	['2107407']	4498870.20008493	1478883.84144524	0.3287233851328543	431679.956722815	0.09595296986222579	1047203.88472242	0.23277041527062745
2107456	ma	['2107456']	2235600.30539512	776061.674025036	0.34713793523474895	191874.07057984	0.08582664357165946	584187.603445196	0.2613112916630894
2107506	ma	['2107506']	44389185.6447611	6942528.43513881	0.15640134718169088	4041559.84103503	0.09104829886673135	2900968.59410379	0.06535304831495975
2107605	ma	['2107605']	3113458.22214996	1233712.73747457	0.39625157925602256	379597.494770229	0.12192149940207087	854115.242704339	0.274330079853951
2107704	ma	['2107704']	5443011.88840303	1639390.86291106	0.30119185783958563	455743.06199985	0.08372994058140192	1183647.80091122	0.21746191725818556
2107803	ma	['2107803']	6278173.03834836	2245843.13368649	0.3577224010820381	517102.683594894	0.08236515311641229	1728740.45009159	0.2753572479656249
2107902	ma	['2107902']	3783019.11371733	1435510.54396181	0.3794616153951244	440897.319729046	0.11654641609669388	994613.224232758	0.262915199298429
2108009	ma	['2108009']	4055892.87734884	1474341.11287288	0.3635059301261902	545066.346954804	0.1343887433513999	929274.765918075	0.22911718677479012
2108058	ma	['2108058']	2293230.47739394	933928.332090933	0.40725445667033977	295739.814814919	0.12896209854624033	638188.517276014	0.27829235812409947
2108108	ma	['2108108']	4619367.49001018	1515857.85214496	0.32815268657952557	370045.839586715	0.08010746934227991	1145812.01255825	0.2480452172372467
2108207	ma	['2108207']	16983600.3023097	3819626.61410057	0.2249008776767501	1400112.31108837	0.08243907570634246	2419514.3030122	0.14246180197040767
2108256	ma	['2108256']	3501978.54135492	1142588.82277163	0.32626951001520443	217128.100849588	0.062001550919150085	925460.721922039	0.2642679590960535
2108306	ma	['2108306']	6904214.64544237	2480058.6277542	0.35920937501433897	887856.2026783	0.12859626304700625	1592202.4250759	0.23061311196733278
2108405	ma	['2108405']	2558005.39953869	1165186.24850514	0.4555057814636628	407226.302550903	0.15919681116558318	757959.945954232	0.2963089702980776
2108454	ma	['2108454']	3646111.4960538	1582462.12048672	0.4340136395169003	473148.687409324	0.1297680249003396	1109313.43307739	0.3042456146165591
2108504	ma	['2108504']	8359248.20760215	2578874.87787839	0.30850559928739574	906934.349178666	0.10849472663748312	1671940.52869973	0.20001087264991335
2108603	ma	['2108603']	22493231.4785059	6282402.15262281	0.27930189393312177	1958813.78498	0.08708458750588172	4323588.36764282	0.1922173064272405
2108702	ma	['2108702']	4836877.18115351	1761432.97327242	0.36416739712467733	495784.115608162	0.10250086926745704	1265648.85766426	0.2616665278572207
2108801	ma	['2108801']	3066895.78986815	1115580.79136034	0.3637491678216756	308625.419152694	0.10063120506809338	806955.372207651	0.26311796275358385
2108900	ma	['2108900']	4543703.9488469	1710915.56593406	0.37654644430965967	560368.522361761	0.1233285726073705	1150547.0435723	0.25321787170228943
2109007	ma	['2109007']	10545018.9536506	1939948.32647292	0.18396821617862769	831556.534191804	0.07885775623987153	1108391.79228112	0.10511045993875658
2109056	ma	['2109056']	1364754.08524486	552653.63942911	0.40494741536527773	118176.173951604	0.08659155171563468	434477.465477506	0.3183558636496431
2109106	ma	['2109106']	17250341.7131742	3793717.55155973	0.219921298640852	1526442.68137901	0.0884876779115196	2267274.87018072	0.1314336207293324
2109205	ma	['2109205']	1527208.05766527	532274.296594487	0.348527690070078	132416.383896026	0.08670487510291065	399857.912698461	0.2618228149671673
2109239	ma	['2109239']	1220229.17131822	406174.187805597	0.33286713459472933	124023.600186649	0.10163959615279944	282150.587618948	0.23122753844192995
2109270	ma	['2109270']	2804152.9856676	900020.008892037	0.32095966714090113	222302.61628131	0.07927620833011906	677717.392610727	0.2416834588107821
2109304	ma	['2109304']	1576351.24275291	544223.718185924	0.34524267398394154	91264.6075444204	0.05789611164643587	452959.110641504	0.28734656233750594
2109403	ma	['2109403']	1786042.26527461	883433.323218485	0.49463181269266	273696.368270841	0.15324182052811572	609736.954947644	0.3413899921645443
2109452	ma	['2109452']	6886387.55593553	1255316.77858157	0.18228959209529016	413394.409663268	0.060030662855585906	841922.368918303	0.12225892923970443
2109502	ma	['2109502']	5080682.54575143	1599046.89028468	0.3147307228675083	442557.127370154	0.08710584126934466	1156489.76291452	0.22762488159816247
2109551	ma	['2109551']	2190219.95964761	557453.853740086	0.2545195752073121	223735.310258609	0.10215198216648813	333718.543481477	0.152367593040824
2109601	ma	['2109601']	10625279.2388107	2731148.34702715	0.2570425007797584	1050234.25935553	0.09884297962912492	1680914.08767161	0.15819952115063254
