Cod2000	UF	Cod2010	Renda(Total)	Renda(Beneficios)	Total(%)	Beneficio(>Sal)	Beneficio(>Sal)(%)	Beneficio(<=Sal)	Beneficio(<=Sal)(%)
1101302	ro	['1101302']	6111275.72642551	1208559.14233219	0.1977588962491596	405129.836395581	0.06629218751230224	803429.30593661	0.13146670873685753
1101401	ro	['1101401']	6148921.79364912	1236850.56575318	0.2011491782235146	553365.815355345	0.08999395892900863	683484.750397834	0.11115521929450581
1101435	ro	['1101435']	2627747.37821854	749781.756060817	0.28533251037591195	201041.830484814	0.07650728991350329	548739.925576004	0.20882522046240903
1101450	ro	['1101450']	1709198.3570591	246365.710147638	0.1441410876216512	62688.8681078768	0.036677351021879766	183676.842039761	0.1074637365997713
1101468	ro	['1101468']	1144653.80644497	225607.947178556	0.19709710124429858	88299.2656436394	0.07714058621608616	137308.681534917	0.11995651502821278
1101476	ro	['1101476']	1545272.64454238	353739.351285575	0.22891711215811503	137949.254496313	0.08927178966347751	215790.096789261	0.13964532249463685
1101484	ro	['1101484']	2218230.57780129	533784.972387687	0.24063547664047377	181039.925833876	0.08161456597236288	352745.046553811	0.15902091066811092
1101492	ro	['1101492']	7363106.78192067	1312295.13330028	0.17822573706556613	507019.076561619	0.06885939476072121	805276.05673866	0.10936634230484477
1101500	ro	['1101500']	5041198.96829802	693889.642866191	0.13764377229103059	254069.268955916	0.05039857989213494	439820.373910275	0.08724519239889565
1101559	ro	['1101559']	2250547.48494472	442970.489588172	0.19682787968326412	171101.682228075	0.07602669278150234	271868.807360096	0.12080118690176134
1101609	ro	['1101609']	3962661.87428058	965603.273939195	0.24367541429824868	250873.732924303	0.06330939678517211	714729.541014892	0.1803660175130766
1101708	ro	['1101708']	4844965.21288551	1371284.638837	0.2830329173860684	484656.550666542	0.10003303003653471	886628.088170456	0.1829998873495333
1101757	ro	['1101757']	3669195.02214604	720006.472157017	0.19623009074505376	277716.719819174	0.07568873230857676	442289.752337843	0.12054135843647701
1101807	ro	['1101807']	3462440.41683641	1020815.30197632	0.29482537721444074	451669.865157305	0.13044841521633757	569145.436819012	0.1643769619981023
1200013	ac	['1200013']	3686551.18827151	744404.486675707	0.20192435928842514	260963.379831695	0.07078794420702218	483441.106844012	0.13113641508140295
1200054	ac	['1200054']	1726060.52413415	223877.40917373	0.12970426357791506	118366.880304133	0.0685763208468659	105510.528869597	0.06112794273104915
1200104	ac	['1200104']	7102414.80519266	1698459.78443363	0.23913835378804768	917372.44646012	0.12916345660203035	781087.337973507	0.1099748971860169
1200138	ac	['1200138']	2803665.26615289	677777.966692026	0.2417471068584638	352674.022574419	0.1257903455280695	325103.944117607	0.11595676133039429
1200179	ac	['1200179']	2925878.16225999	491724.318263493	0.1680604218610655	201436.835249938	0.06884662452736766	290287.483013555	0.09921379733369787
1200203	ac	['1200203']	34118663.9892767	5432167.01867803	0.15921394285501123	3110904.89643949	0.09117897750677545	2321262.12223854	0.06803496534823578
1200252	ac	['1200252']	6880461.88525158	1110691.43379648	0.1614268710909178	538548.335705265	0.07827211961738428	572143.098091213	0.08315475147353323
1200302	ac	['1200302']	7889425.91990266	1548700.78455588	0.19630082090624254	671844.305447003	0.0851575656160407	876856.479108878	0.11114325529020198
1200328	ac	['1200328']	1157777.24488311	188516.905972916	0.16282657722466187	55054.2374858982	0.047551666548306115	133462.668487017	0.1152749106763551
1200336	ac	['1200336']	4449033.71360171	1070888.12829269	0.24070128419542897	491369.446121524	0.11044408241261368	579518.682171163	0.1302572017828146
1200344	ac	['1200344']	2428304.75057077	373646.211526917	0.15387121877478185	126687.939872339	0.05217135116280655	246958.271654579	0.10169986761197572
1200351	ac	['1200351']	2253542.2342542	455446.776608712	0.20210261413602487	210346.792170795	0.09334051475649773	245099.984437917	0.10876209937952717
1200385	ac	['1200385']	5317011.62863554	1494824.62623387	0.28113999566660236	553884.98740888	0.10417223547638148	940939.63882499	0.1769677601902209
1200393	ac	['1200393']	1897092.4410136	574958.815377413	0.3030736947484844	204271.998558768	0.1076763546902476	370686.816818645	0.19539734005823683
1200401	ac	['1200401']	235207449.222714	41649641.5923692	0.17707620115777817	33165486.3391947	0.14100525493047142	8484155.25317468	0.03607094622730751
1200427	ac	['1200427']	2595890.69531554	648605.166546783	0.24985842728942123	209179.829793811	0.08058113932581604	439425.336752972	0.1692772879636052
1200435	ac	['1200435']	962884.492305794	60755.5256210341	0.06309741833679806	18921.8985959316	0.019651265283772337	41833.6270251025	0.043446153053025724
1200450	ac	['1200450']	9081209.76809589	2085802.42501977	0.2296833217472425	1318208.72185359	0.14515783199775006	767593.70316617	0.08452548974949137
1200500	ac	['1200500']	11983662.8568635	2284892.88480226	0.19066732034217856	1065435.53674965	0.08890733571826367	1219457.34805261	0.1017599846239149
1200609	ac	['1200609']	8852306.0410575	1815070.33611321	0.20503926634425093	606509.77029546	0.06851432468358337	1208560.56581775	0.13652494166066756
1200708	ac	['1200708']	6002363.36380254	1501595.40459549	0.25016736135151585	845031.57440153	0.14078314210324588	656563.83019396	0.10938421924826992
1200807	ac	['1200807']	4608526.2740748	1160280.40216612	0.251768208134835	394039.169518162	0.08550220744857717	766241.232647958	0.16626600068625783
1300029	am	['1300029']	2337026.4997802	463063.44006192	0.19814214349108647	132269.390083676	0.056597300071743344	330794.049978245	0.1415448434193436
1300060	am	['1300060']	1503070.9159794	478391.393918465	0.31827599671619317	187404.480641436	0.12468106371369934	290986.91327703	0.1935949330024945
1300086	am	['1300086']	2330697.47763972	418141.422182534	0.1794061332258285	87443.9173755346	0.03751834728207129	330697.504807	0.14188778594375745
1300102	am	['1300102']	3697873.25898991	872456.829243151	0.23593475712617212	277204.165715679	0.07496313321225036	595252.663527472	0.16097162391392175
1300144	am	['1300144']	6744969.24512266	765047.419240142	0.11342489364104273	216471.91094878	0.03209383217059329	548575.508291362	0.08133106147044944
1300201	am	['1300201']	2483046.38488081	374131.04948342	0.1506742088111974	126596.19648014	0.05098422536565575	247534.85300328	0.09968998344554166
1300300	am	['1300300']	7200717.84970043	1777426.48329838	0.24684017904858274	689847.087105624	0.0958025437886479	1087579.39619276	0.1510376352599354
1300409	am	['1300409']	5098371.63971812	900698.195320683	0.1766638956454106	306099.186321167	0.060038617808193105	594599.008999516	0.11662527783721752
1300508	am	['1300508']	3989906.46681915	1313536.73413069	0.3292149189597102	358439.102234361	0.08983646739972763	955097.631896331	0.23937845155998305
1300607	am	['1300607']	6985672.78754988	1264645.34233595	0.18103415101117343	302583.41565828	0.0433148566874697	962061.926677675	0.13771929432370447
1300631	am	['1300631']	2935957.98176561	734509.713901281	0.2501771886597524	257039.431560314	0.0875487432574689	477470.282340967	0.1626284454022835
1300680	am	['1300680']	2530670.85726748	665445.611412858	0.26295225611890927	231898.435542001	0.09163516261944706	433547.175870856	0.17131709349946178
1300706	am	['1300706']	8727951.94586187	1552215.97913743	0.177844239836056	622961.398863547	0.0713754386742365	929254.580273879	0.10646880116181903
1300805	am	['1300805']	7558953.43407723	1874135.85403563	0.24793589091138749	735831.350158539	0.09734566518709699	1138304.50387709	0.15059022572429037
1300839	am	['1300839']	2444585.78901065	460907.278688797	0.1885420756190075	127779.485197834	0.052270403342869684	333127.793490963	0.1362716722761378
1300904	am	['1300904']	2538403.64232462	433485.672298774	0.17077097789766657	165343.414141357	0.06513676997009774	268142.258157417	0.10563420792756885
1301001	am	['1301001']	5485294.25918487	812209.867909701	0.14807042786258792	237694.837230928	0.04333310593737411	574515.030678773	0.10473732192521382
1301100	am	['1301100']	6418268.3017552	991531.045332812	0.15448575826312194	293055.79084054	0.04565963544409607	698475.254492273	0.10882612281902602
1301159	am	['1301159']	4910794.41958438	1324435.43979669	0.2696988158402245	394031.431373876	0.08023781850905182	930404.008422816	0.1894609973311731
1301209	am	['1301209']	23890230.5039947	4133712.8920947	0.173029426878217	1714865.15667607	0.0717810218025869	2418847.73541863	0.1012484050756301
1301308	am	['1301308']	5388756.66544506	980683.535463801	0.18198697702428282	374261.47378196	0.0694522868664454	606422.06168184	0.11253469015783725
1301407	am	['1301407']	7383080.47009161	1205231.11451926	0.16324231049648918	433024.611547334	0.058650940254747215	772206.50297193	0.10459137024174252
1301506	am	['1301506']	3325362.82587813	763845.86916586	0.22970301562932488	275793.607001145	0.08293639564829022	488052.262164715	0.14676661998103466
1301605	am	['1301605']	4523672.97086903	821517.576709488	0.18160410401012447	224659.660923314	0.049663108356870295	596857.915786174	0.13194099565325415
1301654	am	['1301654']	2674584.71954971	776886.823077293	0.2904700746245529	403824.857995696	0.15098600356308156	373061.965081597	0.1394840710614713
1301704	am	['1301704']	16347414.5790514	2603167.27664982	0.15924030457915234	1076248.64729979	0.06583601597031512	1526918.62935003	0.09340428860883722
1301803	am	['1301803']	3430519.72724999	589833.052671953	0.17193693654832332	107690.288206334	0.031391828868059544	482142.76446562	0.14054510768026407
1301852	am	['1301852']	13245072.5479196	3439540.69156265	0.25968454903653193	2035451.78753566	0.15367615240849458	1404088.90402698	0.10600839662803659
1301902	am	['1301902']	31596367.1498962	6488710.23347813	0.20536254065839485	3215764.00191623	0.10177638418557225	3272946.2315619	0.10358615647282261
1301951	am	['1301951']	1380545.78920604	110110.812869098	0.0797588995091741	17872.4535434365	0.012945933183219552	92238.3593256611	0.06681296632595426
1302009	am	['1302009']	2600490.63113726	428304.952394624	0.16470159410161594	204800.221264483	0.07875445456802847	223504.73113014	0.08594713953358708
1302108	am	['1302108']	1869374.38699564	69072.8626354426	0.036949721316366625	11015.6161910186	0.0058926752541647465	58057.246444424	0.031057046062201887
1302207	am	['1302207']	2432323.51361719	424283.399314896	0.17443543054185662	91293.8249658707	0.0375335864882976	332989.574349025	0.13690184405355887
1302306	am	['1302306']	3860044.37574921	531944.297994282	0.13780781934431388	124439.033040493	0.032237720846496794	407505.26495379	0.10557009849781736
1302405	am	['1302405']	8444593.70816562	1843031.40282691	0.21824986097848195	672816.039124904	0.07967417526248953	1170215.363702	0.13857568571599171
1302504	am	['1302504']	28518825.8436153	6250967.49962031	0.21918740743037132	3011786.84906373	0.10560697223578012	3239180.65055657	0.11358043519459084
1302553	am	['1302553']	5680053.11378308	1332073.20317805	0.23451773715736446	686981.51847203	0.1209463194639883	645091.684706023	0.11357141769337667
1302603	am	['1302603']	1327660607.11765	197687102.058098	0.1488988232371197	159646321.208672	0.12024633430622304	38040780.8494267	0.028652488930897183
1302702	am	['1302702']	13867437.5302333	2023199.75277355	0.1458957178182805	789096.155731724	0.05690280947805709	1234103.59704183	0.08899290834022369
1302801	am	['1302801']	2217740.14755742	372030.072786777	0.1677518771513986	37383.7406254576	0.01685668208993348	334646.332161319	0.15089519506146495
1302900	am	['1302900']	12480854.2781937	3435596.25890432	0.27526931909676455	1694161.36079407	0.13574081733764612	1741434.89811025	0.1395285017591184
1303007	am	['1303007']	3363177.73209213	795194.658843419	0.23644146167343727	187866.095355191	0.05585969886828587	607328.563488228	0.1805817628051514
1303106	am	['1303106']	6836468.37838157	1303949.40064445	0.19073435705017336	441850.245847139	0.06463135955464484	862099.154797316	0.12610299749552925
1303205	am	['1303205']	3571661.68341567	614846.100536285	0.17214567196865416	249095.935810837	0.06974230985187273	365750.164725448	0.10240336211678143
1303304	am	['1303304']	4732264.42274091	875703.670645055	0.18504960678800164	239099.72846996	0.050525437108071475	636603.942175094	0.13452416967992997
1303403	am	['1303403']	31358997.3003129	6430719.76436333	0.2050677737804826	2897439.85844739	0.0923958068779986	3533279.90591595	0.11267196690248432
1303502	am	['1303502']	3933581.97659795	662975.902111284	0.16854254113821066	358495.607327258	0.09113718983360587	304480.294784027	0.07740535130460503
1303536	am	['1303536']	10610030.4157786	1381439.96059466	0.13020131954949588	659701.593340053	0.06217716325855055	721738.367254608	0.06802415629094541
1303569	am	['1303569']	7924940.87461448	1413754.88157843	0.17839311408707567	679139.735764626	0.08569650506038175	734615.145813806	0.09269660902669415
1303601	am	['1303601']	2469613.37451096	471405.765610575	0.19088241522984303	125412.927478643	0.05078241346319143	345992.838131932	0.14010000176665163
1303700	am	['1303700']	3040413.59624196	875260.983458675	0.28787563130901767	346124.570277858	0.11384127827400789	529136.413180817	0.1740343530350098
1303809	am	['1303809']	12753071.9485435	1345147.05912862	0.10547631696551718	487878.12131156	0.038255733464067805	857268.937817055	0.06722058350144898
1303908	am	['1303908']	4720833.77321356	1378754.3763077	0.2920573870088114	383634.22429611	0.08126408230530917	995120.152011586	0.21079330470350138
1303957	am	['1303957']	2793591.4654502	397902.242274542	0.14243394110971708	94492.3883119237	0.033824698235429294	303409.853962618	0.10860924287428768
1304005	am	['1304005']	1999601.13129163	521733.864053284	0.26091896823256605	212348.072373743	0.10619521516102468	309385.791679541	0.1547237530715414
1304062	am	['1304062']	16837121.6425493	2672142.21593771	0.15870540539333672	1491025.92420545	0.08855586815013916	1181116.29173226	0.07014953724319758
1304104	am	['1304104']	3656620.79658228	556179.844094691	0.15210213884210622	104718.440859361	0.02863803677899491	451461.40323533	0.12346410206311131
1304203	am	['1304203']	23804547.4048493	4606727.31511174	0.19352299528170355	2491271.03910625	0.10465525753280003	2115456.27600549	0.08886773774890355
1304237	am	['1304237']	3236301.83448665	618299.057991661	0.1910511100673455	172527.255657756	0.05331000150210733	445771.802333904	0.13774110856523783
1304260	am	['1304260']	2756096.22553351	509843.834727445	0.18498767568565289	261767.712160371	0.09497771149470641	248076.122567074	0.09000996419094648
1304302	am	['1304302']	4069283.30853044	766343.301835745	0.18832389974648833	342565.296696374	0.08418320149355397	423778.005139371	0.10414069825293436
1304401	am	['1304401']	3910890.66093176	1036203.16991499	0.2649532446064644	301383.985545135	0.07706274904482525	734819.184369852	0.18789049556163842
1400027	rr	['1400027']	1187604.42368479	280969.104230682	0.2365847572030061	72212.825081506	0.06080545309645334	208756.279149176	0.17577930410655274
1400050	rr	['1400050']	3214668.18756362	683886.169622959	0.212739271900181	306054.170610135	0.09520552441279853	377831.999012825	0.1175337474873828
1400100	rr	['1400100']	212697158.856078	24289449.439504	0.11419733846063976	17076281.140602	0.08028448161903612	7213168.29890193	0.033912856841603306
1400159	rr	['1400159']	3570610.34814659	489509.520680452	0.1370940743883027	228402.243541542	0.06396728325735672	261107.27713891	0.07312679113094599
1400175	rr	['1400175']	4057298.94143741	787979.382085419	0.19421279857832108	226448.798530432	0.05581269751107032	561530.583554987	0.13840010106725073
1400209	rr	['1400209']	5833387.64166369	1018787.50231682	0.17464766014182806	456648.08638954	0.07828180029182893	562139.415927279	0.09636585984999894
1400233	rr	['1400233']	2655272.22344714	401700.475916556	0.15128410276331614	182721.474090976	0.06881459176858427	218979.00182558	0.08246951099473185
1400282	rr	['1400282']	2210454.71388202	403759.207592003	0.18265889142913835	159028.709643447	0.07194388948333592	244730.497948556	0.11071500194580242
1400308	rr	['1400308']	6343554.96887858	781194.846477584	0.12314780124238198	232035.001486916	0.036578070596893615	549159.844990667	0.0865697306454882
1400407	rr	['1400407']	1802430.57374723	459674.452258588	0.2550303234720052	247337.2918493	0.1372243100243739	212337.160409288	0.11780601344763131
1400456	rr	['1400456']	3744794.44293773	399824.282685565	0.10676801858633111	217809.250793319	0.058163206048354205	182015.031892245	0.04860481253797663
1400472	rr	['1400472']	6730929.81662766	1055225.0867167	0.1567725582444701	192258.021661707	0.028563367454339673	862967.065054995	0.12820919079013068
1400506	rr	['1400506']	2405075.70887635	292434.235756784	0.12159044918108174	118840.072401394	0.04941219603307873	173594.16335539	0.07217825314800301
1400605	rr	['1400605']	2143080.18038913	342260.231222051	0.15970481849162782	181875.410599043	0.0848663583674312	160384.820623008	0.07483846012419662
1400704	rr	['1400704']	984158.767309493	349058.112488017	0.35467662747371237	221044.055746568	0.22460202874670446	128014.056741449	0.13007459872700786
1500107	pa	['1500107']	40298219.0401535	7738130.15184347	0.1920216410589542	3069609.69661325	0.07617234135222362	4668520.45523022	0.1158492997067306
1500131	pa	['1500131']	2576398.84842238	408333.957184595	0.15849019550471863	124849.974886389	0.048459102115667785	283483.982298206	0.11003109338905086
1500206	pa	['1500206']	10618437.5392617	2805686.54688909	0.26422781473404694	1096943.98168109	0.10330559252480762	1708742.565208	0.16092222220923932
1500305	pa	['1500305']	5742446.76317219	1268327.38675396	0.22086881064149774	420960.523801007	0.07330682218958245	847366.862952953	0.1475619884519153
1500347	pa	['1500347']	6166002.76075012	907140.06941868	0.14711963400229205	236544.84304713	0.03836275334692736	670595.22637155	0.1087568806553647
1500404	pa	['1500404']	10937065.4518621	3503862.56787269	0.3203658772359396	1399361.72666181	0.1279467269187422	2104500.84121089	0.19241915031719833
1500503	pa	['1500503']	15395964.651164	1797596.0292611	0.11675760954187396	1157004.62511328	0.07514986240409467	640591.404147823	0.041607747137779476
1500602	pa	['1500602']	47470987.3088516	6784566.82825336	0.1429202806360905	3703828.93551927	0.07802300195320862	3080737.89273409	0.06489727868288185
1500701	pa	['1500701']	4768765.52423089	650190.480511066	0.13634356254408822	61859.9716210494	0.012971904637946364	588330.508890017	0.12337165790614195
1500800	pa	['1500800']	256772655.697014	43061530.5155337	0.16770294484294831	31643034.7534174	0.12323366235209825	11418495.7621163	0.044469282490850075
1500859	pa	['1500859']	5371119.73858113	808105.322496746	0.15045379023894564	357752.544834677	0.06660669697324291	450352.777662069	0.08384709326570275
1500909	pa	['1500909']	6089685.44521624	2170361.5142334	0.35639960943111276	549645.591403913	0.09025845363420006	1620715.92282948	0.2661411557969115
1500958	pa	['1500958']	4508568.15000899	1319613.25449042	0.2926900981828984	350355.96083892	0.0777089198126508	969257.293651501	0.2149811783702478
1501006	pa	['1501006']	2329057.71233238	1018179.95124541	0.4371638993117855	376582.231095376	0.16168866451929034	641597.720150037	0.2754752347924964
1501105	pa	['1501105']	3815733.23045309	858977.337899477	0.22511462044674435	321986.5056841	0.08438391424074122	536990.832215377	0.14073070620600314
1501204	pa	['1501204']	8202381.18298542	1979268.12402324	0.24130408961350489	818990.284696089	0.09984786934737422	1160277.83932715	0.14145622026613056
1501253	pa	['1501253']	1403340.10807407	234793.604150504	0.16731054916739493	47580.3713128031	0.033905089036542914	187213.232837701	0.1334054601308521
1501303	pa	['1501303']	41602519.3599757	6500369.21695005	0.15624941270272738	4107665.47776355	0.09873597899735341	2392703.7391865	0.057513433705373984
1501402	pa	['1501402']	1130548581.50035	260623830.919483	0.23052864351358468	218132210.530091	0.1929436860118014	42491620.3893926	0.03758495750178379
1501451	pa	['1501451']	3822025.94163186	1398072.63991884	0.3657936029921126	784648.312376531	0.20529643816114862	613424.327542313	0.16049716483096504
1501501	pa	['1501501']	19321725.9357759	3538369.38432585	0.18312905358906076	2167659.38018211	0.11218766829564097	1370710.00414374	0.07094138529341978
1501576	pa	['1501576']	4974150.27519429	1119956.68364751	0.22515537763960386	463146.137412215	0.0931106041813593	656810.546235293	0.1320447734582442
1501600	pa	['1501600']	2964593.91387915	787623.401292371	0.2656766573003489	329968.537973141	0.1113031152186977	457654.86331923	0.1543735420816512
1501709	pa	['1501709']	35026732.5299354	8210040.16108299	0.23439354938592474	3939612.61836409	0.11247445404726583	4270427.5427189	0.12191909533865895
1501725	pa	['1501725']	6260771.57810812	1226259.55890702	0.19586396718175286	394973.079350362	0.06308696530815057	831286.479556654	0.1327770018736017
1501758	pa	['1501758']	2173034.2303507	668927.066733943	0.30783089257916874	187139.614734048	0.08611903674607373	481787.451999894	0.22171185583309455
1501782	pa	['1501782']	12891228.1728182	2138108.70962384	0.1658576421858818	612894.106379072	0.047543499980195046	1525214.60324477	0.11831414220568691
1501808	pa	['1501808']	19097263.128895	3175070.19177642	0.16625786482317453	814096.328689788	0.0426289528083228	2360973.86308663	0.12362891201485163
1501907	pa	['1501907']	4404570.76212311	1164290.64645664	0.26433691484057886	385218.985821291	0.08745891634525724	779071.660635348	0.17687799849532138
1501956	pa	['1501956']	3435662.61298761	760829.461378799	0.22145057506598154	116250.514837073	0.03383641758000882	644578.946541725	0.1876141574859724
1502004	pa	['1502004']	4193809.693803	1263993.69481303	0.3013951006600933	679663.882206614	0.16206359654586192	584329.812606414	0.13933150411423087
1502103	pa	['1502103']	27227374.4932614	6850616.52083832	0.2516076797097643	2183522.2713331	0.08019584377750075	4667094.24950522	0.17141183593226353
1502152	pa	['1502152']	13151919.1900632	1209983.9425763	0.09200056091361107	721818.841582966	0.054883156682435284	488165.100993333	0.03711740423117572
1502202	pa	['1502202']	22288102.6902379	5035665.49225222	0.2259351350915043	2449367.80044776	0.10989575175999945	2586297.69180446	0.11603938333150485
1502301	pa	['1502301']	12892300.3543349	3031100.06283314	0.2351093272360789	1037123.4128444	0.08044517924186262	1993976.64998874	0.15466414799421627
1502400	pa	['1502400']	77607132.5680863	13641867.8659946	0.17578110947503847	8686865.43654285	0.11193385387511501	4955002.42945171	0.06384725559992294
1502509	pa	['1502509']	4185709.10325067	1274271.0570653	0.30443373527216366	785923.25013539	0.18776346629655485	488347.806929913	0.11667026897560953
1502608	pa	['1502608']	2543921.80709136	997633.839596119	0.3921637201328849	387237.288680813	0.1522205940455253	610396.550915305	0.23994312608735927
1502707	pa	['1502707']	17657483.4220314	3270289.25180909	0.18520698412372405	1046277.26254354	0.05925404190033618	2224011.98926555	0.12595294222338788
1502756	pa	['1502756']	7263858.92072845	1253278.91560745	0.17253624131259504	342404.44711153	0.04713809159129322	910874.468495916	0.12539814972130128
1502764	pa	['1502764']	4066017.83312804	604385.631903226	0.1486431335787488	406164.948612654	0.09989256448985764	198220.683290571	0.0487505690888909
1502772	pa	['1502772']	5764505.56513599	1113781.56336634	0.19321371985527172	448129.534058467	0.07773945726911537	665652.029307875	0.1154742625861567
1502806	pa	['1502806']	5331358.27059663	1054666.74598709	0.19782327363061697	332987.853762972	0.06245835242389506	721678.892224118	0.13536492120672192
1502855	pa	['1502855']	2170344.06286291	554428.083569617	0.2554563090048813	203684.00218888	0.0938487153599967	350744.081380736	0.16160759364488414
1502905	pa	['1502905']	7490106.29295001	3289280.39901267	0.43915002943398457	1720621.55643799	0.2297192441791525	1568658.84257468	0.20943078525483208
