newcod,ano,oldcod
4126603,1939,4127809
4127007,1939,4117701
4127502,1939,4104907
4127809,1939,0
4128203,1939,4117602
4128500,1939,4125407
4201307,1939,4216206
4201406,1939,4218707
4202305,1939,4205407
4202404,1939,4208203
4202602,1939,4209300
4202909,1939,4208203
4203006,1939,4203600
4203204,1939,4208203
4203303,1939,4215802
4203600,1939,4204806
4203808,1939,4204806
4204301,1939,4209003
4204608,1939,4201406
4204806,1939,4209300
4205407,1939,4209409
4205902,1939,4202404
4206900,1939,4202404
4207205,1939,4209409
4207502,1939,4202404
4208104,1939,4210100
4208203,1939,4213500
4208807,1939,4209409
4208906,1939,4209102
4209003,1939,4204806
4209102,1939,4216206
4209300,1939,0
4209409,1939,0
4210100,1939,0
4211504,1939,4218004
4211702,1939,4218707
4211900,1939,4216602
4213500,1939,4218004
4213609,1939,0
4214805,1939,4202404
4215109,1939,4218202
4215802,1939,4209102
4216206,1939,0
4216503,1939,4209300
4216602,1939,4205407
4218004,1939,4213500
4218202,1939,4202404
4218707,1939,4209409
4219002,1939,4218707
4300406,1939,4318002
4300802,1939,4322509
4301008,1939,4306809
4301305,1939,4311007
4301602,1939,4300406
4302105,1939,4312401
4302303,1939,4322509
4302808,1939,4303004
4303004,1939,4315701
4303509,1939,4314902
4304200,1939,4315701
4304507,1939,4314605
4304705,1939,4314100
4305108,1939,4319505
4306106,1939,4315701
4306601,1939,4301602
4306809,1939,4311403
4306908,1939,4315701
4307005,1939,4314100
4307104,1939,4311007
4307807,1939,4321303
4307906,1939,4302105
4308201,1939,4305108
4308607,1939,4302105
4308805,1939,4321303
4308904,1939,4307005
4309209,1939,4314902
4309308,1939,4314902
4309407,1939,4311403
4310207,1939,4306106
4310504,1939,4313706
4310603,1939,4318002
4311007,1939,4314605
4311106,1939,4311205
4311205,1939,0
4311304,1939,4322509
4311403,1939,4307807
4311502,1939,4301602
4312401,1939,4322004
4313300,1939,4311304
4313409,1939,4318705
4313508,1939,4317608
4313706,1939,4314100
4314100,1939,4306106
4314407,1939,4315602
4314506,1939,4314605
4314605,1939,4315602
4314902,1939,0
4315305,1939,4300406
4315602,1939,0
4315701,1939,0
4316402,1939,4300406
4316808,1939,4315701
4316907,1939,4303004
4317103,1939,4300406
4317202,1939,4317509
4317301,1939,4315602
4317400,1939,4310603
4317509,1939,4306106
4317608,1939,0
4318002,1939,4315701
4318101,1939,4310603
4318200,1939,4321204
4318309,1939,4302808
4318408,1939,4322004
4318507,1939,4315602
4318705,1939,4314902
4318804,1939,4314407
4318903,1939,4317509
4319406,1939,4316907
4319505,1939,4318705
4319604,1939,4302808
4319802,1939,4310603
4320701,1939,4320800
4320800,1939,4314100
4321105,1939,4314902
4321204,1939,0
4321303,1939,4322004
4321501,1939,4313508
4322004,1939,4314902
4322202,1939,4311205
4322400,1939,4300406
4322509,1939,4317608
4322608,1939,4308805
4322806,1939,4311304
4323002,1939,4314902
5100300,1939,0
5101803,1939,0
5102504,1939,0
5103403,1939,0
5103502,1939,0
5104203,1939,0
5105507,1939,0
5106109,1939,0
5106505,1939,5103403
5107008,1939,5103403
5107701,1939,0
5107800,1939,0
5201108,1939,5217302
5201306,1939,5215702
5203302,1939,5220603
5203906,1939,0
5204409,1939,5218805
5204508,1939,5213806
5205109,1939,0
5205307,1939,0
5205802,1939,5217302
5205901,1939,5205109
5206206,1939,5212501
5208004,1939,5212501
5208509,1939,5205109
5208707,1939,0
5208905,1939,0
5209101,1939,5213806
5210000,1939,5210406
5210109,1939,5205109
5210406,1939,0
5211503,1939,5213806
5211800,1939,5217302
5211909,1939,5218805
5212501,1939,0
5213103,1939,5211909
5213806,1939,0
5214606,1939,0
5215306,1939,0
5215702,1939,5208905
5216403,1939,5215702
5217104,1939,0
5217302,1939,0
5217401,1939,0
5217609,1939,5208004
5217708,1939,5213806
5218300,1939,5219803
5218805,1939,5208905
5219803,1939,0
5220603,1939,0
5220702,1939,0
5221601,1939,0
2301604,1939,0
2806206,1939,2800670
5210901,1939,0
3201605,1939,0
2800704,1939,2804409
3303005,1939,0
4320107,1940,4314100
4304606,1940,4309209
1100106,1943,5199904
1100205,1943,1399903
1400100,1943,1399901
1600105,1943,1599901
1600303,1943,1599902
1600402,1943,1599903
1507409,1943,1502400
4105805,1943,4106902
3203205,1943,3201506
1501303,1944,1504703
1501907,1944,1507201
1503408,1944,1502400
1505007,1944,1503200
1507706,1944,1502806
2412609,1944,2407104
3100500,1944,3127701
3104700,1944,3132701
3105400,1944,3157203
3107802,1944,3113404
3111507,1944,3129509
3117108,1944,3114402
3130309,1944,3104205
3132206,1944,3133808
3134004,1944,3103405
3134301,1944,3138203
3134707,1944,3101706
3139607,1944,3118403
3141108,1944,3157807
3143500,1944,3100203
3145307,1944,3103405
3146503,1944,3126109
3152907,1944,3164704
3156601,1944,3101706
3158003,1944,3131703
3159209,1944,3110301
3159308,1944,3155900
3161700,1944,3168903
3162401,1944,3108602
3162708,1944,3155603
3163904,1944,3128303
3164001,1944,3154903
3167608,1944,3139409
3170404,1944,3147006
3301504,1944,3301108
3301702,1944,3303500
4119608,1944,4109401
4122404,1944,4113700
5101407,1944,0
5203104,1944,5204409
5221403,1944,5208707
1500800,1944,1501402
4101903,1944,4199901
5218508,1944,5218805
4101101,1944,4103602
4101408,1944,4113700
3200904,1944,3204906
4219309,1944,4203600
5101704,1944,5102504
2908200,1944,2904902
2916708,1944,2927903
2916906,1944,2917607
2917706,1944,2930105
2917904,1944,2927002
2918209,1944,2922409
2919603,1944,2902609
2922904,1944,2907905
2929404,1944,2928703
2109106,1944,2101608
3500303,1945,3549102
3501301,1945,3541208
3505807,1945,3555000
3506409,1945,3506508
3512803,1945,3509502
3514908,1945,3531803
3515509,1945,3553401
3516408,1945,3528502
3516903,1945,3531407
3517901,1945,3533908
3518107,1945,3538907
3519006,1945,3540002
3519501,1945,3545407
3519907,1945,3542206
3521507,1945,3533502
3526506,1945,3556305
3526605,1945,3541901
3527405,1945,3502101
3527900,1945,3514700
3528601,1945,3538808
3529708,1945,3524105
3530102,1945,3556305
3532504,1945,3530300
3532603,1945,3531407
3532801,1945,3549805
3534104,1945,3529005
3534609,1945,3518206
3535804,1945,3521804
3536000,1945,3555000
3542008,1945,3540002
3542602,1945,3520301
3543006,1945,3522406
3543808,1945,3555000
3544905,1945,3534302
3548708,1945,3547809
3557105,1945,3553401
4302907,1945,4316402
4304408,1945,4321204
4311908,1945,4307005
4321907,1945,4313706
4106001,1945,4199903
1600501,1945,1600105
4108304,1946,4499902
4204202,1946,4499905
4105706,1946,4499901
4113304,1946,4499903
4114401,1946,4499904
3205200,1947,3205309
3303203,1947,3303500
3304102,1947,3302205
3305109,1947,3301702
2202505,1947,2210607
3303104,1947,3302205
4114203,1947,4101408
4120002,1947,4126504
4124707,1947,4106001
4122206,1947,4105201
5213509,1947,5202403
4121901,1947,4124103
4109609,1947,4118204
4107009,1947,4106001
4120705,1947,4112801
4103701,1947,4113700
4109500,1947,4118204
4123907,1947,4102406
4100400,1947,4105805
4111902,1947,4126504
4109807,1947,4126504
4101507,1947,4122404
4109708,1947,4127809
4120101,1947,4117602
4128401,1947,4101903
4102802,1947,4126504
4112900,1947,4124103
4112702,1947,4101903
2700706,1947,2709202
4104303,1947,4119608
2704005,1948,2704203
2708204,1948,2709202
1503705,1948,1504208
1508100,1948,1501204
2202703,1948,2207702
2102606,1948,2112407
2404705,1949,2411403
2405603,1949,2402006
3100104,1949,3119302
3102902,1949,3105608
3105004,1949,3134608
3111309,1949,3111606
3111804,1949,3142809
3112802,1949,3151503
3113008,1949,3145307
3114204,1949,3133808
3114501,1949,3145604
3114600,1949,3165305
3114808,1949,3101201
3115003,1949,3124807
3116704,1949,3171303
3116902,1949,3127107
3117009,1949,3141405
3117801,1949,3147303
3118601,1949,3106705
3118700,1949,3107109
3119203,1949,3148608
3119401,1949,3103009
3119807,1949,3138807
3120201,1949,3111200
3120607,1949,3108107
3120805,1949,3104908
3121803,1949,3161007
3124500,1949,3152501
3124708,1949,3123205
3125200,1949,3147204
3125705,1949,3120904
3127305,1949,3118403
3128204,1949,3150802
3128808,1949,3169901
3129202,1949,3162005
3129301,1949,3130903
3131000,1949,3167202
3133204,1949,3168408
3133402,1949,3127107
3134103,1949,3154309
3134400,1949,3111101
3135100,1949,3126703
3135605,1949,3118809
3135704,1949,3167202
3135902,1949,3137809
3136009,1949,3135803
3136504,1949,3134707
3136900,1949,3144102
3137007,1949,3152402
3138708,1949,3134301
3142601,1949,3110905
3144300,1949,3113701
3150505,1949,3146503
3151909,1949,3131208
3153004,1949,3111507
3153905,1949,3144805
3154705,1949,3138203
3154804,1949,3144805
3157104,1949,3134707
3157401,1949,3152105
3157906,1949,3140902
3158508,1949,3118908
3159803,1949,3134202
3161502,1949,3172004
3161809,1949,3147105
3162203,1949,3147907
3164506,1949,3158201
3165008,1949,3108008
3169000,1949,3169901
3169505,1949,3168408
3169703,1949,3141801
3171204,1949,3157807
3171600,1949,3103405
3171907,1949,3148608
3500105,1949,3527405
3500600,1949,3550407
3500808,1949,3501301
3501202,1949,3557105
3501400,1949,3516705
3501806,1949,3553401
3503406,1949,3519105
3503802,1949,3530805
3505708,1949,3547304
3506201,1949,3556305
3508108,1949,3531407
3508306,1949,3539400
3509809,1949,3519501
3510708,1949,3553401
3511508,1949,3554508
3512209,1949,3530805
3512407,1949,3526902
3512704,1949,3543907
3512902,1949,3553401
3513504,1949,3548500
3514403,1949,3555109
3515202,1949,3515509
3516002,1949,3527405
3517604,1949,3510203
3517802,1949,3502101
3520608,1949,3542404
3521309,1949,3549409
3523305,1949,3522109
3523701,1949,3536307
3524204,1949,3512001
3524808,1949,3515509
3525201,1949,3504107
3525805,1949,3508801
3526001,1949,3527405
3526100,1949,3529906
3528106,1949,3531407
3531209,1949,3501905
3531704,1949,3549904
3534500,1949,3527900
3534906,1949,3527405
3536406,1949,3555109
3537206,1949,3529906
3538303,1949,3547700
3539202,1949,3541406
3539608,1949,3531407
3539806,1949,3530607
3540101,1949,3538907
3541307,1949,3541505
3542503,1949,3538907
3543600,1949,3537008
3543709,1949,3503208
3544400,1949,3518206
3546702,1949,3543907
3548807,1949,3547809
3549508,1949,3516200
3551504,1949,3513108
3552502,1949,3530607
3553203,1949,3524303
3554409,1949,3556800
3554607,1949,3538808
3555109,1949,3527405
3555505,1949,3550506
3556107,1949,3557105
3556701,1949,3525904
5108402,1949,5103403
5202601,1949,5210208
5206602,1949,5205109
5207402,1949,5215702
5207808,1949,5216403
5209200,1949,5208707
5209705,1949,5217104
5210208,1949,5208905
5211404,1949,5208905
5212303,1949,5220603
5214408,1949,5215702
5214507,1949,5201108
5216809,1949,5211800
5218003,1949,5221601
5219209,1949,5203302
5219308,1949,5218805
5221700,1949,5211800
5221809,1949,5210109
5222005,1949,5220603
2612406,1949,2610905
2608800,1949,2603702
2409704,1949,2400802
2412104,1949,2413409
2412302,1949,2408300
2412807,1949,2411403
2614600,1949,2600104
2600609,1949,2610905
2102507,1949,2108306
2610103,1949,2601003
2111607,1949,2106102
4217808,1949,4214805
4206504,1949,4202404
4208500,1949,4202602
2106508,1949,2112803
4203907,1949,4203600
4213104,1949,4203600
4217907,1949,4219309
4218806,1949,4201406
2110401,1949,2112704
2109403,1950,2105005
3202108,1950,3200904
3203304,1950,3200904
2704401,1950,2700706
4100103,1950,4124103
2516300,1951,2509701
4105102,1951,4111902
4126009,1951,4101903
4124509,1951,4126504
3301405,1952,3302403
2111201,1952,2111300
2908002,1952,2913606
2912301,1952,2925105
2913507,1952,2925105
2915502,1952,2913606
4100806,1952,4120002
4102109,1952,4101507
4102604,1952,4105706
4103305,1952,4101408
4104006,1952,4119509
4104501,1952,4105706
4104808,1952,4108304
4106209,1952,4113205
4106803,1952,4128203
4107603,1952,4101408
4108007,1952,4120002
4108403,1952,4105706
4108809,1952,4108304
4109302,1952,4113304
4112108,1952,4124103
4112306,1952,4109708
4113403,1952,4106407
4113809,1952,4111902
4114104,1952,4114203
4114807,1952,4114203
4114906,1952,4101408
4115200,1952,4114203
4116901,1952,4114203
4117008,1952,4106001
4117305,1952,4121703
4118402,1952,4114203
4118501,1952,4105706
4118709,1952,4113908
4118808,1952,4104303
4119202,1952,4127809
4120507,1952,4126504
4124400,1952,4105706
4126405,1952,4106407
4127601,1952,4125506
4127700,1952,4104808
2102705,1953,2105401
2103802,1953,2103307
2105708,1953,2112902
2106300,1953,2110609
2106607,1953,2107803
2107704,1953,2108009
2108801,1953,2103604
2110708,1953,2103505
2113009,1953,2101202
3302809,1953,3300308
4123105,1953,4102406
2929602,1953,2909802
4100608,1953,4116901
5200605,1953,5205307
2931806,1953,2908705
2801207,1953,2805604
2804904,1953,2803401
2508802,1953,2512101
2516904,1953,2500700
2501302,1953,2517001
2511608,1953,2515906
2500502,1953,2506301
2511806,1953,2506301
2512002,1953,2504009
2515807,1953,2506806
2516003,1953,2501500
2100600,1954,2104800
2109700,1954,2111607
2305704,1954,2399901
2400307,1954,2400802
2404408,1954,2401107
2405306,1954,2411502
2407807,1954,2412203
2408508,1954,2405702
2409902,1954,2407203
2414605,1954,2401305
2705705,1954,2708006
2706604,1954,2707602
3100609,1954,3112307
3100708,1954,3170107
3103900,1954,3107406
3105905,1954,3123007
3107208,1954,3138500
3107703,1954,3105400
3107901,1954,3110608
3108701,1954,3165701
3108800,1954,3128006
3109907,1954,3147402
3112208,1954,3113206
3112505,1954,3141108
3112604,1954,3134202
3113602,1954,3159605
3114709,1954,3139003
3115805,1954,3111804
3116209,1954,3139805
3116308,1954,3102100
3116407,1954,3129707
3116803,1954,3162807
3117405,1954,3131208
3117900,1954,3152501
3119500,1954,3171600
3119906,1954,3110608
3121308,1954,3162906
3121407,1954,3123908
3122801,1954,3114105
3123304,1954,3165701
3124609,1954,3172103
3125309,1954,3113305
3127602,1954,3121605
3130507,1954,3107109
3131505,1954,3159209
3134509,1954,3134301
3135001,1954,3161007
3135407,1954,3123908
3136108,1954,3141702
3136801,1954,3143302
3138104,1954,3151206
3138906,1954,3100906
3139102,1954,3102803
3139706,1954,3151404
3140308,1954,3161007
3141009,1954,3142908
3141207,1954,3162104
3141504,1954,3139607
3141900,1954,3165305
3142304,1954,3106408
3142403,1954,3107406
3143708,1954,3117504
3143807,1954,3110509
3144508,1954,3162500
3145208,1954,3151404
3145703,1954,3105608
3145901,1954,3146107
3146602,1954,3105608
3146909,1954,3151404
3147808,1954,3138500
3148202,1954,3143906
3148301,1954,3172004
3148400,1954,3156809
3149507,1954,3106903
3149705,1954,3160405
3150109,1954,3155405
3150307,1954,3102803
3150604,1954,3147709
3150703,1954,3117306
3151305,1954,3155801
3152303,1954,3150802
3153103,1954,3150802
3153509,1954,3139508
3153707,1954,3123205
3154408,1954,3105608
3154606,1954,3149309
3155108,1954,3156601
3158607,1954,3140803
3158805,1954,3111200
3160108,1954,3154903
3160900,1954,3123908
3161403,1954,3113305
3163201,1954,3149101
3163409,1954,3161007
3163508,1954,3148608
3163805,1954,3171303
3166006,1954,3150802
3166105,1954,3122603
3166204,1954,3105608
3166808,1954,3148103
3167004,1954,3101201
3167905,1954,3155801
3168002,1954,3157005
3168200,1954,3105103
3169109,1954,3125101
3170602,1954,3164308
3170800,1954,3151206
3171006,1954,3147006
3171402,1954,3142106
3501103,1954,3537305
3502408,1954,3541406
3504206,1954,3516903
3504701,1954,3538907
3504800,1954,3530300
3505609,1954,3551702
3507704,1954,3517109
3508207,1954,3520103
3508900,1954,3542404
3509106,1954,3541307
3511003,1954,3502101
3511706,1954,3538709
3511904,1954,3512506
3513900,1954,3549706
3515707,1954,3539806
3515806,1954,3534906
3516101,1954,3528809
3516804,1954,3532603
3517208,1954,3527108
3517307,1954,3517000
3517505,1954,3549805
3519303,1954,3548906
3519808,1954,3517901
3520004,1954,3505302
3520202,1954,3546801
3520707,1954,3515509
3521408,1954,3526902
3521606,1954,3526001
3522000,1954,3505203
3523107,1954,3530607
3524709,1954,3530805
3526308,1954,3550001
3527504,1954,3514502
3527801,1954,3516705
3528304,1954,3532603
3528700,1954,3541505
3528908,1954,3500105
3529401,1954,3547809
3530201,1954,3547700
3531605,1954,3555109
3532108,1954,3502101
3532702,1954,3531407
3532900,1954,3552700
3534807,1954,3514403
3535408,1954,3514403
3535705,1954,3539004
3536208,1954,3524600
3537701,1954,3506409
3539707,1954,3535309
3539905,1954,3531407
3543303,1954,3547809
3543501,1954,3522802
3544202,1954,3536604
3544608,1954,3527108
3545308,1954,3552205
3546207,1954,3539301
3546603,1954,3524808
3547106,1954,3536406
3548005,1954,3530805
3548104,1954,3515186
3551900,1954,3533908
3552403,1954,3509502
3552908,1954,3542404
3553104,1954,3524303
3555901,1954,3538907
3556206,1954,3509502
5100102,1954,5103403
5100409,1954,5100300
5100508,1954,5103502
5101308,1954,5101704
5103007,1954,5103403
5104609,1954,5100300
5106000,1954,5103502
5106703,1954,5100300
5107602,1954,5107008
5108105,1954,5104203
5108204,1954,5104203
5200100,1954,5205802
5200506,1954,5217708
5201702,1954,5203104
5203401,1954,5203104
5204102,1954,5218805
5204201,1954,5202601
5204300,1954,5211909
5204805,1954,5210109
5204904,1954,5213509
5205000,1954,5208905
5205406,1954,5208905
5205703,1954,5208905
5206305,1954,5219209
5206404,1954,5210901
5206503,1954,5217104
5207600,1954,5208905
5208608,1954,5211800
5211206,1954,5208905
5211305,1954,5211909
5211602,1954,5202601
5211701,1954,5215702
5212600,1954,5217104
5212808,1954,5221601
5212907,1954,5204508
5213905,1954,5208905
5214804,1954,5208509
5215504,1954,5205109
5215801,1954,5217401
5216007,1954,5211503
5216304,1954,5218508
5216908,1954,5210901
5217203,1954,5204409
5218607,1954,5211800
5218904,1954,5208905
5219407,1954,5213103
5219902,1954,5211800
5220009,1954,5208004
5220108,1954,5208905
5221304,1954,5205109
2404903,1954,2401008
2402709,1954,2403103
2410306,1954,2407104
3203601,1954,3201605
2402808,1954,2411205
2413003,1954,2403806
2400604,1954,2409308
2407302,1954,2409407
3203908,1954,3204906
4214003,1954,4206900
2402402,1954,2400109
2800605,1954,2800308
2802601,1954,2800209
2702405,1954,2700102
4206702,1954,4209003
4217204,1954,4204202
4219705,1954,4204202
4216008,1954,4204202
4215000,1954,4215802
4219507,1954,4204202
4212106,1954,4204202
4205001,1954,4204202
4217501,1954,4204301
2504801,1954,2511301
4217709,1954,4201406
4212205,1954,4203808
2702603,1954,2708204
2511202,1954,2504900
2514909,1954,2513406
2612505,1954,2615003
5101605,1954,5107800
2608206,1954,2610004
2614808,1954,2611002
2605004,1954,2610202
2611200,1954,2610905
2615409,1954,2615003
2203107,1954,2201903
2203206,1954,2207603
2205003,1954,2208007
2206100,1954,2205805
2607703,1954,2613602
2603900,1954,2605608
2604809,1954,2600906
2204709,1954,2211308
2104008,1954,2101608
2611705,1954,2604106
2200202,1954,2210508
2203503,1954,2211308
2603504,1954,2601904
3306305,1954,3300407
2613800,1954,2602209
2208106,1954,2211308
2209609,1954,2211308
2411601,1954,2405801
4208401,1954,4204202
4103503,1954,4114906
4104402,1954,4121703
4106506,1954,4114401
4106605,1954,4118808
4107504,1954,4118808
4109203,1954,4111902
4110904,1954,4124509
4111704,1954,4112306
4117107,1954,4118402
4118006,1954,4118402
4118105,1954,4116901
4121000,1954,4118402
4122701,1954,4101507
4124905,1954,4100608
4125803,1954,4112108
4126702,1954,4118402
4105904,1954,4111902
4105409,1954,4113304
2210706,1954,2205201
2205102,1954,2203909
4211009,1954,4204202
2403004,1954,2400109
2103901,1955,2103406
5201207,1955,5206602
2805208,1955,2801009
2202802,1955,2207801
2801900,1955,2804607
2803104,1955,2802403
2803708,1955,2801009
2803807,1955,0
2803906,1955,2805901
2804201,1955,2804508
2805505,1955,2807402
2807501,1955,2803005
2807600,1955,2801702
2806503,1955,2802007
2800100,1955,2805703
2801405,1955,2802304
2805109,1955,2803005
4111001,1955,4101101
4309100,1955,4319505
4307708,1955,4318705
4304903,1955,4309407
4305207,1955,4318903
4306007,1955,4321907
4307500,1955,4320800
4308508,1955,4310504
4308706,1955,4307005
4309605,1955,4317202
4310009,1955,4306106
4311809,1955,4314100
4312658,1955,4304705
4313201,1955,4318705
4313904,1955,4313706
4315800,1955,4307807
4316006,1955,4317608
4316600,1955,4311304
4319901,1955,4321204
4321006,1955,4304705
4321808,1955,4321907
2302008,1955,2301703
2302206,1955,2303501
2302909,1955,2302107
2303303,1955,2307403
2303907,1955,2302602
2304509,1955,2304004
2306009,1955,2310803
2306603,1955,2311405
2307205,1955,2307106
2307809,1955,2312007
2308203,1955,2312908
2308609,1955,2313203
2309003,1955,2305308
2310209,1955,2312403
2311108,1955,2302503
2312601,1955,2313807
2313500,1955,2312403
2900306,1955,2910602
2901601,1955,2907806
2907707,1955,2909901
2912103,1955,2914802
2916401,1955,2915809
2924603,1955,2906006
2924801,1955,2922102
2930402,1955,2914000
2932309,1955,2913903
2932705,1955,2913606
2932804,1955,2921708
1400209,1955,1400100
2206605,1955,2204402
4114500,1955,4119608
4113007,1955,4107504
4127205,1955,4107504
4123709,1955,4118402
4116307,1955,4102109
4103206,1955,4112108
4101606,1955,4112009
4123402,1955,4102109
4101705,1955,4118808
4103404,1955,4113809
4110003,1955,4102109
3302908,1955,3306206
4202800,1955,4218707
4113502,1955,4118402
4107801,1955,4116901
4123303,1955,4118402
4122602,1955,4118808
4127304,1955,4118402
4125308,1955,4114104
4102901,1955,4117602
1303700,1955,1303908
2206704,1955,2203909
2200608,1955,2200509
4105508,1955,4101705
4106704,1955,4116901
2112308,1955,2109106
4300901,1956,4307005
4309001,1956,4317202
4315008,1956,4317202
4317905,1956,4317202
4320909,1956,4308904
4321402,1956,4321907
4124608,1956,4118006
1302108,1956,1304203
1301100,1956,1302603
1302207,1956,1304203
1303007,1956,1303403
1303106,1956,1301902
1304104,1956,1300904
2805406,1956,2805604
1303304,1956,1300805
1301803,1956,1301407
1300201,1956,1300607
1303205,1956,1302603
1301506,1956,1301001
1300300,1956,1300805
1303502,1956,1302405
1302306,1956,1301605
1302801,1956,1304203
4113601,1956,4102109
2306207,1956,2307007
2300408,1956,2301604
2310308,1956,2313302
2313708,1956,2305704
4108601,1956,4104303
4208005,1956,4217501
4204905,1956,4211009
2209104,1956,2207009
1600204,1956,1600105
2512903,1956,2508901
1300102,1956,1301308
1303601,1956,1303809
1304005,1956,1302009
2910404,1957,2919702
4209607,1957,4211702
2503209,1957,2507507
4218905,1957,4216503
4219200,1957,4202909
2302305,1957,2300200
2300903,1957,2304608
2304608,1957,2310704
2202406,1957,2202208
2309102,1957,2309805
2512705,1957,2501104
2309201,1957,2312106
2313906,1957,2304707
2307908,1957,2304707
2311504,1957,2311801
2301505,1957,2313302
2306108,1957,2306306
2306504,1957,2302107
2303600,1957,2311900
2306801,1957,2306702
2206506,1957,2208007
2310902,1957,2312700
2312809,1957,2308005
2309508,1957,2305407
2305100,1957,2309805
2310100,1957,2307700
2303402,1957,2312304
2309904,1957,2312304
2311009,1957,2305902
2301802,1957,2305704
2304905,1957,2303105
2311207,1957,2301307
2203602,1957,2205300
2507705,1957,2516102
2205607,1957,2205300
2501906,1957,2503605
2309409,1957,2305605
2308807,1957,2304004
2310407,1958,2302800
2304806,1958,2303204
2308906,1958,2312007
2300804,1958,2300408
2310001,1958,2311801
2300705,1958,2307601
2312502,1958,2307601
2305209,1958,2312205
2313104,1958,2307601
2107001,1958,2105302
2111003,1958,2111706
4215703,1958,4211900
4207106,1958,4208203
4210001,1958,4208203
4212502,1958,4208203
4213807,1958,4218806
4216305,1958,4218004
4204707,1958,4212106
4206108,1958,4211702
4203501,1958,4204202
4214904,1958,4202800
4218608,1958,4214805
4208708,1958,4218806
4213708,1958,4214805
4214607,1958,4214805
4200408,1958,4209003
4204509,1958,4208906
4205308,1958,4219507
4216909,1958,4204202
4200101,1958,4219507
4210506,1958,4212106
4213401,1958,4209003
4214409,1958,4203006
4216701,1958,4205001
4211603,1958,4204608
4207304,1958,4209409
4215505,1958,4204806
2913408,1958,2905206
2303006,1958,2302800
3301801,1958,3306206
2509107,1958,2515302
2300606,1958,2304301
2506400,1958,2511509
2209708,1958,2207009
2210102,1958,2207009
2401404,1959,2402204
2401503,1959,2412906
2401602,1959,2413904
2403251,1959,2408102
2406809,1959,2411205
2412005,1959,2407104
2413706,1959,2412906
2512200,1959,2509701
2702900,1959,2709202
2703007,1959,2708303
2703106,1959,2706307
2703403,1959,2700706
2707008,1959,2709400
2708402,1959,2706406
5103601,1959,5107008
5104807,1959,5103403
5200308,1959,5205802
5200902,1959,5210208
5201504,1959,5211909
5201603,1959,5211404
5201801,1959,5209200
5203203,1959,5217302
5203609,1959,5201108
5205208,1959,5210000
5206701,1959,5220702
5206800,1959,5201108
5207105,1959,5208905
5207501,1959,5218003
5208301,1959,5219803
5208400,1959,5201108
5209804,1959,5216908
5209903,1959,5218300
5210307,1959,5210208
5210604,1959,5211800
5210802,1959,5211909
5211008,1959,5208905
5212006,1959,5210208
5212105,1959,5209101
5212204,1959,5208905
5212709,1959,5218300
5214101,1959,5218003
5214705,1959,5210901
5214903,1959,5200605
5215009,1959,5201108
5215207,1959,5207600
5218706,1959,5211800
5219506,1959,5216809
5220207,1959,5218003
5220405,1959,5216304
5220504,1959,5211909
5221502,1959,5201306
5221908,1959,5209200
2704609,1959,2708006
5208806,1959,5208707
2511103,1959,2511400
2413300,1959,2408300
2707206,1959,2708006
4213203,1959,4202404
2515609,1959,2503605
4209706,1959,4204806
2108702,1959,2112902
2104404,1959,2103000
2402105,1959,2411205
2414001,1959,2411205
4201505,1959,4218707
2407500,1959,2414407
2411700,1959,2411205
3200508,1959,3203403
3203106,1959,3200201
5202502,1959,5208905
2802700,1959,2800704
2413102,1959,2410306
4217600,1959,4219002
4309506,1959,4318903
2700904,1959,2700706
2701001,1959,2708600
2701209,1959,2706307
2701308,1959,2701704
2703502,1959,2707305
2705101,1959,2706505
2706000,1959,2708006
2406007,1959,2407005
2414506,1959,2407401
4301404,1959,4306809
3500204,1959,3532801
3500907,1959,3533908
3501509,1959,3516705
3503604,1959,3550100
3503901,1959,3546801
3504602,1959,3549805
3505104,1959,3504404
3507100,1959,3532405
3507308,1959,3522901
3509007,1959,3516408
3509205,1959,3547304
3510104,1959,3553708
3510906,1959,3509403
3511201,1959,3511102
3511607,1959,3554003
3513207,1959,3516200
3513801,1959,3548708
3514205,1959,3524808
3515004,1959,3513009
3515905,1959,3532603
3516507,1959,3506409
3518008,1959,3515509
3519204,1959,3555000
3520806,1959,3527405
3522505,1959,3513009
3523800,1959,3510807
3524501,1959,3530300
3525607,1959,3541703
3527603,1959,3550902
3527702,1959,3507704
3528403,1959,3550605
3529500,1959,3532801
3529609,1959,3515509
3530409,1959,3530300
3531100,1959,3522109
3533106,1959,3531605
3533403,1959,3501608
3533700,1959,3529005
3535200,1959,3524808
3536109,1959,3507506
3537602,1959,3522109
3539103,1959,3547304
3540408,1959,3515202
3542107,1959,3510401
3544301,1959,3502507
3544707,1959,3534609
3544806,1959,3533502
3545100,1959,3534609
3545506,1959,3541406
3545704,1959,3524808
3546900,1959,3503208
3547007,1959,3550407
3548203,1959,3548609
3548302,1959,3500808
3548401,1959,3511904
3549300,1959,3555109
3551207,1959,3538808
3551801,1959,3542602
3552304,1959,3537404
3552809,1959,3522208
3553005,1959,3515400
3553500,1959,3526100
3553906,1959,3539202
3554904,1959,3546603
3555208,1959,3508108
3555802,1959,3524808
3556909,1959,3531308
2411809,1959,2402006
5200209,1959,5212907
2310605,1959,2307205
2300507,1959,2308203
2300101,1959,2308302
2301406,1959,2302107
2901908,1959,2913705
2902104,1959,2930501
2903003,1959,2904506
2906501,1959,2927408
2906808,1959,2921500
2907608,1959,2933604
2908101,1959,2907103
